Type,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Outcome,Removal of more than just outer clothing,Road name,postcode,Postal code,Time difference
1,51.513377,-0.096363,1,2,14,3,4,0,New Change,"St Paul's Cathedral Choir School, 2, New Change, Cheap, City of London, Greater London, England, EC4M 9AD, United Kingdom",EC4M 9AD,100.0
1,51.513377,-0.096363,1,2,14,3,4,0,New Change,"St Paul's Cathedral Choir School, 2, New Change, Cheap, City of London, Greater London, England, EC4M 9AD, United Kingdom",EC4M 9AD,0.0
1,51.520846,-0.100593,1,2,4,0,1,0,Charterhouse Mews,"The Order of St. John, 3, Charterhouse Mews, Farringdon, Clerkenwell, London Borough of Islington, London, Greater London, England, EC1M 6BB, United Kingdom",EC1M 6BB,17.0
1,51.520846,-0.100593,1,2,4,0,1,0,Charterhouse Mews,"The Order of St. John, 3, Charterhouse Mews, Farringdon, Clerkenwell, London Borough of Islington, London, Greater London, England, EC1M 6BB, United Kingdom",EC1M 6BB,0.0
1,51.519312,-0.103597,1,2,4,0,1,0,Charterhouse Street,"Beduin, 57-59, Charterhouse Street, West Smithfield, City of London, Greater London, England, EC1M 6HA, United Kingdom",EC1M 6HA,1.0
1,51.519312,-0.103597,1,2,4,0,1,0,Charterhouse Street,"Beduin, 57-59, Charterhouse Street, West Smithfield, City of London, Greater London, England, EC1M 6HA, United Kingdom",EC1M 6HA,0.0
1,51.519312,-0.103597,1,2,13,0,1,0,Charterhouse Street,"Beduin, 57-59, Charterhouse Street, West Smithfield, City of London, Greater London, England, EC1M 6HA, United Kingdom",EC1M 6HA,2.0
1,51.519312,-0.103597,1,2,13,0,1,0,Charterhouse Street,"Beduin, 57-59, Charterhouse Street, West Smithfield, City of London, Greater London, England, EC1M 6HA, United Kingdom",EC1M 6HA,0.0
0,51.509848,-0.104494,1,1,14,3,1,0,Blackfriars Bridge,"Blackfriars Bridge, Blackfriars, City of London, Greater London, England, EC4Y 0DH, United Kingdom",EC4Y 0DH,2.0
0,51.509848,-0.104494,1,1,14,3,1,0,Blackfriars Bridge,"Blackfriars Bridge, Blackfriars, City of London, Greater London, England, EC4Y 0DH, United Kingdom",EC4Y 0DH,0.0
0,51.511053,-0.075722,0,1,10,1,1,0,Minories,"Platforms 3;4, Minories, Aldgate, City of London, Greater London, England, EC3N 1JJ, United Kingdom",EC3N 1JJ,3.0
0,51.511053,-0.075722,0,1,10,1,1,0,Minories,"Platforms 3;4, Minories, Aldgate, City of London, Greater London, England, EC3N 1JJ, United Kingdom",EC3N 1JJ,0.0
0,51.506255,-0.074901,1,2,1,0,1,0,Tower Bridge,"Tower Bridge, Tower Liberty, Wapping, London Borough of Tower Hamlets, London, Greater London, England, SE1 2LY, United Kingdom",SE1 2LY,21.0
0,51.506255,-0.074901,1,2,1,0,1,0,Tower Bridge,"Tower Bridge, Tower Liberty, Wapping, London Borough of Tower Hamlets, London, Greater London, England, SE1 2LY, United Kingdom",SE1 2LY,0.0
0,51.516814,-0.08162,1,1,15,3,1,0,Alderman's Walk,"St Botolph-without-Bishopsgate, Alderman's Walk, Bishopsgate, City of London, Greater London, England, EC2M 3TL, United Kingdom",EC2M 3TL,3.0
0,51.516814,-0.08162,1,1,15,3,1,0,Alderman's Walk,"St Botolph-without-Bishopsgate, Alderman's Walk, Bishopsgate, City of London, Greater London, England, EC2M 3TL, United Kingdom",EC2M 3TL,0.0
1,51.521038,-0.078718,1,1,13,1,4,0,Norton Folgate,"Bishopsgate Court, Norton Folgate, Spitalfields, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, E1 6DB, United Kingdom",E1 6DB,31.0
1,51.521038,-0.078718,1,1,13,1,4,0,Norton Folgate,"Bishopsgate Court, Norton Folgate, Spitalfields, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, E1 6DB, United Kingdom",E1 6DB,0.0
1,51.517231,-0.079613,1,2,4,0,1,0,New Street,"3, New Street, Bishopsgate, City of London, Greater London, England, EC2M 4TR, United Kingdom",EC2M 4TR,13.0
1,51.517231,-0.079613,1,2,4,0,1,0,New Street,"3, New Street, Bishopsgate, City of London, Greater London, England, EC2M 4TR, United Kingdom",EC2M 4TR,0.0
1,51.517196,-0.085149,1,2,15,3,1,0,Blomfield Street,"London Wall Buildings, Blomfield Street, Cornhill, City of London, Greater London, England, EC2M 5NT, United Kingdom",EC2M 5NT,1.0
1,51.517196,-0.085149,1,2,15,3,1,0,Blomfield Street,"London Wall Buildings, Blomfield Street, Cornhill, City of London, Greater London, England, EC2M 5NT, United Kingdom",EC2M 5NT,0.0
1,51.518511,-0.08531,1,2,15,2,1,0,Eldon Street,"Costa, 9, Eldon Street, Bishopsgate, City of London, Greater London, England, EC2M 7LS, United Kingdom",EC2M 7LS,1.0
1,51.518511,-0.08531,1,2,15,2,1,0,Eldon Street,"Costa, 9, Eldon Street, Bishopsgate, City of London, Greater London, England, EC2M 7LS, United Kingdom",EC2M 7LS,0.0
1,51.517231,-0.079613,1,2,13,0,1,1,New Street,"3, New Street, Bishopsgate, City of London, Greater London, England, EC2M 4TR, United Kingdom",EC2M 4TR,1.0
1,51.517231,-0.079613,1,2,13,0,1,1,New Street,"3, New Street, Bishopsgate, City of London, Greater London, England, EC2M 4TR, United Kingdom",EC2M 4TR,0.0
1,51.516814,-0.08162,1,3,2,0,4,0,Alderman's Walk,"St Botolph-without-Bishopsgate, Alderman's Walk, Bishopsgate, City of London, Greater London, England, EC2M 3TL, United Kingdom",EC2M 3TL,24.0
1,51.516814,-0.08162,1,3,2,0,4,0,Alderman's Walk,"St Botolph-without-Bishopsgate, Alderman's Walk, Bishopsgate, City of London, Greater London, England, EC2M 3TL, United Kingdom",EC2M 3TL,0.0
0,51.516814,-0.08162,1,2,15,3,1,0,Alderman's Walk,"St Botolph-without-Bishopsgate, Alderman's Walk, Bishopsgate, City of London, Greater London, England, EC2M 3TL, United Kingdom",EC2M 3TL,1.0
0,51.516814,-0.08162,1,2,15,3,1,0,Alderman's Walk,"St Botolph-without-Bishopsgate, Alderman's Walk, Bishopsgate, City of London, Greater London, England, EC2M 3TL, United Kingdom",EC2M 3TL,0.0
0,51.516814,-0.08162,1,2,14,3,1,0,Alderman's Walk,"St Botolph-without-Bishopsgate, Alderman's Walk, Bishopsgate, City of London, Greater London, England, EC2M 3TL, United Kingdom",EC2M 3TL,2.0
0,51.516814,-0.08162,1,2,14,3,1,0,Alderman's Walk,"St Botolph-without-Bishopsgate, Alderman's Walk, Bishopsgate, City of London, Greater London, England, EC2M 3TL, United Kingdom",EC2M 3TL,0.0
1,51.518262,-0.097053,1,0,13,3,0,0,Aldersgate Street,"171-176, Aldersgate Street, Cheap, City of London, Greater London, England, EC1A 4HT, United Kingdom",EC1A 4HT,4.0
1,51.518262,-0.097053,1,0,13,3,0,0,Aldersgate Street,"171-176, Aldersgate Street, Cheap, City of London, Greater London, England, EC1A 4HT, United Kingdom",EC1A 4HT,0.0
1,51.512888,-0.094482,1,3,15,3,1,0,Watling Court,"Watling Court, Vintry, City of London, Greater London, England, EC4M 9BB, United Kingdom",EC4M 9BB,43.0
1,51.512888,-0.094482,1,3,15,3,1,0,Watling Court,"Watling Court, Vintry, City of London, Greater London, England, EC4M 9BB, United Kingdom",EC4M 9BB,0.0
1,51.512027,-0.082527,1,1,8,0,1,0,Cullum Street,"Curators Coffee, 9A, Cullum Street, Cornhill, City of London, Greater London, England, EC3M 7JJ, United Kingdom",EC3M 7JJ,28.0
1,51.512027,-0.082527,1,1,8,0,1,0,Cullum Street,"Curators Coffee, 9A, Cullum Street, Cornhill, City of London, Greater London, England, EC3M 7JJ, United Kingdom",EC3M 7JJ,0.0
0,51.512027,-0.082527,1,1,0,0,1,0,Cullum Street,"Curators Coffee, 9A, Cullum Street, Cornhill, City of London, Greater London, England, EC3M 7JJ, United Kingdom",EC3M 7JJ,2.0
0,51.512027,-0.082527,1,1,0,0,1,0,Cullum Street,"Curators Coffee, 9A, Cullum Street, Cornhill, City of London, Greater London, England, EC3M 7JJ, United Kingdom",EC3M 7JJ,0.0
0,51.52331,-0.098342,1,1,15,3,4,0,Old Street,"Old Street, Farringdon, Finsbury, London Borough of Islington, London, Greater London, England, EC1M 7AD, United Kingdom",EC1M 7AD,17.0
0,51.52331,-0.098342,1,1,15,3,4,0,Old Street,"Old Street, Farringdon, Finsbury, London Borough of Islington, London, Greater London, England, EC1M 7AD, United Kingdom",EC1M 7AD,0.0
0,51.516814,-0.08162,1,1,14,3,1,0,Alderman's Walk,"St Botolph-without-Bishopsgate, Alderman's Walk, Bishopsgate, City of London, Greater London, England, EC2M 3TL, United Kingdom",EC2M 3TL,6.0
0,51.516814,-0.08162,1,1,14,3,1,0,Alderman's Walk,"St Botolph-without-Bishopsgate, Alderman's Walk, Bishopsgate, City of London, Greater London, England, EC2M 3TL, United Kingdom",EC2M 3TL,0.0
1,51.513769,-0.076833,1,3,7,1,1,0,Aldgate Square,"The Aldgate School, Aldgate Square, Aldgate, City of London, Greater London, England, EC3A 5DE, United Kingdom",EC3A 5DE,21.0
1,51.513769,-0.076833,1,3,7,1,1,0,Aldgate Square,"The Aldgate School, Aldgate Square, Aldgate, City of London, Greater London, England, EC3A 5DE, United Kingdom",EC3A 5DE,0.0
1,51.51539,-0.070437,1,2,15,3,1,0,Commercial Road,"Aldgate East Station, Commercial Road, East Smithfield, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, E1 1FE, United Kingdom",E1 1FE,6.0
1,51.51539,-0.070437,1,2,15,3,1,0,Commercial Road,"Aldgate East Station, Commercial Road, East Smithfield, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, E1 1FE, United Kingdom",E1 1FE,0.0
0,51.517032,-0.089451,1,2,15,3,4,0,Coleman Street,"80, Coleman Street, Barbican, City of London, Greater London, England, EC2R 5BJ, United Kingdom",EC2R 5BJ,19.0
0,51.517032,-0.089451,1,2,15,3,4,0,Coleman Street,"80, Coleman Street, Barbican, City of London, Greater London, England, EC2R 5BJ, United Kingdom",EC2R 5BJ,0.0
0,51.51768,-0.078484,1,1,13,1,4,0,Middlesex Street,"123, Middlesex Street, Bishopsgate, City of London, Greater London, England, E1 7JJ, United Kingdom",E1 7JJ,2.0
0,51.51768,-0.078484,1,1,13,1,4,0,Middlesex Street,"123, Middlesex Street, Bishopsgate, City of London, Greater London, England, E1 7JJ, United Kingdom",E1 7JJ,0.0
0,51.52051,-0.08158,1,1,6,1,1,0,Pindar Street,"Pindar Street, Bishopsgate, City of London, Greater London, England, EC2A 2AF, United Kingdom",EC2A 2AF,4.0
0,51.52051,-0.08158,1,1,6,1,1,0,Pindar Street,"Pindar Street, Bishopsgate, City of London, Greater London, England, EC2A 2AF, United Kingdom",EC2A 2AF,0.0
0,51.504764,-0.113192,1,1,13,3,1,0,A301,"A301, South Bank, Waterloo, London Borough of Lambeth, London, Greater London, England, SE1 8TX, United Kingdom",SE1 8TX,1.0
0,51.504764,-0.113192,1,1,13,3,1,0,A301,"A301, South Bank, Waterloo, London Borough of Lambeth, London, Greater London, England, SE1 8TX, United Kingdom",SE1 8TX,0.0
1,51.521038,-0.078718,0,1,9,2,4,0,Norton Folgate,"Bishopsgate Court, Norton Folgate, Spitalfields, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, E1 6DB, United Kingdom",E1 6DB,68.0
0,51.509532,-0.088843,1,1,13,0,0,0,Swan Lane,"Riverbank House, 2, Swan Lane, Cornhill, City of London, Greater London, England, EC4R 3TN, United Kingdom",EC4R 3TN,21.0
1,51.509532,-0.088843,1,1,13,0,0,0,Swan Lane,"Riverbank House, 2, Swan Lane, Cornhill, City of London, Greater London, England, EC4R 3TN, United Kingdom",EC4R 3TN,1.0
0,51.518864,-0.097562,1,3,15,3,4,0,Aldersgate Street,"160, Aldersgate Street, Cheap, City of London, Greater London, England, EC1A 4HT, United Kingdom",EC1A 4HT,30.0
1,51.513447,-0.093493,1,1,4,0,4,0,Bow Churchyard,"Bow Wine Vaults, 10, Bow Churchyard, Cheap, City of London, Greater London, England, EC4M 9DQ, United Kingdom",EC4M 9DQ,22.0
0,51.51792,-0.092628,1,2,13,3,1,1,St Alphage Garden,"Saint Alphage Gardens, St Alphage Garden, Barbican, City of London, Greater London, England, EC2Y 5AU, United Kingdom",EC2Y 5AU,46.0
1,51.513389,-0.080034,1,1,1,0,0,0,Leadenhall Street,"100, Leadenhall Street, Bishopsgate, City of London, Greater London, England, EC3A 4AA, United Kingdom",EC3A 4AA,8.0
1,51.510868,-0.0969,1,0,9,3,0,0,Broken Wharf,"Broken Wharf, Vintry, City of London, Greater London, England, EC4V 3DT, United Kingdom",EC4V 3DT,18.0
1,51.512387,-0.082512,1,2,0,0,0,1,Lime Street,"Roderick Charles, 8, Lime Street, Cornhill, City of London, Greater London, England, EC3M 7AA, United Kingdom",EC3M 7AA,1.0
0,51.512387,-0.082512,1,3,1,0,1,0,Lime Street,"Roderick Charles, 8, Lime Street, Cornhill, City of London, Greater London, England, EC3M 7AA, United Kingdom",EC3M 7AA,2.0
0,51.514457,-0.073849,1,3,11,1,0,0,Whitechapel High Street,"Whitechapel High Street, East Smithfield, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, E1 7QA, United Kingdom",E1 7QA,48.0
0,51.509848,-0.104494,1,2,1,0,1,0,Blackfriars Bridge,"Blackfriars Bridge, Blackfriars, City of London, Greater London, England, EC4Y 0DH, United Kingdom",EC4Y 0DH,23.0
1,51.516351,-0.082965,1,2,13,0,1,0,Wormwood Street,"Barclays, Wormwood Street, Bishopsgate, City of London, Greater London, England, EC2M 1RQ, United Kingdom",EC2M 1RQ,2.0
1,51.516347,-0.104887,1,2,6,1,1,0,Farringdon Street,"Farringdon Street, West Smithfield, City of London, Greater London, England, EC1A 2BP, United Kingdom",EC1A 2BP,24.0
1,51.508066,-0.08778,1,1,13,3,0,0,King William Street,"London Bridge, King William Street, Cornhill, City of London, Greater London, England, EC4R 9AN, United Kingdom",EC4R 9AN,24.0
0,51.516767,-0.098572,1,2,15,3,1,0,King Edward Street,"King Edward Street, West Smithfield, City of London, Greater London, England, EC1A 7DH, United Kingdom",EC1A 7DH,24.0
1,51.519703,-0.101649,1,1,11,1,0,1,Grand Avenue,"Grand Avenue, West Smithfield, London Borough of Islington, City of London, Greater London, England, EC1M 6PE, United Kingdom",EC1M 6PE,24.0
0,51.525017,-0.035504,1,2,14,2,1,0,Mile End Road,"Co-op Food, 383-387, Mile End Road, Globe Town, Mile End, London Borough of Tower Hamlets, London, Greater London, England, E3 4QS, United Kingdom",E3 4QS,29.0
0,51.510014,-0.081516,1,2,5,1,1,0,Great Tower Street,"Great Tower Street, Cornhill, City of London, Greater London, England, EC3R 5AR, United Kingdom",EC3R 5AR,27.0
1,51.511923,-0.086624,1,3,13,4,4,0,Clements Lane,"St Clements Church, Clements Lane, Cornhill, City of London, Greater London, England, EC4N 7HR, United Kingdom",EC4N 7HR,3.0
1,51.51768,-0.078484,1,0,1,0,1,1,Middlesex Street,"123, Middlesex Street, Bishopsgate, City of London, Greater London, England, E1 7JJ, United Kingdom",E1 7JJ,26.0
0,51.509848,-0.104494,1,2,13,1,4,0,Blackfriars Bridge,"Blackfriars Bridge, Blackfriars, City of London, Greater London, England, EC4Y 0DH, United Kingdom",EC4Y 0DH,15.0
1,51.516814,-0.08162,1,1,12,0,4,0,Alderman's Walk,"St Botolph-without-Bishopsgate, Alderman's Walk, Bishopsgate, City of London, Greater London, England, EC2M 3TL, United Kingdom",EC2M 3TL,24.0
0,51.52029,-0.078591,0,1,8,2,0,0,Spital Yard,"Aga, Spital Yard, Spitalfields, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, E1 6EQ, United Kingdom",E1 6EQ,1.0
0,51.513389,-0.080034,1,2,13,0,1,0,Leadenhall Street,"100, Leadenhall Street, Bishopsgate, City of London, Greater London, England, EC3A 4AA, United Kingdom",EC3A 4AA,152.0
0,51.51768,-0.078484,1,3,13,0,1,0,Middlesex Street,"123, Middlesex Street, Bishopsgate, City of London, Greater London, England, E1 7JJ, United Kingdom",E1 7JJ,24.0
0,51.51104,-0.113726,1,2,14,3,1,0,Victoria Embankment Gardens,"Temple Station, Victoria Embankment Gardens, St Clement Danes, Holborn, City of Westminster, Greater London, England, WC2R 2PH, United Kingdom",WC2R 2PH,2.0
1,51.516351,-0.082965,1,1,15,3,1,0,Wormwood Street,"Barclays, Wormwood Street, Bishopsgate, City of London, Greater London, England, EC2M 1RQ, United Kingdom",EC2M 1RQ,18.0
0,51.516347,-0.104887,1,2,14,3,0,0,Farringdon Street,"Farringdon Street, West Smithfield, City of London, Greater London, England, EC1A 2BP, United Kingdom",EC1A 2BP,3.0
0,51.509848,-0.104494,1,1,14,3,0,0,Blackfriars Bridge,"Blackfriars Bridge, Blackfriars, City of London, Greater London, England, EC4Y 0DH, United Kingdom",EC4Y 0DH,44.0
0,51.516814,-0.08162,1,2,13,1,1,0,Alderman's Walk,"St Botolph-without-Bishopsgate, Alderman's Walk, Bishopsgate, City of London, Greater London, England, EC2M 3TL, United Kingdom",EC2M 3TL,1.0
0,51.509848,-0.104494,1,2,14,3,0,1,Blackfriars Bridge,"Blackfriars Bridge, Blackfriars, City of London, Greater London, England, EC4Y 0DH, United Kingdom",EC4Y 0DH,8.0
1,51.519812,-0.093933,1,1,13,3,4,0,Silk Street,"Barbican Centre, Silk Street, Barbican, City of London, Greater London, England, EC2Y 8DS, United Kingdom",EC2Y 8DS,21.0
1,51.517149,-0.08776,1,1,13,3,4,0,London Wall,"Boots Opticians, 160-161, London Wall, Cornhill, City of London, Greater London, England, EC2M 5QD, United Kingdom",EC2M 5QD,1.0
1,51.512108,-0.097973,1,1,5,1,4,0,Queen Victoria Street,"Old Change House, 128, Queen Victoria Street, Vintry, City of London, Greater London, England, EC4V 4EH, United Kingdom",EC4V 4EH,88.0
0,51.509757,-0.083386,1,3,15,3,1,0,St. Dunstan's Lane,"St. Dunstan's Lane, Cornhill, City of London, Greater London, England, EC3R 8AD, United Kingdom",EC3R 8AD,25.0
1,51.516814,-0.08162,1,1,3,0,1,0,Alderman's Walk,"St Botolph-without-Bishopsgate, Alderman's Walk, Bishopsgate, City of London, Greater London, England, EC2M 3TL, United Kingdom",EC2M 3TL,7.0
1,51.516497,-0.094115,1,1,14,2,1,0,,"Cheap, City of London, Greater London, England, EC2V 7AF, United Kingdom",EC2V 7AF,52.0
1,51.516814,-0.08162,1,2,8,3,4,0,Alderman's Walk,"St Botolph-without-Bishopsgate, Alderman's Walk, Bishopsgate, City of London, Greater London, England, EC2M 3TL, United Kingdom",EC2M 3TL,18.0
1,51.518864,-0.097562,1,2,5,1,1,0,Aldersgate Street,"160, Aldersgate Street, Cheap, City of London, Greater London, England, EC1A 4HT, United Kingdom",EC1A 4HT,22.0
0,51.515033,-0.07825,1,2,5,1,1,0,Houndsditch,"37, Houndsditch, Aldgate, City of London, Greater London, England, EC3A 7DB, United Kingdom",EC3A 7DB,26.0
1,51.517058,-0.083296,1,1,15,3,1,0,Old Broad Street,"New Broad Street House, 35, Old Broad Street, Bishopsgate, City of London, Greater London, England, EC2M 1JB, United Kingdom",EC2M 1JB,22.0
1,51.511133,-0.096659,1,1,8,1,4,0,Upper Thames Street,"Upper Thames Street, Vintry, City of London, Greater London, England, EC4V 3DT, United Kingdom",EC4V 3DT,6.0
1,51.517058,-0.083296,1,0,13,2,1,0,Old Broad Street,"New Broad Street House, 35, Old Broad Street, Bishopsgate, City of London, Greater London, England, EC2M 1JB, United Kingdom",EC2M 1JB,1.0
1,51.509547,-0.076031,0,2,15,3,0,0,Tower Hill,"Tower Hill Postern, Tower Hill, Tower Liberty, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, EC3N 4AA, United Kingdom",EC3N 4AA,19.0
1,51.509547,-0.076031,1,2,15,3,4,0,Tower Hill,"Tower Hill Postern, Tower Hill, Tower Liberty, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, EC3N 4AA, United Kingdom",EC3N 4AA,1.0
1,51.51768,-0.078484,1,2,1,0,2,0,Middlesex Street,"123, Middlesex Street, Bishopsgate, City of London, Greater London, England, E1 7JJ, United Kingdom",E1 7JJ,1.0
1,51.510795,-0.077578,1,2,14,3,4,0,Pepys Street,"Novotel London Tower Bridge, 10, Pepys Street, Aldgate, City of London, Greater London, England, EC3N 2NR, United Kingdom",EC3N 2NR,6.0
1,51.516814,-0.08162,1,3,5,1,4,0,Alderman's Walk,"St Botolph-without-Bishopsgate, Alderman's Walk, Bishopsgate, City of London, Greater London, England, EC2M 3TL, United Kingdom",EC2M 3TL,26.0
0,51.517231,-0.079613,1,2,13,0,1,0,New Street,"3, New Street, Bishopsgate, City of London, Greater London, England, EC2M 4TR, United Kingdom",EC2M 4TR,20.0
1,51.517058,-0.083296,1,1,14,3,4,0,Old Broad Street,"New Broad Street House, 35, Old Broad Street, Bishopsgate, City of London, Greater London, England, EC2M 1JB, United Kingdom",EC2M 1JB,19.0
1,51.517431,-0.082458,1,3,15,3,4,0,Liverpool Street,"Andaz Liverpool Street, 40, Liverpool Street, Bishopsgate, City of London, Greater London, England, EC2M 7QN, United Kingdom",EC2M 7QN,30.0
0,51.517032,-0.089451,1,2,12,3,5,0,Coleman Street,"80, Coleman Street, Barbican, City of London, Greater London, England, EC2R 5BJ, United Kingdom",EC2R 5BJ,1.0
0,51.506255,-0.074901,1,2,13,1,0,0,Tower Bridge,"Tower Bridge, Tower Liberty, Wapping, London Borough of Tower Hamlets, London, Greater London, England, SE1 2LY, United Kingdom",SE1 2LY,3.0
0,51.517196,-0.085149,1,1,5,1,4,0,Blomfield Street,"London Wall Buildings, Blomfield Street, Cornhill, City of London, Greater London, England, EC2M 5NT, United Kingdom",EC2M 5NT,16.0
1,51.511916,-0.076853,1,1,15,3,4,0,Crutched Friars,"Crutched Friars, Aldgate, City of London, Greater London, England, EC3N 2HT, United Kingdom",EC3N 2HT,5.0
1,51.511916,-0.076853,1,1,15,3,4,0,Crutched Friars,"Crutched Friars, Aldgate, City of London, Greater London, England, EC3N 2HT, United Kingdom",EC3N 2HT,1.0
1,51.513389,-0.080034,1,3,1,2,1,0,Leadenhall Street,"100, Leadenhall Street, Bishopsgate, City of London, Greater London, England, EC3A 4AA, United Kingdom",EC3A 4AA,3.0
0,51.516508,-0.079398,1,1,12,0,4,0,Devonshire Square,"14,15, Devonshire Square, Bishopsgate, City of London, Greater London, England, EC2M 4YT, United Kingdom",EC2M 4YT,66.0
1,51.517032,-0.089451,0,1,13,0,0,0,Coleman Street,"80, Coleman Street, Barbican, City of London, Greater London, England, EC2R 5BJ, United Kingdom",EC2R 5BJ,4.0
1,51.509313,-0.07385,1,2,15,3,4,0,Tower Bridge Approach,"Tower Bridge Approach, East Smithfield, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, E1W 1DD, United Kingdom",E1W 1DD,2.0
0,51.511749,-0.108018,1,2,13,0,1,0,Temple Avenue,"Tempio Bar & Restaurant, 5-9, Temple Avenue, Blackfriars, City of London, Greater London, England, EC4Y 0HP, United Kingdom",EC4Y 0HP,21.0
1,51.515728,-0.078393,1,1,1,0,1,0,Houndsditch,"Cutlers Court, 115, Houndsditch, Bishopsgate, City of London, Greater London, England, EC3A 7BT, United Kingdom",EC3A 7BT,46.0
1,51.515728,-0.078393,1,2,13,0,4,0,Houndsditch,"Cutlers Court, 115, Houndsditch, Bishopsgate, City of London, Greater London, England, EC3A 7BT, United Kingdom",EC3A 7BT,5.0
1,51.516006,-0.080573,1,1,7,1,0,0,Outwich Street,"Outwich Street, Bishopsgate, City of London, Greater London, England, EC3A 7AB, United Kingdom",EC3A 7AB,67.0
1,51.516347,-0.104887,1,1,15,3,4,0,Farringdon Street,"Farringdon Street, West Smithfield, City of London, Greater London, England, EC1A 2BP, United Kingdom",EC1A 2BP,25.0
1,51.513171,-0.077694,1,2,15,3,1,0,Aldgate,"88-90, Aldgate, City of London, Greater London, England, EC3M 4ST, United Kingdom",EC3M 4ST,6.0
0,51.510828,-0.086166,1,4,17,4,1,0,Eastcheap,"Monument, Eastcheap, Cornhill, City of London, Greater London, England, EC3M 1LH, United Kingdom",EC3M 1LH,1.0
0,51.516767,-0.098572,1,2,15,3,1,0,King Edward Street,"King Edward Street, West Smithfield, City of London, Greater London, England, EC1A 7DH, United Kingdom",EC1A 7DH,19.0
1,51.516814,-0.08162,1,2,15,3,4,0,Alderman's Walk,"St Botolph-without-Bishopsgate, Alderman's Walk, Bishopsgate, City of London, Greater London, England, EC2M 3TL, United Kingdom",EC2M 3TL,2.0
0,51.513389,-0.080034,1,2,5,1,1,0,Leadenhall Street,"100, Leadenhall Street, Bishopsgate, City of London, Greater London, England, EC3A 4AA, United Kingdom",EC3A 4AA,30.0
0,51.513389,-0.080034,1,1,5,1,0,0,Leadenhall Street,"100, Leadenhall Street, Bishopsgate, City of London, Greater London, England, EC3A 4AA, United Kingdom",EC3A 4AA,2.0
1,51.512598,-0.084967,1,1,15,3,1,0,Gracechurch Street,"20, Gracechurch Street, Cornhill, City of London, Greater London, England, EC3V 0BG, United Kingdom",EC3V 0BG,46.0
0,51.510795,-0.077578,1,1,1,0,0,0,Pepys Street,"Novotel London Tower Bridge, 10, Pepys Street, Aldgate, City of London, Greater London, England, EC3N 2NR, United Kingdom",EC3N 2NR,2.0
0,51.512678,-0.079444,1,1,17,4,4,0,Fenchurch Buildings,"Fenchurch Buildings, Bishopsgate, City of London, Greater London, England, EC3M 4BR, United Kingdom",EC3M 4BR,16.0
0,51.516347,-0.104887,1,2,14,3,1,0,Farringdon Street,"Farringdon Street, West Smithfield, City of London, Greater London, England, EC1A 2BP, United Kingdom",EC1A 2BP,7.0
0,51.51265,-0.101452,1,2,1,2,1,0,St Andrew's Hill,"The Cockpit, 7, St Andrew's Hill, Blackfriars, City of London, Greater London, England, EC4V 5BY, United Kingdom",EC4V 5BY,2.0
1,51.516814,-0.08162,1,1,5,1,4,0,Alderman's Walk,"St Botolph-without-Bishopsgate, Alderman's Walk, Bishopsgate, City of London, Greater London, England, EC2M 3TL, United Kingdom",EC2M 3TL,22.0
0,51.516814,-0.08162,1,1,5,1,1,0,Alderman's Walk,"St Botolph-without-Bishopsgate, Alderman's Walk, Bishopsgate, City of London, Greater London, England, EC2M 3TL, United Kingdom",EC2M 3TL,1.0
1,51.514203,-0.094628,1,1,15,3,4,0,Cheapside,"Hotel Chocolat, 43, Cheapside, Cheap, City of London, Greater London, England, EC2V 6AH, United Kingdom",EC2V 6AH,71.0
0,51.516347,-0.104887,1,1,13,3,0,0,Farringdon Street,"Farringdon Street, West Smithfield, City of London, Greater London, England, EC1A 2BP, United Kingdom",EC1A 2BP,29.0
1,51.517231,-0.079613,1,1,15,3,0,0,New Street,"3, New Street, Bishopsgate, City of London, Greater London, England, EC2M 4TR, United Kingdom",EC2M 4TR,2.0
1,51.506255,-0.074901,1,1,13,0,4,0,Tower Bridge,"Tower Bridge, Tower Liberty, Wapping, London Borough of Tower Hamlets, London, Greater London, England, SE1 2LY, United Kingdom",SE1 2LY,16.0
1,51.511812,-0.089698,1,2,15,3,4,0,Cannon Street,"103, Cannon Street, Vintry, City of London, Greater London, England, EC4N 5AF, United Kingdom",EC4N 5AF,6.0
0,51.509313,-0.07385,1,1,5,1,4,0,Tower Bridge Approach,"Tower Bridge Approach, East Smithfield, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, E1W 1DD, United Kingdom",E1W 1DD,17.0
0,51.506255,-0.074901,1,2,12,0,1,0,Tower Bridge,"Tower Bridge, Tower Liberty, Wapping, London Borough of Tower Hamlets, London, Greater London, England, SE1 2LY, United Kingdom",SE1 2LY,2.0
