Type,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Outcome,Removal of more than just outer clothing,Road name,postcode,Postal code,Time difference
1,51.506255,-0.074901,1,1,5,1,5,0,Tower Bridge,"Tower Bridge, Tower Liberty, Wapping, London Borough of Tower Hamlets, London, Greater London, England, SE1 2LY, United Kingdom",SE1 2LY,2.0
1,51.51768,-0.078484,1,1,13,3,4,0,Middlesex Street,"123, Middlesex Street, Bishopsgate, City of London, Greater London, England, E1 7JJ, United Kingdom",E1 7JJ,5.0
1,51.514933,-0.074896,1,1,14,3,5,0,St. Botolph Street,"St. Botolph Street, Aldgate, City of London, Greater London, England, E1 7BN, United Kingdom",E1 7BN,1.0
0,51.506255,-0.074901,0,1,13,3,1,0,Tower Bridge,"Tower Bridge, Tower Liberty, Wapping, London Borough of Tower Hamlets, London, Greater London, England, SE1 2LY, United Kingdom",SE1 2LY,19.0
0,51.509614,-0.079011,1,2,1,0,0,0,Byward Street,"Mark Lane, Byward Street, Aldgate, London Borough of Tower Hamlets, City of London, Greater London, England, EC3R 5BA, United Kingdom",EC3R 5BA,28.0
1,51.514921,-0.103419,1,3,13,3,4,0,Limeburner Lane,"Limeburner Lane Substation, Limeburner Lane, Blackfriars, City of London, Greater London, England, EC4M 7AX, United Kingdom",EC4M 7AX,5.0
1,51.516165,-0.102502,1,3,14,3,4,0,Green Arbour Court,"Vital Ingredient, Green Arbour Court, West Smithfield, City of London, Greater London, England, EC4M 7EF, United Kingdom",EC4M 7EF,2.0
1,51.50932,-0.084701,1,2,5,1,4,0,Lower Thames Street,"Northern and Shell, 10, Lower Thames Street, Cornhill, City of London, Greater London, England, EC3R 6EN, United Kingdom",EC3R 6EN,20.0
1,51.516351,-0.082965,1,1,7,1,4,0,Wormwood Street,"Barclays, Wormwood Street, Bishopsgate, City of London, Greater London, England, EC2M 1RQ, United Kingdom",EC2M 1RQ,1.0
1,51.513377,-0.096363,1,3,15,3,4,0,New Change,"St Paul's Cathedral Choir School, 2, New Change, Cheap, City of London, Greater London, England, EC4M 9AD, United Kingdom",EC4M 9AD,5.0
1,51.510148,-0.077029,1,2,15,3,5,0,Trinity Square,"Corporation of Trinity House, Trinity Square, Tower Liberty, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, EC3N 4DH, United Kingdom",EC3N 4DH,1.0
1,51.518226,-0.111497,1,1,15,3,4,0,High Holborn,"Caffè Vergnano, 337-338, High Holborn, Gray's Inn, Holborn, London Borough of Camden, London, Greater London, England, WC1V 7PX, United Kingdom",WC1V 7PX,136.0
0,51.517032,-0.089451,1,3,13,3,0,0,Coleman Street,"80, Coleman Street, Barbican, City of London, Greater London, England, EC2R 5BJ, United Kingdom",EC2R 5BJ,6.0
1,51.513377,-0.096363,1,3,13,3,5,0,New Change,"St Paul's Cathedral Choir School, 2, New Change, Cheap, City of London, Greater London, England, EC4M 9AD, United Kingdom",EC4M 9AD,18.0
0,51.516078,-0.08498,1,2,1,0,0,0,Great Winchester Street,"1, Great Winchester Street, Cornhill, City of London, Greater London, England, EC2N 2DB, United Kingdom",EC2N 2DB,5.0
1,51.50932,-0.084701,1,1,15,3,4,0,Lower Thames Street,"Northern and Shell, 10, Lower Thames Street, Cornhill, City of London, Greater London, England, EC3R 6EN, United Kingdom",EC3R 6EN,3.0
0,51.506255,-0.074901,1,1,5,1,1,0,Tower Bridge,"Tower Bridge, Tower Liberty, Wapping, London Borough of Tower Hamlets, London, Greater London, England, SE1 2LY, United Kingdom",SE1 2LY,16.0
0,51.506255,-0.074901,1,1,0,0,1,0,Tower Bridge,"Tower Bridge, Tower Liberty, Wapping, London Borough of Tower Hamlets, London, Greater London, England, SE1 2LY, United Kingdom",SE1 2LY,1.0
1,51.506255,-0.074901,1,1,5,3,1,0,Tower Bridge,"Tower Bridge, Tower Liberty, Wapping, London Borough of Tower Hamlets, London, Greater London, England, SE1 2LY, United Kingdom",SE1 2LY,1.0
0,51.506255,-0.074901,1,1,7,1,1,0,Tower Bridge,"Tower Bridge, Tower Liberty, Wapping, London Borough of Tower Hamlets, London, Greater London, England, SE1 2LY, United Kingdom",SE1 2LY,2.0
0,51.506255,-0.074901,1,2,5,1,1,0,Tower Bridge,"Tower Bridge, Tower Liberty, Wapping, London Borough of Tower Hamlets, London, Greater London, England, SE1 2LY, United Kingdom",SE1 2LY,1.0
0,51.516078,-0.08498,1,2,13,0,0,0,Great Winchester Street,"1, Great Winchester Street, Cornhill, City of London, Greater London, England, EC2N 2DB, United Kingdom",EC2N 2DB,1.0
1,51.516047,-0.075411,1,2,15,3,4,0,New Goulston Street,"Ladbrokes, New Goulston Street, Spitalfields, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, E1 7PR, United Kingdom",E1 7PR,20.0
1,51.51768,-0.078484,1,2,15,3,1,0,Middlesex Street,"123, Middlesex Street, Bishopsgate, City of London, Greater London, England, E1 7JJ, United Kingdom",E1 7JJ,2.0
0,51.518864,-0.097562,1,3,15,3,0,0,Aldersgate Street,"160, Aldersgate Street, Cheap, City of London, Greater London, England, EC1A 4HT, United Kingdom",EC1A 4HT,9.0
1,51.513171,-0.077694,1,1,15,3,4,0,Aldgate,"88-90, Aldgate, City of London, Greater London, England, EC3M 4ST, United Kingdom",EC3M 4ST,47.0
1,51.507808,-0.07913,1,2,5,1,4,0,Sugar Quay Walk,"Tower Millennium Pier, Sugar Quay Walk, Aldgate, London Borough of Tower Hamlets, London, Greater London, England, EC3R 6AG, United Kingdom",EC3R 6AG,17.0
1,51.512462,-0.076095,1,3,15,3,1,0,Vine Street,"Thai Square, Vine Street, Aldgate, City of London, Greater London, England, EC3N 2HS, United Kingdom",EC3N 2HS,25.0
1,51.516922,-0.092093,1,1,13,3,4,0,Basinghall Street,"Basinghall Street, Barbican, City of London, Greater London, England, EC2V 5DZ, United Kingdom",EC2V 5DZ,2.0
1,51.512856,-0.073254,1,1,13,1,1,0,Mansell Street,"Mansell Street, East Smithfield, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, E1 8AL, United Kingdom",E1 8AL,8.0
0,51.523977,-0.075841,1,1,13,1,1,0,Ebor Street,"Fnatic, 2, Ebor Street, Spitalfields, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, E1 6AW, United Kingdom",E1 6AW,2.0
0,51.516814,-0.08162,1,2,0,0,0,0,Alderman's Walk,"St Botolph-without-Bishopsgate, Alderman's Walk, Bishopsgate, City of London, Greater London, England, EC2M 3TL, United Kingdom",EC2M 3TL,2.0
0,51.516814,-0.08162,1,1,0,0,4,0,Alderman's Walk,"St Botolph-without-Bishopsgate, Alderman's Walk, Bishopsgate, City of London, Greater London, England, EC2M 3TL, United Kingdom",EC2M 3TL,1.0
0,51.515546,-0.070056,1,2,13,3,1,0,Whitechapel High Street,"Central House, 59-63, Whitechapel High Street, East Smithfield, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, E1 7QX, United Kingdom",E1 7QX,14.0
0,51.511625,-0.081549,1,2,7,1,1,0,Mincing Lane,"Minster Court, 1, Mincing Lane, Cornhill, City of London, Greater London, England, EC3R 7AA, United Kingdom",EC3R 7AA,7.0
1,51.517032,-0.092723,1,3,13,3,0,0,Aldermanbury Square,"The Gardener, Aldermanbury Square, Barbican, City of London, Greater London, England, EC2V 7HS, United Kingdom",EC2V 7HS,20.0
0,51.504245,-0.07624,0,1,13,2,1,0,Tower Bridge,"Tower Bridge, Tower Liberty, Wapping, London Borough of Tower Hamlets, London, Greater London, England, SE1 2LY, United Kingdom",SE1 2LY,5.0
0,51.513952,-0.085833,1,2,14,3,1,0,Finch Lane,"Cock and Woolpack, 6, Finch Lane, Cornhill, City of London, Greater London, England, EC3V 3NA, United Kingdom",EC3V 3NA,21.0
0,51.503468,-0.095292,1,2,13,2,4,0,Marshalsea Road,"Roman Southwark, Marshalsea Road, Bankside, The Borough, London Borough of Southwark, London, Greater London, England, SE1 1UN, United Kingdom",SE1 1UN,29.0
0,51.518864,-0.097562,1,1,13,3,1,0,Aldersgate Street,"160, Aldersgate Street, Cheap, City of London, Greater London, England, EC1A 4HT, United Kingdom",EC1A 4HT,4.0
0,51.516814,-0.08162,1,2,13,3,1,0,Alderman's Walk,"St Botolph-without-Bishopsgate, Alderman's Walk, Bishopsgate, City of London, Greater London, England, EC2M 3TL, United Kingdom",EC2M 3TL,1.0
1,51.511053,-0.075722,0,1,5,1,4,0,Minories,"Platforms 3;4, Minories, Aldgate, City of London, Greater London, England, EC3N 1JJ, United Kingdom",EC3N 1JJ,14.0
0,51.523637,-0.076532,1,2,15,3,1,0,Bethnal Green Road,"Couco Eyewear, 2-10, Bethnal Green Road, Shoreditch, London Borough of Hackney, London, Greater London, England, E1 6GY, United Kingdom",E1 6GY,2.0
1,51.512206,-0.073152,1,1,1,0,0,0,Haydon Street,"Haydon Street, Aldgate, London Borough of Tower Hamlets, City of London, Greater London, England, E1 8AL, United Kingdom",E1 8AL,9.0
1,51.512856,-0.073254,1,2,14,3,4,0,Mansell Street,"Mansell Street, East Smithfield, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, E1 8AL, United Kingdom",E1 8AL,42.0
1,51.51265,-0.101452,1,2,0,2,1,0,St Andrew's Hill,"The Cockpit, 7, St Andrew's Hill, Blackfriars, City of London, Greater London, England, EC4V 5BY, United Kingdom",EC4V 5BY,1.0
0,51.51265,-0.101452,0,1,13,2,0,0,St Andrew's Hill,"The Cockpit, 7, St Andrew's Hill, Blackfriars, City of London, Greater London, England, EC4V 5BY, United Kingdom",EC4V 5BY,2.0
1,51.503468,-0.095292,1,2,13,0,2,0,Marshalsea Road,"Roman Southwark, Marshalsea Road, Bankside, The Borough, London Borough of Southwark, London, Greater London, England, SE1 1UN, United Kingdom",SE1 1UN,1.0
0,51.514203,-0.094628,1,1,13,0,4,0,Cheapside,"Hotel Chocolat, 43, Cheapside, Cheap, City of London, Greater London, England, EC2V 6AH, United Kingdom",EC2V 6AH,21.0
0,51.511749,-0.108018,1,1,13,0,0,0,Temple Avenue,"Tempio Bar & Restaurant, 5-9, Temple Avenue, Blackfriars, City of London, Greater London, England, EC4Y 0HP, United Kingdom",EC4Y 0HP,4.0
1,51.514151,-0.074958,1,2,5,1,4,0,Aldgate High Street,"Aldgate House, 33, Aldgate High Street, Aldgate, City of London, Greater London, England, EC3N 1DL, United Kingdom",EC3N 1DL,20.0
1,51.510795,-0.077578,1,2,15,3,5,0,Pepys Street,"Novotel London Tower Bridge, 10, Pepys Street, Aldgate, City of London, Greater London, England, EC3N 2NR, United Kingdom",EC3N 2NR,1.0
1,51.510795,-0.077578,1,2,15,3,5,0,Pepys Street,"Novotel London Tower Bridge, 10, Pepys Street, Aldgate, City of London, Greater London, England, EC3N 2NR, United Kingdom",EC3N 2NR,1.0
1,51.50995,-0.078665,1,2,15,3,4,0,Muscovy Street,"Muscovy Street, Aldgate, City of London, Greater London, England, EC3N 4AL, United Kingdom",EC3N 4AL,1.0
1,51.514151,-0.074958,1,2,15,3,5,0,Aldgate High Street,"Aldgate House, 33, Aldgate High Street, Aldgate, City of London, Greater London, England, EC3N 1DL, United Kingdom",EC3N 1DL,4.0
0,51.519635,-0.097962,1,1,5,1,1,0,Cloth Street,"Cloth Street, West Smithfield, City of London, Greater London, England, EC1A 7LD, United Kingdom",EC1A 7LD,16.0
0,51.518098,-0.116966,1,2,14,3,1,0,High Holborn,"175, High Holborn, Gray's Inn, Holborn, London Borough of Camden, London, Greater London, England, WC1V 6LS, United Kingdom",WC1V 6LS,29.0
0,51.518098,-0.116966,0,1,13,3,1,0,High Holborn,"175, High Holborn, Gray's Inn, Holborn, London Borough of Camden, London, Greater London, England, WC1V 6LS, United Kingdom",WC1V 6LS,1.0
0,51.514203,-0.094628,1,1,5,1,0,0,Cheapside,"Hotel Chocolat, 43, Cheapside, Cheap, City of London, Greater London, England, EC2V 6AH, United Kingdom",EC2V 6AH,25.0
0,51.514203,-0.094628,1,1,13,0,0,0,Cheapside,"Hotel Chocolat, 43, Cheapside, Cheap, City of London, Greater London, England, EC2V 6AH, United Kingdom",EC2V 6AH,1.0
1,51.508066,-0.08778,1,4,15,3,4,0,King William Street,"London Bridge, King William Street, Cornhill, City of London, Greater London, England, EC4R 9AN, United Kingdom",EC4R 9AN,48.0
1,51.508066,-0.08778,1,4,15,3,4,0,King William Street,"London Bridge, King William Street, Cornhill, City of London, Greater London, England, EC4R 9AN, United Kingdom",EC4R 9AN,1.0
1,51.508066,-0.08778,1,4,15,3,4,0,King William Street,"London Bridge, King William Street, Cornhill, City of London, Greater London, England, EC4R 9AN, United Kingdom",EC4R 9AN,1.0
1,51.508066,-0.08778,1,4,15,3,4,0,King William Street,"London Bridge, King William Street, Cornhill, City of London, Greater London, England, EC4R 9AN, United Kingdom",EC4R 9AN,1.0
1,51.508066,-0.08778,1,1,15,3,4,0,King William Street,"London Bridge, King William Street, Cornhill, City of London, Greater London, England, EC4R 9AN, United Kingdom",EC4R 9AN,1.0
1,51.514203,-0.094628,1,1,13,0,4,0,Cheapside,"Hotel Chocolat, 43, Cheapside, Cheap, City of London, Greater London, England, EC2V 6AH, United Kingdom",EC2V 6AH,1.0
0,51.509757,-0.083386,1,2,13,3,1,0,St. Dunstan's Lane,"St. Dunstan's Lane, Cornhill, City of London, Greater London, England, EC3R 8AD, United Kingdom",EC3R 8AD,28.0
0,51.537541,-0.061815,1,1,13,0,1,0,Dericote Street,"9,11, Dericote Street, Haggerston, London Borough of Hackney, London, Greater London, England, E8 4PG, United Kingdom",E8 4PG,42.0
1,51.517032,-0.089451,1,1,13,3,4,0,Coleman Street,"80, Coleman Street, Barbican, City of London, Greater London, England, EC2R 5BJ, United Kingdom",EC2R 5BJ,7.0
1,51.514158,-0.100179,0,3,15,3,4,0,Bishop's Court,"Angel's Wings, Bishop's Court, West Smithfield, City of London, Greater London, England, EC4M 7BQ, United Kingdom",EC4M 7BQ,20.0
1,51.512462,-0.076095,1,2,13,0,0,0,Vine Street,"Thai Square, Vine Street, Aldgate, City of London, Greater London, England, EC3N 2HS, United Kingdom",EC3N 2HS,2.0
1,51.510961,-0.10269,1,2,13,3,6,0,Blackfriars Underpass,"Blackfriars Underpass, Blackfriars, City of London, Greater London, England, EC4V 4DY, United Kingdom",EC4V 4DY,96.0
0,51.509757,-0.083386,1,3,0,0,4,0,St. Dunstan's Lane,"St. Dunstan's Lane, Cornhill, City of London, Greater London, England, EC3R 8AD, United Kingdom",EC3R 8AD,19.0
1,51.511053,-0.075722,1,1,13,3,1,0,Minories,"Platforms 3;4, Minories, Aldgate, City of London, Greater London, England, EC3N 1JJ, United Kingdom",EC3N 1JJ,1.0
0,51.51265,-0.101452,1,2,3,0,0,0,St Andrew's Hill,"The Cockpit, 7, St Andrew's Hill, Blackfriars, City of London, Greater London, England, EC4V 5BY, United Kingdom",EC4V 5BY,72.0
1,51.51265,-0.101452,1,2,4,0,4,0,St Andrew's Hill,"The Cockpit, 7, St Andrew's Hill, Blackfriars, City of London, Greater London, England, EC4V 5BY, United Kingdom",EC4V 5BY,1.0
1,51.519946,-0.108356,1,3,13,1,1,0,Hatton Garden,"84, Hatton Garden, Holborn, London Borough of Camden, London, Greater London, England, EC1N 8JG, United Kingdom",EC1N 8JG,54.0
0,51.518864,-0.097562,1,2,13,0,0,0,Aldersgate Street,"160, Aldersgate Street, Cheap, City of London, Greater London, England, EC1A 4HT, United Kingdom",EC1A 4HT,46.0
1,51.517149,-0.08776,1,3,15,3,4,0,London Wall,"Boots Opticians, 160-161, London Wall, Cornhill, City of London, Greater London, England, EC2M 5QD, United Kingdom",EC2M 5QD,23.0
1,51.516814,-0.08162,1,3,13,3,1,0,Alderman's Walk,"St Botolph-without-Bishopsgate, Alderman's Walk, Bishopsgate, City of London, Greater London, England, EC2M 3TL, United Kingdom",EC2M 3TL,1.0
0,51.509848,-0.104494,1,1,15,3,4,0,Blackfriars Bridge,"Blackfriars Bridge, Blackfriars, City of London, Greater London, England, EC4Y 0DH, United Kingdom",EC4Y 0DH,4.0
1,51.508066,-0.08778,1,1,14,3,4,0,King William Street,"London Bridge, King William Street, Cornhill, City of London, Greater London, England, EC4R 9AN, United Kingdom",EC4R 9AN,3.0
0,51.512856,-0.073254,1,1,13,2,2,0,Mansell Street,"Mansell Street, East Smithfield, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, E1 8AL, United Kingdom",E1 8AL,17.0
0,51.51539,-0.070437,1,1,13,3,1,1,Commercial Road,"Aldgate East Station, Commercial Road, East Smithfield, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, E1 1FE, United Kingdom",E1 1FE,25.0
1,51.507808,-0.07913,1,3,13,0,4,0,Sugar Quay Walk,"Tower Millennium Pier, Sugar Quay Walk, Aldgate, London Borough of Tower Hamlets, London, Greater London, England, EC3R 6AG, United Kingdom",EC3R 6AG,2.0
1,51.514457,-0.073849,1,1,13,1,1,0,Whitechapel High Street,"Whitechapel High Street, East Smithfield, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, E1 7QA, United Kingdom",E1 7QA,5.0
1,51.514457,-0.073849,1,1,5,1,4,0,Whitechapel High Street,"Whitechapel High Street, East Smithfield, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, E1 7QA, United Kingdom",E1 7QA,1.0
1,51.516814,-0.08162,1,1,10,2,6,0,Alderman's Walk,"St Botolph-without-Bishopsgate, Alderman's Walk, Bishopsgate, City of London, Greater London, England, EC2M 3TL, United Kingdom",EC2M 3TL,1.0
1,51.516814,-0.08162,1,1,5,1,1,0,Alderman's Walk,"St Botolph-without-Bishopsgate, Alderman's Walk, Bishopsgate, City of London, Greater London, England, EC2M 3TL, United Kingdom",EC2M 3TL,1.0
0,51.522862,-0.115198,1,1,5,1,0,0,Roger Street,"4, Roger Street, Gray's Inn, Holborn, London Borough of Camden, London, Greater London, England, WC1N 2JZ, United Kingdom",WC1N 2JZ,17.0
1,51.509532,-0.088843,1,1,13,0,4,0,Swan Lane,"Riverbank House, 2, Swan Lane, Cornhill, City of London, Greater London, England, EC4R 3TN, United Kingdom",EC4R 3TN,6.0
0,51.503196,-0.127032,1,2,0,0,0,0,Downing Street,"9 Downing Street, 9, Downing Street, Westminster, Covent Garden, City of Westminster, Greater London, England, SW1A 2AG, United Kingdom",SW1A 2AG,22.0
1,51.514276,-0.087549,0,2,13,1,4,0,Bartholomew Lane,"Bank of England Museum, Bartholomew Lane, Cornhill, City of London, Greater London, England, EC2N 2AX, United Kingdom",EC2N 2AX,1.0
1,51.506255,-0.074901,1,2,13,2,1,0,Tower Bridge,"Tower Bridge, Tower Liberty, Wapping, London Borough of Tower Hamlets, London, Greater London, England, SE1 2LY, United Kingdom",SE1 2LY,1.0
1,51.508066,-0.08778,1,1,7,1,0,0,King William Street,"London Bridge, King William Street, Cornhill, City of London, Greater London, England, EC4R 9AN, United Kingdom",EC4R 9AN,1.0
0,51.506255,-0.074901,1,2,3,0,1,0,Tower Bridge,"Tower Bridge, Tower Liberty, Wapping, London Borough of Tower Hamlets, London, Greater London, England, SE1 2LY, United Kingdom",SE1 2LY,1.0
1,51.514276,-0.087549,1,2,5,1,6,0,Bartholomew Lane,"Bank of England Museum, Bartholomew Lane, Cornhill, City of London, Greater London, England, EC2N 2AX, United Kingdom",EC2N 2AX,6.0
0,51.525993,-0.073233,1,1,1,0,4,0,Swanfield Street,"Sonning House, Swanfield Street, Spitalfields, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, E2 7GP, United Kingdom",E2 7GP,45.0
1,51.514367,-0.076592,1,2,14,3,0,0,St. Botolph Street,"St. Botolph Street, Aldgate, City of London, Greater London, England, EC3A 7AR, United Kingdom",EC3A 7AR,3.0
1,51.519812,-0.093933,1,0,14,3,1,0,Silk Street,"Barbican Centre, Silk Street, Barbican, City of London, Greater London, England, EC2Y 8DS, United Kingdom",EC2Y 8DS,46.0
1,51.513061,-0.076459,1,1,13,1,0,0,Vine Street,"Sir John Cass's Foundation, Vine Street, Aldgate, City of London, Greater London, England, EC3N 2DB, United Kingdom",EC3N 2DB,3.0
1,51.518262,-0.097053,1,2,15,3,1,0,Aldersgate Street,"171-176, Aldersgate Street, Cheap, City of London, Greater London, England, EC1A 4HT, United Kingdom",EC1A 4HT,16.0
1,51.512462,-0.076095,1,2,13,3,4,0,Vine Street,"Thai Square, Vine Street, Aldgate, City of London, Greater London, England, EC3N 2HS, United Kingdom",EC3N 2HS,33.0
1,51.512462,-0.076095,1,2,15,3,4,0,Vine Street,"Thai Square, Vine Street, Aldgate, City of London, Greater London, England, EC3N 2HS, United Kingdom",EC3N 2HS,1.0
1,51.519812,-0.093933,1,0,8,3,1,0,Silk Street,"Barbican Centre, Silk Street, Barbican, City of London, Greater London, England, EC2Y 8DS, United Kingdom",EC2Y 8DS,48.0
0,51.511053,-0.075722,1,1,14,3,1,0,Minories,"Platforms 3;4, Minories, Aldgate, City of London, Greater London, England, EC3N 1JJ, United Kingdom",EC3N 1JJ,17.0
1,51.514457,-0.073849,1,3,5,1,1,0,Whitechapel High Street,"Whitechapel High Street, East Smithfield, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, E1 7QA, United Kingdom",E1 7QA,7.0
1,51.515196,-0.071772,1,2,13,3,1,0,Whitechapel High Street,"Whitechapel High Street, East Smithfield, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, E1 8FA, United Kingdom",E1 8FA,17.0
1,51.516351,-0.082965,1,2,5,1,5,0,Wormwood Street,"Barclays, Wormwood Street, Bishopsgate, City of London, Greater London, England, EC2M 1RQ, United Kingdom",EC2M 1RQ,8.0
1,51.513524,-0.090506,1,1,11,1,4,0,Poultry,"Poultry, Cheap, City of London, Greater London, England, EC2R 8EN, United Kingdom",EC2R 8EN,66.0
1,51.511386,-0.092296,1,1,13,1,0,0,College Hill,"4, College Hill, Vintry, City of London, Greater London, England, EC4R 2RP, United Kingdom",EC4R 2RP,74.0
1,51.517231,-0.079613,1,1,14,0,4,0,New Street,"3, New Street, Bishopsgate, City of London, Greater London, England, EC2M 4TR, United Kingdom",EC2M 4TR,3.0
1,51.516814,-0.08162,1,1,14,0,4,0,Alderman's Walk,"St Botolph-without-Bishopsgate, Alderman's Walk, Bishopsgate, City of London, Greater London, England, EC2M 3TL, United Kingdom",EC2M 3TL,0.0
0,51.516233,-0.077392,1,1,13,2,1,0,Harrow Place,"3 Leaf, 12, Harrow Place, Aldgate, City of London, Greater London, England, E1 7DB, United Kingdom",E1 7DB,4.0
0,51.512462,-0.076095,1,1,5,1,1,0,Vine Street,"Thai Square, Vine Street, Aldgate, City of London, Greater London, England, EC3N 2HS, United Kingdom",EC3N 2HS,1.0
0,51.513377,-0.096363,1,1,13,3,1,0,New Change,"St Paul's Cathedral Choir School, 2, New Change, Cheap, City of London, Greater London, England, EC4M 9AD, United Kingdom",EC4M 9AD,24.0
0,51.516233,-0.077392,1,2,13,3,1,0,Harrow Place,"3 Leaf, 12, Harrow Place, Aldgate, City of London, Greater London, England, E1 7DB, United Kingdom",E1 7DB,3.0
1,51.514513,-0.096561,1,1,7,1,4,0,Cheapside,"150 Cheapside, 150, Cheapside, Cheap, City of London, Greater London, England, EC2V 6ET, United Kingdom",EC2V 6ET,14.0
1,51.507808,-0.07913,1,1,1,0,4,0,Sugar Quay Walk,"Tower Millennium Pier, Sugar Quay Walk, Aldgate, London Borough of Tower Hamlets, London, Greater London, England, EC3R 6AG, United Kingdom",EC3R 6AG,5.0
1,51.509414,-0.093791,1,0,15,3,0,0,Queen Street Place,"Southwark Bridge, Queen Street Place, Vintry, City of London, Greater London, England, EC4R 1AG, United Kingdom",EC4R 1AG,4.0
1,51.509547,-0.076031,1,2,15,3,4,0,Tower Hill,"Tower Hill Postern, Tower Hill, Tower Liberty, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, EC3N 4AA, United Kingdom",EC3N 4AA,16.0
0,51.516347,-0.104887,1,2,14,3,1,0,Farringdon Street,"Farringdon Street, West Smithfield, City of London, Greater London, England, EC1A 2BP, United Kingdom",EC1A 2BP,6.0
1,51.51768,-0.078484,1,1,13,1,4,0,Middlesex Street,"123, Middlesex Street, Bishopsgate, City of London, Greater London, England, E1 7JJ, United Kingdom",E1 7JJ,2.0
1,51.516351,-0.082965,0,3,8,3,1,1,Wormwood Street,"Barclays, Wormwood Street, Bishopsgate, City of London, Greater London, England, EC2M 1RQ, United Kingdom",EC2M 1RQ,64.0
1,51.515504,-0.07627,1,0,1,0,1,0,Petticoat Square,"City Discount Stationery, Petticoat Square, Middlesex Street Estate, City of London, Greater London, England, E1 7AW, United Kingdom",E1 7AW,25.0
1,51.515504,-0.07627,1,0,1,0,1,0,Petticoat Square,"City Discount Stationery, Petticoat Square, Middlesex Street Estate, City of London, Greater London, England, E1 7AW, United Kingdom",E1 7AW,1.0
1,51.509547,-0.076031,1,1,1,0,5,0,Tower Hill,"Tower Hill Postern, Tower Hill, Tower Liberty, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, EC3N 4AA, United Kingdom",EC3N 4AA,27.0
1,51.50932,-0.084701,1,1,15,3,4,0,Lower Thames Street,"Northern and Shell, 10, Lower Thames Street, Cornhill, City of London, Greater London, England, EC3R 6EN, United Kingdom",EC3R 6EN,50.0
1,51.514409,-0.079674,1,1,6,1,4,0,Bury Street,"Holland House, 1-4, Bury Street, Bishopsgate, City of London, Greater London, England, EC3A 5AW, United Kingdom",EC3A 5AW,50.0
1,51.512598,-0.084967,1,2,13,1,4,0,Gracechurch Street,"20, Gracechurch Street, Cornhill, City of London, Greater London, England, EC3V 0BG, United Kingdom",EC3V 0BG,23.0
0,51.509848,-0.104494,1,1,13,0,1,0,Blackfriars Bridge,"Blackfriars Bridge, Blackfriars, City of London, Greater London, England, EC4Y 0DH, United Kingdom",EC4Y 0DH,21.0
1,51.509848,-0.104494,1,1,1,0,1,0,Blackfriars Bridge,"Blackfriars Bridge, Blackfriars, City of London, Greater London, England, EC4Y 0DH, United Kingdom",EC4Y 0DH,4.0
1,51.515142,-0.097645,1,2,14,3,1,0,St. Martin's Le Grand,"St. Martin's Le Grand, Cheap, City of London, Greater London, England, EC1A 7HL, United Kingdom",EC1A 7HL,3.0
0,51.509848,-0.104494,1,2,14,3,4,0,Blackfriars Bridge,"Blackfriars Bridge, Blackfriars, City of London, Greater London, England, EC4Y 0DH, United Kingdom",EC4Y 0DH,5.0
1,51.517042,-0.102812,1,3,5,3,4,0,Snow Hill,"Snow Hill Police Station, Snow Hill, West Smithfield, City of London, Greater London, England, EC1A 2DP, United Kingdom",EC1A 2DP,25.0
1,51.510795,-0.077578,0,1,13,3,0,0,Pepys Street,"Novotel London Tower Bridge, 10, Pepys Street, Aldgate, City of London, Greater London, England, EC3N 2NR, United Kingdom",EC3N 2NR,18.0
1,51.513915,-0.07318,1,0,13,0,1,1,Braham Street,"Braham Street Data Centre, 6, Braham Street, East Smithfield, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, E1 8EE, United Kingdom",E1 8EE,5.0
1,51.513915,-0.07318,1,1,0,0,0,1,Braham Street,"Braham Street Data Centre, 6, Braham Street, East Smithfield, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, E1 8EE, United Kingdom",E1 8EE,1.0
1,51.510414,-0.073515,1,1,13,3,1,0,Shorter Street,"Minories Car Park, Shorter Street, Aldgate, City of London, Greater London, England, EC3N 4DX, United Kingdom",EC3N 4DX,68.0
1,51.516814,-0.08162,1,3,13,0,1,0,Alderman's Walk,"St Botolph-without-Bishopsgate, Alderman's Walk, Bishopsgate, City of London, Greater London, England, EC2M 3TL, United Kingdom",EC2M 3TL,26.0
