,Type,Date,Latitude,Longitude,Object of search,Outcome linked to object of search
4111,Person and Vehicle search,2021-04-20T07:04:22+00:00,51.51265,-0.101452,Controlled drugs,1
4112,Person search,2021-04-20T07:26:44+00:00,51.503468,-0.095292,Controlled drugs,1
4116,Person and Vehicle search,2021-04-21T04:20:08+00:00,51.514203,-0.094628,Controlled drugs,1
4119,Person and Vehicle search,2021-04-21T08:10:56+00:00,51.511749,-0.108018,Controlled drugs,1
4128,Person search,2021-04-22T04:01:33+00:00,51.514151,-0.074958,Controlled drugs,1
4129,Person search,2021-04-22T04:11:32+00:00,51.510795,-0.077578,Controlled drugs,1
4131,Person search,2021-04-22T04:24:18+00:00,51.510795,-0.077578,Controlled drugs,1
4132,Person search,2021-04-22T04:42:59+00:00,51.50995,-0.078665,Controlled drugs,1
4134,Person search,2021-04-22T08:30:11+00:00,51.514151,-0.074958,Controlled drugs,1
4135,Person and Vehicle search,2021-04-23T00:10:59+00:00,51.519635,-0.097962,Controlled drugs,1
4139,Person and Vehicle search,2021-04-23T09:22:08+00:00,51.516814,-0.08162,Offensive weapons,1
4140,Person and Vehicle search,2021-04-24T04:12:55+00:00,51.518098,-0.116966,Controlled drugs,1
4141,Person and Vehicle search,2021-04-24T04:21:35+00:00,51.518098,-0.116966,Controlled drugs,1
4144,Person and Vehicle search,2021-04-25T04:21:57+00:00,51.514203,-0.094628,Controlled drugs,1
4145,Person and Vehicle search,2021-04-25T04:32:00+00:00,51.514203,-0.094628,Controlled drugs,1
4149,Person search,2021-04-27T03:54:10+00:00,51.508066,-0.08778,Controlled drugs,1
4150,Person search,2021-04-27T03:57:04+00:00,51.508066,-0.08778,Controlled drugs,1
4151,Person search,2021-04-27T04:05:44+00:00,51.508066,-0.08778,Controlled drugs,1
4152,Person search,2021-04-27T04:09:39+00:00,51.508066,-0.08778,Controlled drugs,1
4153,Person search,2021-04-27T04:12:05+00:00,51.508066,-0.08778,Controlled drugs,1
4154,Person search,2021-04-27T05:10:21+00:00,51.514203,-0.094628,Controlled drugs,1
4164,Person and Vehicle search,2021-04-28T08:42:53+00:00,51.509757,-0.083386,Controlled drugs,1
4168,Person and Vehicle search,2021-04-30T02:21:05+00:00,51.537541,-0.061815,Controlled drugs,1
4174,Person search,2021-04-30T09:08:18+00:00,51.517032,-0.089451,Controlled drugs,1
4178,Person search,2021-05-01T04:52:18+00:00,51.514158,-0.100179,Controlled drugs,1
4179,Person search,2021-05-01T06:06:39+00:00,51.512462,-0.076095,Controlled drugs,1
4198,Person search,2021-05-05T01:25:04+00:00,51.508066,-0.08778,Article for use in theft,1
4200,Person search,2021-05-05T05:55:28+00:00,51.510961,-0.10269,Controlled drugs,1
4202,Person search,2021-05-05T07:22:15+00:00,51.517431,-0.082458,Stolen goods,1
4205,Person and Vehicle search,2021-05-06T00:35:35+00:00,51.509757,-0.083386,Controlled drugs,1
4207,Person search,2021-05-06T00:51:10+00:00,51.511053,-0.075722,Controlled drugs,1
4226,Person and Vehicle search,2021-05-09T00:48:09+00:00,51.51265,-0.101452,Controlled drugs,1
4227,Person search,2021-05-09T00:55:10+00:00,51.51265,-0.101452,Controlled drugs,1
4230,Person and Vehicle search,2021-05-10T01:37:43+00:00,51.514457,-0.073849,Offensive weapons,1
4231,Person and Vehicle search,2021-05-10T01:47:11+00:00,51.518143,-0.063979,Offensive weapons,1
4235,Person search,2021-05-11T04:49:53+00:00,51.522276,-0.070867,Article for use in theft,1
4236,Person search,2021-05-11T06:30:46+00:00,51.519946,-0.108356,Controlled drugs,1
4239,Person and Vehicle search,2021-05-12T05:02:17+00:00,51.511775,-0.075389,Evidence of offences under the Act,1
4240,Person and Vehicle search,2021-05-12T05:33:08+00:00,51.512462,-0.076095,Evidence of offences under the Act,1
4244,Person and Vehicle search,2021-05-13T04:16:39+00:00,51.518864,-0.097562,Controlled drugs,1
4256,Person search,2021-05-14T02:28:45+00:00,51.517149,-0.08776,Controlled drugs,1
4257,Person search,2021-05-14T03:08:07+00:00,51.516814,-0.08162,Controlled drugs,1
4262,Person and Vehicle search,2021-05-14T06:52:55+00:00,51.509848,-0.104494,Controlled drugs,1
4264,Person search,2021-05-14T09:14:02+00:00,51.508066,-0.08778,Controlled drugs,1
4266,Person and Vehicle search,2021-05-15T01:14:43+00:00,51.512856,-0.073254,Controlled drugs,1
4279,Person and Vehicle search,2021-05-16T01:39:00+00:00,51.51539,-0.070437,Controlled drugs,1
4281,Person search,2021-05-16T02:39:23+00:00,51.507808,-0.07913,Controlled drugs,1
4285,Person search,2021-05-16T07:19:40+00:00,51.514457,-0.073849,Controlled drugs,1
4286,Person search,2021-05-16T07:20:00+00:00,51.514457,-0.073849,Controlled drugs,1
4287,Person search,2021-05-16T08:13:15+00:00,51.516814,-0.08162,Controlled drugs,1
4288,Person search,2021-05-16T08:33:00+00:00,51.516814,-0.08162,Controlled drugs,1
4291,Person and Vehicle search,2021-05-17T01:32:00+00:00,51.522862,-0.115198,Controlled drugs,1
4294,Person search,2021-05-17T06:42:35+00:00,51.512882,-0.084768,Article for use in theft,1
4296,Person search,2021-05-17T07:07:11+00:00,51.509532,-0.088843,Controlled drugs,1
4300,Person and Vehicle search,2021-05-18T04:27:40+00:00,51.503196,-0.127032,Controlled drugs,1
4301,Person search,2021-05-18T04:29:35+00:00,51.514276,-0.087549,Controlled drugs,1
4304,Person search,2021-05-18T05:14:45+00:00,51.506255,-0.074901,Controlled drugs,1
4306,Person search,2021-05-18T05:57:27+00:00,51.508066,-0.08778,Controlled drugs,1
4307,Person and Vehicle search,2021-05-18T06:02:40+00:00,51.506255,-0.074901,Controlled drugs,1
4311,Person search,2021-05-18T09:03:10+00:00,51.512598,-0.084967,Stolen goods,1
4315,Person search,2021-05-18T09:33:59+00:00,51.512598,-0.084967,Stolen goods,1
4316,Person search,2021-05-18T11:25:10+00:00,51.514276,-0.087549,Controlled drugs,1
4334,Person search,2021-05-20T07:03:02+00:00,51.514753,-0.082571,Article for use in theft,1
4336,Person and Vehicle search,2021-05-20T07:37:20+00:00,51.525993,-0.073233,Controlled drugs,1
4340,Person search,2021-05-20T08:49:12+00:00,51.517244,-0.080376,Stolen goods,1
4341,Person search,2021-05-20T10:36:07+00:00,51.514367,-0.076592,Controlled drugs,1
4345,Person search,2021-05-21T03:53:44+00:00,51.509547,-0.076031,Article for use in theft,1
4346,Person search,2021-05-21T05:20:39+00:00,51.518189,-0.082628,Article for use in theft,1
4351,Person search,2021-05-22T08:26:46+00:00,51.519812,-0.093933,Controlled drugs,1
4353,Person search,2021-05-22T11:01:43+00:00,51.513061,-0.076459,Controlled drugs,1
4355,Person search,2021-05-23T02:37:42+00:00,51.518262,-0.097053,Controlled drugs,1
4358,Person search,2021-05-24T02:23:35+00:00,51.512598,-0.084967,Stolen goods,1
4359,Person search,2021-05-24T02:25:06+00:00,51.512598,-0.084967,Article for use in theft,1
4362,Person search,2021-05-24T11:32:33+00:00,51.512462,-0.076095,Controlled drugs,1
4363,Person search,2021-05-24T11:37:30+00:00,51.512462,-0.076095,Controlled drugs,1
4365,Person search,2021-05-25T03:58:27+00:00,51.512598,-0.084967,Stolen goods,1
4366,Person search,2021-05-25T06:34:45+00:00,51.513394,-0.084199,Stolen goods,1
4369,Person search,2021-05-25T10:13:29+00:00,51.512598,-0.084967,Article for use in theft,1
4371,Person search,2021-05-26T10:38:16+00:00,51.519812,-0.093933,Controlled drugs,1
4377,Person and Vehicle search,2021-05-27T03:11:46+00:00,51.511053,-0.075722,Controlled drugs,1
4379,Person search,2021-05-27T09:52:46+00:00,51.514457,-0.073849,Controlled drugs,1
4382,Person search,2021-05-28T01:58:04+00:00,51.515196,-0.071772,Controlled drugs,1
4392,Person search,2021-05-28T09:01:08+00:00,51.516351,-0.082965,Controlled drugs,1
4403,Person search,2021-05-31T02:18:33+00:00,51.513524,-0.090506,Controlled drugs,1
4410,Person search,2021-06-03T04:17:37+00:00,51.511386,-0.092296,Controlled drugs,1
4411,Person search,2021-06-03T06:21:20+00:00,51.517231,-0.079613,Controlled drugs,1
4412,Person search,2021-06-03T06:21:20+00:00,51.516814,-0.08162,Controlled drugs,1
4414,Person and Vehicle search,2021-06-03T10:13:16+00:00,51.516233,-0.077392,Controlled drugs,1
4415,Person and Vehicle search,2021-06-03T10:18:12+00:00,51.512462,-0.076095,Controlled drugs,1
4420,Person search,2021-06-04T05:52:44+00:00,51.518262,-0.088203,Stolen goods,1
4423,Person and Vehicle search,2021-06-04T09:26:01+00:00,51.513377,-0.096363,Controlled drugs,1
4425,Person and Vehicle search,2021-06-04T11:31:57+00:00,51.516233,-0.077392,Controlled drugs,1
4426,Person search,2021-06-04T11:56:56+00:00,51.511014,-0.076113,Firearms,1
4427,Person search,2021-06-05T01:19:54+00:00,51.514513,-0.096561,Controlled drugs,1
4429,Person search,2021-06-05T05:35:37+00:00,51.507808,-0.07913,Controlled drugs,1
4431,Person search,2021-06-05T09:06:57+00:00,51.509414,-0.093791,Controlled drugs,1
4433,Person search,2021-06-06T00:57:26+00:00,51.509547,-0.076031,Controlled drugs,1
4436,Person and Vehicle search,2021-06-06T06:51:33+00:00,51.516347,-0.104887,Controlled drugs,1
4439,Person search,2021-06-06T08:42:41+00:00,51.51768,-0.078484,Controlled drugs,1
4445,Person search,2021-06-07T03:01:58+00:00,51.513627,-0.076435,Stolen goods,1
4454,Person search,2021-06-08T00:36:01+00:00,51.51891,-0.087153,Evidence of offences under the Act,1
4458,Person search,2021-06-08T09:17:23+00:00,51.515523,-0.077451,Stolen goods,1
4460,Person search,2021-06-08T11:38:26+00:00,51.517244,-0.080376,Stolen goods,1
4461,Person search,2021-06-09T00:12:21+00:00,51.516351,-0.082965,Controlled drugs,1
4465,Person search,2021-06-10T01:01:06+00:00,51.515504,-0.07627,Controlled drugs,1
4466,Person search,2021-06-10T01:17:21+00:00,51.515504,-0.07627,Controlled drugs,1
4470,Person search,2021-06-10T10:07:17+00:00,51.517431,-0.082458,Stolen goods,1
4473,Person search,2021-06-11T03:30:59+00:00,51.509547,-0.076031,Controlled drugs,1
4477,Person search,2021-06-13T05:03:56+00:00,51.50932,-0.084701,Controlled drugs,1
4480,Person search,2021-06-14T01:03:42+00:00,51.518262,-0.088203,Stolen goods,1
4481,Person search,2021-06-14T03:48:32+00:00,51.514203,-0.094628,Stolen goods,1
4487,Person search,2021-06-15T06:06:38+00:00,51.514409,-0.079674,Controlled drugs,1
4495,Person search,2021-06-16T04:19:36+00:00,51.512598,-0.084967,Controlled drugs,1
4500,Person and Vehicle search,2021-06-17T00:58:18+00:00,51.509848,-0.104494,Controlled drugs,1
4501,Person search,2021-06-17T04:22:08+00:00,51.509848,-0.104494,Controlled drugs,1
4505,Person search,2021-06-17T06:46:42+00:00,51.515142,-0.097645,Controlled drugs,1
4512,Person and Vehicle search,2021-06-17T11:33:21+00:00,51.509848,-0.104494,Controlled drugs,1
4520,Person search,2021-06-18T11:35:59+00:00,51.517042,-0.102812,Controlled drugs,1
4523,Person search,2021-06-19T05:23:00+00:00,51.510795,-0.077578,Controlled drugs,1
4529,Person search,2021-06-19T09:29:27+00:00,51.513915,-0.07318,Controlled drugs,1
4530,Person search,2021-06-19T09:38:21+00:00,51.513915,-0.07318,Controlled drugs,1
4540,Person search,2021-06-21T08:12:04+00:00,51.513647,-0.07433,Offensive weapons,1
4544,Person search,2021-06-22T04:53:36+00:00,51.510414,-0.073515,Controlled drugs,1
4549,Person search,2021-06-22T10:02:54+00:00,51.52051,-0.08158,Article for use in theft,1
4550,Person search,2021-06-23T05:53:54+00:00,51.516814,-0.08162,Controlled drugs,1
4554,Person search,2021-06-23T09:57:05+00:00,51.514203,-0.094628,Controlled drugs,1
4556,Person search,2021-06-24T01:31:57+00:00,51.51972,-0.099933,Stolen goods,1
4558,Person and Vehicle search,2021-06-24T03:36:57+00:00,51.511794,-0.088042,Controlled drugs,1
4560,Person and Vehicle search,2021-06-24T07:34:17+00:00,51.537964,-0.056981,Controlled drugs,1
4564,Person search,2021-06-25T00:51:43+00:00,51.510795,-0.077578,Controlled drugs,1
4565,Person search,2021-06-25T01:34:27+00:00,51.506255,-0.074901,Controlled drugs,1
4566,Person search,2021-06-25T02:54:19+00:00,51.511223,-0.089435,Stolen goods,1
4568,Person search,2021-06-25T09:12:11+00:00,51.517032,-0.089451,Controlled drugs,1
4569,Person and Vehicle search,2021-06-25T09:51:13+00:00,51.516814,-0.08162,Controlled drugs,1
4571,Person search,2021-06-26T01:16:38+00:00,51.516814,-0.08162,Controlled drugs,1
4573,Person search,2021-06-26T02:49:56+00:00,51.510182,-0.092865,Controlled drugs,1
4576,Person and Vehicle search,2021-06-26T05:02:18+00:00,51.517032,-0.089451,Controlled drugs,1
4578,Person search,2021-06-26T05:18:23+00:00,51.516814,-0.08162,Controlled drugs,1
4584,Person and Vehicle search,2021-06-27T03:18:59+00:00,51.512598,-0.084967,Evidence of offences under the Act,1
4590,Person search,2021-06-28T03:05:46+00:00,51.517244,-0.080376,Stolen goods,1
4597,Person search,2021-06-29T02:14:32+00:00,51.514158,-0.100179,Stolen goods,1
4610,Person search,2021-06-30T06:22:37+00:00,51.516814,-0.08162,Article for use in theft,1
4611,Person search,2021-06-30T07:09:07+00:00,51.508066,-0.08778,Articles for use in criminal damage,1
4614,Person search,2021-06-30T08:40:54+00:00,51.516814,-0.08162,Stolen goods,1
4631,Person search,2021-07-02T01:30:13+00:00,51.512856,-0.073254,Controlled drugs,1
4644,Person search,2021-07-03T05:20:52+00:00,51.517431,-0.082458,Stolen goods,1
4645,Person search,2021-07-03T10:19:36+00:00,51.518743,-0.089596,Controlled drugs,1
4647,Person search,2021-07-04T01:01:45+00:00,51.513435,-0.075146,Controlled drugs,1
4648,Person search,2021-07-04T01:08:04+00:00,51.513435,-0.075146,Controlled drugs,1
4649,Person search,2021-07-04T03:41:02+00:00,51.512243,-0.07978,Stolen goods,1
4651,Person search,2021-07-04T06:00:27+00:00,51.513051,-0.104001,Controlled drugs,1
4652,Person and Vehicle search,2021-07-05T03:10:53+00:00,51.511749,-0.108018,Controlled drugs,1
4655,Person search,2021-07-05T08:15:13+00:00,51.516386,-0.108965,Controlled drugs,1
4656,Person search,2021-07-05T11:00:58+00:00,51.511625,-0.081549,Stolen goods,1
4665,Person search,2021-07-06T08:34:43+00:00,51.509344,-0.080665,Controlled drugs,1
4666,Person search,2021-07-06T09:00:06+00:00,51.514203,-0.094628,Controlled drugs,1
4668,Person search,2021-07-06T11:15:34+00:00,51.514763,-0.075508,Controlled drugs,1
4671,Person search,2021-07-07T02:57:06+00:00,51.51144,-0.083993,Article for use in theft,1
4677,Person search,2021-07-08T03:59:34+00:00,51.516508,-0.079398,Controlled drugs,1
4681,Person and Vehicle search,2021-07-08T08:57:05+00:00,51.51972,-0.099933,Controlled drugs,1
4694,Person search,2021-07-09T05:11:11+00:00,51.509344,-0.080665,Controlled drugs,1
4697,Person search,2021-07-09T05:36:15+00:00,51.512462,-0.076095,Controlled drugs,1
4699,Person search,2021-07-10T04:39:20+00:00,51.512027,-0.082527,Article for use in theft,1
4702,Person search,2021-07-11T03:36:49+00:00,51.514933,-0.074896,Controlled drugs,1
4703,Person search,2021-07-11T03:50:21+00:00,51.51768,-0.078484,Controlled drugs,1
4705,Person search,2021-07-11T08:02:44+00:00,51.512388,-0.088075,Offensive weapons,1
4708,Person and Vehicle search,2021-07-12T00:24:06+00:00,51.511625,-0.081549,Controlled drugs,1
4710,Person search,2021-07-13T00:31:26+00:00,51.513769,-0.076833,Controlled drugs,1
4711,Person search,2021-07-13T00:57:09+00:00,51.514203,-0.094628,Stolen goods,1
4712,Person and Vehicle search,2021-07-13T04:03:19+00:00,51.511625,-0.081549,Controlled drugs,1
4713,Person search,2021-07-13T04:56:32+00:00,51.514203,-0.094628,Stolen goods,1
4720,Person and Vehicle search,2021-07-14T05:50:57+00:00,51.514418,-0.091823,Controlled drugs,1
4728,Person search,2021-07-15T02:33:49+00:00,51.508066,-0.08778,Controlled drugs,1
4731,Person search,2021-07-15T04:17:12+00:00,51.511923,-0.086624,Article for use in theft,1
4732,Person search,2021-07-15T06:12:56+00:00,51.511625,-0.081549,Stolen goods,1
4745,Person and Vehicle search,2021-07-17T03:29:14+00:00,51.512652,-0.092719,Evidence of offences under the Act,1
4753,Person and Vehicle search,2021-07-17T09:50:29+00:00,51.516814,-0.08162,Controlled drugs,1
4757,Person search,2021-07-18T02:49:34+00:00,51.514203,-0.094628,Controlled drugs,1
4764,Person search,2021-07-19T04:56:12+00:00,51.514933,-0.074896,Controlled drugs,1
4765,Person search,2021-07-19T05:07:21+00:00,51.514933,-0.074896,Controlled drugs,1
4767,Person search,2021-07-19T11:16:53+00:00,51.510494,-0.084983,Article for use in theft,1
4768,Person search,2021-07-20T01:30:58+00:00,51.513627,-0.076435,Stolen goods,1
4770,Person search,2021-07-20T06:46:02+00:00,51.510494,-0.084983,Article for use in theft,1
4775,Person and Vehicle search,2021-07-21T08:44:09+00:00,51.518709,-0.101345,Controlled drugs,1
4780,Person search,2021-07-22T05:47:25+00:00,51.510494,-0.084983,Article for use in theft,1
4781,Person search,2021-07-22T06:50:19+00:00,51.517431,-0.082458,Stolen goods,1
4784,Person search,2021-07-22T10:41:28+00:00,51.517149,-0.08776,Controlled drugs,1
4794,Person and Vehicle search,2021-07-24T03:07:14+00:00,51.50995,-0.078665,Controlled drugs,1
4796,Person search,2021-07-24T03:28:30+00:00,51.513171,-0.077694,Controlled drugs,1
4800,Person search,2021-07-25T00:16:32+00:00,51.509313,-0.07385,Controlled drugs,1
4815,Person search,2021-07-27T04:51:58+00:00,51.506255,-0.074901,Offensive weapons,1
4817,Person and Vehicle search,2021-07-27T05:24:09+00:00,51.513389,-0.080034,Controlled drugs,1
4828,Person search,2021-07-28T03:57:45+00:00,51.508066,-0.08778,Stolen goods,1
4829,Person search,2021-07-28T06:38:40+00:00,51.511223,-0.089435,Stolen goods,1
4839,Person search,2021-07-30T05:43:10+00:00,51.516855,-0.080234,Controlled drugs,1
4840,Person search,2021-07-30T05:50:24+00:00,51.511625,-0.081549,Article for use in theft,1
4841,Person search,2021-07-30T06:27:29+00:00,51.52108,-0.091732,Article for use in theft,1
4843,Person search,2021-07-30T07:53:17+00:00,51.51144,-0.083993,Article for use in theft,1
4846,Person search,2021-08-01T04:27:32+00:00,51.51768,-0.078484,Controlled drugs,1
4848,Person and Vehicle search,2021-08-02T01:24:16+00:00,51.517196,-0.085149,Controlled drugs,1
4849,Person and Vehicle search,2021-08-02T05:18:14+00:00,51.516814,-0.08162,Stolen goods,1
4854,Person search,2021-08-03T02:45:59+00:00,51.513799,-0.071038,Controlled drugs,1
4855,Person search,2021-08-03T08:03:56+00:00,51.512598,-0.084967,Article for use in theft,1
4861,Person search,2021-08-04T05:26:53+00:00,51.516814,-0.08162,Controlled drugs,1
4862,Person search,2021-08-04T06:03:11+00:00,51.518433,-0.078856,Article for use in theft,1
4868,Person search,2021-08-05T02:51:14+00:00,51.520699,-0.097601,Controlled drugs,1
4869,Person search,2021-08-05T03:14:42+00:00,51.508066,-0.08778,Controlled drugs,1
4871,Person search,2021-08-05T08:08:21+00:00,51.512598,-0.084967,Article for use in theft,1
4873,Person search,2021-08-05T09:07:59+00:00,51.512598,-0.084967,Article for use in theft,1
4874,Person and Vehicle search,2021-08-06T04:04:41+00:00,51.514203,-0.094628,Controlled drugs,1
4875,Person and Vehicle search,2021-08-06T04:06:53+00:00,51.514203,-0.094628,Controlled drugs,1
4876,Person and Vehicle search,2021-08-06T04:07:23+00:00,51.514203,-0.094628,Controlled drugs,1
4877,Person search,2021-08-06T09:02:15+00:00,51.512598,-0.084967,Article for use in theft,1
4881,Person search,2021-08-07T06:06:14+00:00,51.515504,-0.07627,Controlled drugs,1
4886,Person search,2021-08-10T04:26:36+00:00,51.514203,-0.094628,Controlled drugs,1
4887,Person search,2021-08-10T05:20:26+00:00,51.5169,-0.084095,Controlled drugs,1
4889,Person search,2021-08-11T05:37:19+00:00,51.512598,-0.084967,Stolen goods,1
4893,Person search,2021-08-12T00:10:03+00:00,51.511625,-0.081549,Article for use in theft,1
4894,Person search,2021-08-12T00:40:53+00:00,51.510494,-0.084983,Article for use in theft,1
4896,Person and Vehicle search,2021-08-12T06:07:36+00:00,51.514367,-0.076592,Controlled drugs,1
4897,Person search,2021-08-12T09:04:23+00:00,51.512598,-0.084967,Article for use in theft,1
4901,Person and Vehicle search,2021-08-13T01:31:58+00:00,51.509848,-0.104494,Controlled drugs,1
4905,Person and Vehicle search,2021-08-13T07:33:30+00:00,51.509848,-0.104494,Controlled drugs,1
4906,Person search,2021-08-13T11:16:27+00:00,51.511749,-0.108018,Controlled drugs,1
4907,Person search,2021-08-13T11:32:08+00:00,51.515546,-0.070056,Controlled drugs,1
4908,Person search,2021-08-14T00:38:31+00:00,51.513524,-0.090506,Article for use in theft,1
4913,Person search,2021-08-14T08:54:56+00:00,51.518017,-0.075991,Controlled drugs,1
4914,Person and Vehicle search,2021-08-14T09:44:39+00:00,51.512598,-0.084967,Controlled drugs,1
4923,Person and Vehicle search,2021-08-15T04:50:13+00:00,51.509313,-0.07385,Controlled drugs,1
4924,Person search,2021-08-15T05:50:55+00:00,51.516207,-0.101794,Controlled drugs,1
4928,Person search,2021-08-15T07:07:37+00:00,51.517196,-0.085149,Controlled drugs,1
4931,Person search,2021-08-15T09:13:27+00:00,51.514804,-0.080782,Articles for use in criminal damage,1
4932,Person search,2021-08-15T09:37:16+00:00,51.514804,-0.080782,Articles for use in criminal damage,1
4936,Person and Vehicle search,2021-08-16T03:57:55+00:00,51.51265,-0.101452,Controlled drugs,1
4939,Person search,2021-08-16T05:24:48+00:00,51.51265,-0.101452,Controlled drugs,1
4941,Person search,2021-08-16T11:17:43+00:00,51.514804,-0.080782,Articles for use in criminal damage,1
4946,Person search,2021-08-17T11:12:00+00:00,51.513384,-0.089647,Stolen goods,1
4963,Person search,2021-08-19T09:25:01+00:00,51.51868,-0.085173,Controlled drugs,1
4966,Person and Vehicle search,2021-08-20T04:25:20+00:00,51.520059,-0.084251,Controlled drugs,1
4968,Person and Vehicle search,2021-08-20T06:52:05+00:00,51.522233,-0.107382,Controlled drugs,1
4978,Person search,2021-08-21T00:48:32+00:00,51.516351,-0.082965,Controlled drugs,1
4984,Person search,2021-08-22T10:07:58+00:00,51.512147,-0.092077,Controlled drugs,1
4987,Person search,2021-08-23T03:16:54+00:00,51.514891,-0.117199,Article for use in theft,1
4989,Person search,2021-08-23T05:55:32+00:00,51.516386,-0.108965,Controlled drugs,1
4991,Person search,2021-08-24T00:06:21+00:00,51.522682,-0.086822,Stolen goods,1
4994,Person and Vehicle search,2021-08-24T04:26:07+00:00,51.510148,-0.077029,Controlled drugs,1
5000,Person search,2021-08-25T03:28:54+00:00,51.511625,-0.081549,Stolen goods,1
5001,Person search,2021-08-25T03:35:14+00:00,51.51494,-0.079162,Controlled drugs,1
5005,Person search,2021-08-25T05:31:26+00:00,51.51144,-0.083993,Article for use in theft,1
5006,Person search,2021-08-25T05:41:18+00:00,51.510494,-0.084983,Controlled drugs,1
5011,Person search,2021-08-26T01:35:29+00:00,51.516814,-0.08162,Stolen goods,1
5012,Person search,2021-08-26T02:09:57+00:00,51.516814,-0.08162,Controlled drugs,1
5013,Person and Vehicle search,2021-08-26T04:42:26+00:00,51.505396,-0.088901,Controlled drugs,1
5017,Person search,2021-08-27T02:40:55+00:00,51.513914,-0.11071,Controlled drugs,1
5018,Person search,2021-08-27T02:46:07+00:00,51.512598,-0.084967,Article for use in theft,1
5019,Person search,2021-08-27T03:47:13+00:00,51.516814,-0.08162,Articles for use in criminal damage,1
5028,Person search,2021-08-27T09:30:35+00:00,51.517244,-0.080376,Article for use in theft,1
5032,Person search,2021-08-28T01:35:49+00:00,51.510494,-0.084983,Stolen goods,1
5038,Person search,2021-08-28T04:58:54+00:00,51.516814,-0.08162,Article for use in theft,1
5041,Person and Vehicle search,2021-08-29T01:29:48+00:00,51.518226,-0.111497,Controlled drugs,1
5042,Person search,2021-08-29T07:33:55+00:00,51.511812,-0.089698,Offensive weapons,1
5043,Person search,2021-08-30T00:38:42+00:00,51.521853,-0.094468,Article for use in theft,1
5044,Person and Vehicle search,2021-08-30T00:50:08+00:00,51.508066,-0.08778,Controlled drugs,1
5055,Person search,2021-08-30T09:14:07+00:00,51.515849,-0.077596,Article for use in theft,1
5056,Person search,2021-08-30T10:55:17+00:00,51.508066,-0.08778,Articles for use in criminal damage,1
5059,Person search,2021-08-31T06:47:58+00:00,51.512598,-0.084967,Article for use in theft,1
5061,Person and Vehicle search,2021-09-01T01:42:47+00:00,51.514151,-0.074958,Controlled drugs,1
5071,Person search,2021-09-01T07:07:36+00:00,51.514203,-0.094628,Article for use in theft,1
5076,Person search,2021-09-01T11:49:39+00:00,51.514151,-0.074958,Controlled drugs,1
5077,Person search,2021-09-02T00:00:46+00:00,51.509344,-0.080665,Articles for use in criminal damage,1
5081,Person search,2021-09-02T02:11:44+00:00,51.517032,-0.089451,Controlled drugs,1
5082,Person and Vehicle search,2021-09-02T02:39:26+00:00,51.514457,-0.073849,Controlled drugs,1
5086,Person search,2021-09-02T04:47:27+00:00,51.509344,-0.080665,Articles for use in criminal damage,1
5089,Person search,2021-09-02T07:34:16+00:00,51.512598,-0.084967,Controlled drugs,1
5093,Person search,2021-09-03T04:12:12+00:00,51.508066,-0.08778,Controlled drugs,1
5094,Person search,2021-09-03T04:21:09+00:00,51.508066,-0.08778,Controlled drugs,1
5101,Person search,2021-09-03T11:15:53+00:00,51.513171,-0.077694,Controlled drugs,1
5103,Person search,2021-09-04T04:24:37+00:00,51.516814,-0.08162,Controlled drugs,1
5118,Person search,2021-09-08T04:04:01+00:00,51.513447,-0.093493,Controlled drugs,1
5127,Person search,2021-09-08T08:25:30+00:00,51.515504,-0.07627,Controlled drugs,1
5129,Person search,2021-09-09T01:28:39+00:00,51.513454,-0.09172,Article for use in theft,1
5130,Person search,2021-09-09T05:21:18+00:00,51.514203,-0.094628,Controlled drugs,1
5134,Person search,2021-09-09T09:18:22+00:00,51.513171,-0.077694,Article for use in theft,1
5135,Person search,2021-09-09T09:37:25+00:00,51.518091,-0.078308,Controlled drugs,1
5136,Person search,2021-09-09T10:43:43+00:00,51.518091,-0.078308,Controlled drugs,1
5137,Person search,2021-09-10T01:12:16+00:00,51.510671,-0.084284,Stolen goods,1
5142,Person search,2021-09-10T05:07:08+00:00,51.515504,-0.07627,Controlled drugs,1
5143,Person search,2021-09-10T06:55:07+00:00,51.517244,-0.080376,Controlled drugs,1
5146,Person search,2021-09-10T10:37:51+00:00,51.518362,-0.077245,Controlled drugs,1
5152,Person and Vehicle search,2021-09-11T05:34:59+00:00,51.517431,-0.082458,Article for use in theft,1
5156,Person and Vehicle search,2021-09-11T10:58:22+00:00,51.52181,-0.097929,Controlled drugs,1
5157,Person search,2021-09-12T00:13:22+00:00,51.51265,-0.101452,Controlled drugs,1
5158,Person and Vehicle search,2021-09-12T02:24:22+00:00,51.506837,-0.111824,Controlled drugs,1
5159,Person search,2021-09-12T02:58:52+00:00,51.510868,-0.0969,Controlled drugs,1
5160,Person search,2021-09-12T05:16:44+00:00,51.512829,-0.094758,Controlled drugs,1
5161,Person search,2021-09-12T09:17:25+00:00,51.517431,-0.082458,Stolen goods,1
5162,Person search,2021-09-12T11:00:41+00:00,51.516814,-0.08162,Controlled drugs,1
5165,Person search,2021-09-13T02:24:35+00:00,51.518262,-0.088203,Offensive weapons,1
5176,Person search,2021-09-15T01:12:03+00:00,51.512598,-0.084967,Stolen goods,1
5179,Person and Vehicle search,2021-09-15T05:32:20+00:00,51.516351,-0.082965,Controlled drugs,1
