,Type,Date,Latitude,Longitude,Object of search,Outcome linked to object of search
2068,Person and Vehicle search,2020-07-28T07:53:40+00:00,51.512027,-0.082527,Controlled drugs,1
2071,Person and Vehicle search,2020-07-29T00:45:04+00:00,51.52331,-0.098342,Controlled drugs,1
2072,Person and Vehicle search,2020-07-29T00:45:04+00:00,51.52331,-0.098342,Controlled drugs,1
2079,Person and Vehicle search,2020-07-29T06:04:34+00:00,51.516814,-0.08162,Controlled drugs,1
2080,Person and Vehicle search,2020-07-29T06:04:34+00:00,51.516814,-0.08162,Controlled drugs,1
2087,Person search,2020-07-30T02:59:43+00:00,51.513769,-0.076833,Controlled drugs,1
2088,Person search,2020-07-30T02:59:43+00:00,51.513769,-0.076833,Controlled drugs,1
2101,Person search,2020-07-30T08:52:15+00:00,51.51539,-0.070437,Controlled drugs,1
2102,Person search,2020-07-30T08:52:15+00:00,51.51539,-0.070437,Controlled drugs,1
2111,Person and Vehicle search,2020-07-31T03:27:44+00:00,51.517032,-0.089451,Controlled drugs,1
2112,Person and Vehicle search,2020-07-31T03:27:44+00:00,51.517032,-0.089451,Controlled drugs,1
2117,Person and Vehicle search,2020-07-31T05:02:27+00:00,51.51768,-0.078484,Controlled drugs,1
2118,Person and Vehicle search,2020-07-31T05:02:27+00:00,51.51768,-0.078484,Controlled drugs,1
2121,Person and Vehicle search,2020-07-31T08:17:28+00:00,51.52051,-0.08158,Controlled drugs,1
2122,Person and Vehicle search,2020-07-31T08:17:28+00:00,51.52051,-0.08158,Controlled drugs,1
2125,Person and Vehicle search,2020-07-31T09:01:11+00:00,51.504764,-0.113192,Controlled drugs,1
2126,Person and Vehicle search,2020-07-31T09:01:11+00:00,51.504764,-0.113192,Controlled drugs,1
2142,Person search,2020-08-03T04:03:46+00:00,51.521038,-0.078718,Controlled drugs,1
2143,Person search,2020-08-03T04:39:02+00:00,51.514203,-0.094628,Stolen goods,1
2148,Person and Vehicle search,2020-08-04T00:23:08+00:00,51.509532,-0.088843,Controlled drugs,1
2149,Person search,2020-08-04T00:29:22+00:00,51.509532,-0.088843,Controlled drugs,1
2157,Person and Vehicle search,2020-08-05T06:16:28+00:00,51.518864,-0.097562,Controlled drugs,1
2161,Person search,2020-08-06T03:38:28+00:00,51.515606,-0.094094,Stolen goods,1
2162,Person search,2020-08-06T04:14:38+00:00,51.513447,-0.093493,Controlled drugs,1
2164,Person and Vehicle search,2020-08-07T07:02:47+00:00,51.514763,-0.075508,Article for use in theft,1
2165,Person search,2020-08-07T07:33:18+00:00,51.514367,-0.076592,Stolen goods,1
2169,Person and Vehicle search,2020-08-08T01:18:07+00:00,51.51792,-0.092628,Controlled drugs,1
2173,Person search,2020-08-08T08:45:41+00:00,51.513389,-0.080034,Controlled drugs,1
2175,Person search,2020-08-08T09:21:07+00:00,51.518864,-0.097562,Offensive weapons,1
2176,Person search,2020-08-09T01:56:31+00:00,51.510868,-0.0969,Controlled drugs,1
2177,Person search,2020-08-09T02:11:50+00:00,51.512387,-0.082512,Controlled drugs,1
2180,Person and Vehicle search,2020-08-09T03:11:54+00:00,51.512387,-0.082512,Controlled drugs,1
2181,Person search,2020-08-09T03:15:03+00:00,51.518864,-0.097562,Offensive weapons,1
2186,Person search,2020-08-10T09:45:19+00:00,51.512147,-0.092077,Stolen goods,1
2188,Person and Vehicle search,2020-08-11T02:34:02+00:00,51.514457,-0.073849,Controlled drugs,1
2190,Person search,2020-08-11T08:00:44+00:00,51.514203,-0.094628,Stolen goods,1
2196,Person and Vehicle search,2020-08-12T00:46:13+00:00,51.509848,-0.104494,Controlled drugs,1
2198,Person search,2020-08-12T01:56:52+00:00,51.517244,-0.080376,Stolen goods,1
2200,Person search,2020-08-12T02:20:38+00:00,51.516351,-0.082965,Controlled drugs,1
2206,Person search,2020-08-12T04:49:05+00:00,51.510494,-0.084983,Article for use in theft,1
2208,Person search,2020-08-12T08:30:00+00:00,51.511794,-0.088042,Article for use in theft,1
2212,Person search,2020-08-13T02:16:19+00:00,51.516347,-0.104887,Controlled drugs,1
2214,Person search,2020-08-13T04:11:47+00:00,51.514203,-0.094628,Stolen goods,1
2216,Person search,2020-08-13T04:52:58+00:00,51.517244,-0.080376,Article for use in theft,1
2220,Person search,2020-08-14T01:42:37+00:00,51.508066,-0.08778,Controlled drugs,1
2224,Person and Vehicle search,2020-08-15T01:14:57+00:00,51.516767,-0.098572,Controlled drugs,1
2235,Person search,2020-08-16T00:31:56+00:00,51.519703,-0.101649,Controlled drugs,1
2239,Person search,2020-08-16T07:14:30+00:00,51.510795,-0.077578,Evidence of offences under the Act,1
2240,Person search,2020-08-16T07:20:37+00:00,51.510795,-0.077578,Evidence of offences under the Act,1
2241,Person search,2020-08-16T07:25:27+00:00,51.510795,-0.077578,Evidence of offences under the Act,1
2242,Person search,2020-08-16T07:32:58+00:00,51.510795,-0.077578,Evidence of offences under the Act,1
2245,Person and Vehicle search,2020-08-17T04:44:32+00:00,51.525017,-0.035504,Controlled drugs,1
2254,Person search,2020-08-18T04:57:45+00:00,51.515331,-0.089364,Stolen goods,1
2255,Person and Vehicle search,2020-08-18T07:44:28+00:00,51.510014,-0.081516,Controlled drugs,1
2259,Person search,2020-08-18T10:32:41+00:00,51.511923,-0.086624,Controlled drugs,1
2260,Person search,2020-08-19T02:33:32+00:00,51.514203,-0.094628,Stolen goods,1
2261,Person search,2020-08-19T06:14:58+00:00,51.514461,-0.092268,Stolen goods,1
2265,Person search,2020-08-19T11:45:17+00:00,51.51768,-0.078484,Controlled drugs,1
2266,Person and Vehicle search,2020-08-20T02:44:53+00:00,51.509848,-0.104494,Controlled drugs,1
2271,Person search,2020-08-21T02:26:22+00:00,51.516814,-0.08162,Controlled drugs,1
2272,Person and Vehicle search,2020-08-21T02:38:28+00:00,51.52029,-0.078591,Controlled drugs,1
2278,Person search,2020-08-22T02:01:58+00:00,51.518375,-0.10293,Article for use in theft,1
2279,Person search,2020-08-22T05:11:02+00:00,51.517244,-0.080376,Stolen goods,1
2285,Person search,2020-08-24T03:43:06+00:00,51.519015,-0.086976,Article for use in theft,1
2286,Person search,2020-08-24T04:30:13+00:00,51.513355,-0.089475,Article for use in theft,1
2288,Person search,2020-08-24T07:42:07+00:00,51.513355,-0.089475,Article for use in theft,1
2290,Person search,2020-08-25T04:37:10+00:00,51.512147,-0.092077,Stolen goods,1
2295,Person search,2020-08-27T03:41:38+00:00,51.513885,-0.102741,Stolen goods,1
2298,Person and Vehicle search,2020-08-27T10:08:01+00:00,51.513389,-0.080034,Controlled drugs,1
2300,Person search,2020-08-28T00:14:47+00:00,51.517244,-0.080376,Stolen goods,1
2304,Person and Vehicle search,2020-08-28T09:27:18+00:00,51.51768,-0.078484,Controlled drugs,1
2305,Person and Vehicle search,2020-08-28T10:30:22+00:00,51.51104,-0.113726,Controlled drugs,1
2311,Person search,2020-08-29T04:02:38+00:00,51.516351,-0.082965,Controlled drugs,1
2314,Person and Vehicle search,2020-08-29T06:47:41+00:00,51.516347,-0.104887,Controlled drugs,1
2328,Person and Vehicle search,2020-08-31T02:45:22+00:00,51.509848,-0.104494,Controlled drugs,1
2329,Person and Vehicle search,2020-08-31T03:32:53+00:00,51.516814,-0.08162,Article for use in theft,1
2330,Person and Vehicle search,2020-08-31T03:41:43+00:00,51.516814,-0.08162,Controlled drugs,1
2331,Person and Vehicle search,2020-08-31T03:58:20+00:00,51.516814,-0.08162,Article for use in theft,1
2332,Person and Vehicle search,2020-08-31T04:09:58+00:00,51.516814,-0.08162,Article for use in theft,1
2333,Person and Vehicle search,2020-08-31T04:21:08+00:00,51.516814,-0.08162,Article for use in theft,1
2335,Person search,2020-08-31T08:41:57+00:00,51.523637,-0.076532,Stolen goods,1
2337,Person and Vehicle search,2020-08-31T11:05:44+00:00,51.509848,-0.104494,Controlled drugs,1
2341,Person search,2020-09-01T07:43:34+00:00,51.519812,-0.093933,Controlled drugs,1
2343,Person search,2020-09-01T08:34:25+00:00,51.517149,-0.08776,Controlled drugs,1
2353,Person search,2020-09-03T02:30:10+00:00,51.511625,-0.081549,Article for use in theft,1
2357,Person search,2020-09-03T08:17:04+00:00,51.512598,-0.084967,Stolen goods,1
2368,Person search,2020-09-05T00:33:56+00:00,51.512108,-0.097973,Controlled drugs,1
2369,Person and Vehicle search,2020-09-05T00:47:16+00:00,51.517149,-0.08776,Articles for use in criminal damage,1
2378,Person and Vehicle search,2020-09-06T01:06:36+00:00,51.509757,-0.083386,Controlled drugs,1
2382,Person search,2020-09-06T07:59:26+00:00,51.516814,-0.08162,Controlled drugs,1
2387,Person search,2020-09-08T01:28:05+00:00,51.514203,-0.094628,Stolen goods,1
2388,Person search,2020-09-08T01:31:30+00:00,51.514203,-0.094628,Stolen goods,1
2395,Person search,2020-09-08T11:51:09+00:00,51.516497,-0.094115,Controlled drugs,1
2399,Person search,2020-09-09T05:20:13+00:00,51.516814,-0.08162,Controlled drugs,1
2403,Person search,2020-09-10T02:32:04+00:00,51.518864,-0.097562,Controlled drugs,1
2413,Person and Vehicle search,2020-09-11T03:39:01+00:00,51.515033,-0.07825,Controlled drugs,1
2417,Person search,2020-09-12T01:14:26+00:00,51.517058,-0.083296,Controlled drugs,1
2418,Person search,2020-09-12T01:21:19+00:00,51.513114,-0.086272,Articles for use in criminal damage,1
2421,Person search,2020-09-12T06:23:41+00:00,51.511133,-0.096659,Controlled drugs,1
2424,Person search,2020-09-12T07:07:29+00:00,51.517058,-0.083296,Controlled drugs,1
2433,Person search,2020-09-13T01:30:10+00:00,51.509547,-0.076031,Controlled drugs,1
2436,Person search,2020-09-13T02:07:09+00:00,51.509547,-0.076031,Controlled drugs,1
2437,Person search,2020-09-13T03:04:59+00:00,51.51768,-0.078484,Controlled drugs,1
2441,Person search,2020-09-13T08:23:34+00:00,51.510795,-0.077578,Controlled drugs,1
2454,Person search,2020-09-14T10:13:19+00:00,51.516814,-0.08162,Controlled drugs,1
2458,Person and Vehicle search,2020-09-15T05:34:46+00:00,51.517231,-0.079613,Controlled drugs,1
2460,Person search,2020-09-16T00:22:54+00:00,51.517058,-0.083296,Controlled drugs,1
2466,Person search,2020-09-16T08:05:28+00:00,51.514203,-0.094628,Article for use in theft,1
2473,Person search,2020-09-17T06:12:07+00:00,51.517431,-0.082458,Controlled drugs,1
2474,Person and Vehicle search,2020-09-17T06:55:10+00:00,51.517032,-0.089451,Controlled drugs,1
2475,Person and Vehicle search,2020-09-17T09:18:30+00:00,51.506255,-0.074901,Controlled drugs,1
2476,Person search,2020-09-17T11:18:33+00:00,51.514203,-0.094628,Stolen goods,1
2477,Person and Vehicle search,2020-09-18T00:46:44+00:00,51.517196,-0.085149,Controlled drugs,1
2486,Person search,2020-09-18T05:01:39+00:00,51.511916,-0.076853,Controlled drugs,1
2489,Person search,2020-09-18T05:28:08+00:00,51.513171,-0.077694,Stolen goods,1
2490,Person search,2020-09-18T05:34:05+00:00,51.511916,-0.076853,Controlled drugs,1
2491,Person search,2020-09-18T08:22:48+00:00,51.513389,-0.080034,Controlled drugs,1
2509,Person and Vehicle search,2020-09-21T01:38:12+00:00,51.516508,-0.079398,Controlled drugs,1
2514,Person search,2020-09-21T05:10:29+00:00,51.517032,-0.089451,Controlled drugs,1
2516,Person search,2020-09-21T07:10:20+00:00,51.509313,-0.07385,Controlled drugs,1
2525,Person and Vehicle search,2020-09-22T03:33:03+00:00,51.511749,-0.108018,Controlled drugs,1
2533,Person search,2020-09-23T10:32:10+00:00,51.512598,-0.084967,Evidence of offences under the Act,1
2535,Person search,2020-09-24T00:34:15+00:00,51.517244,-0.080376,Article for use in theft,1
2536,Person search,2020-09-24T01:01:14+00:00,51.515728,-0.078393,Controlled drugs,1
2538,Person search,2020-09-24T05:39:20+00:00,51.510182,-0.092865,Article for use in theft,1
2541,Person search,2020-09-24T05:59:12+00:00,51.515728,-0.078393,Controlled drugs,1
2553,Person search,2020-09-26T00:27:39+00:00,51.509614,-0.079011,Stolen goods,1
2554,Person search,2020-09-27T00:22:49+00:00,51.516006,-0.080573,Controlled drugs,1
2556,Person search,2020-09-28T01:01:53+00:00,51.516347,-0.104887,Controlled drugs,1
2560,Person search,2020-09-28T06:13:25+00:00,51.513171,-0.077694,Controlled drugs,1
2561,Person and Vehicle search,2020-09-28T06:55:59+00:00,51.510828,-0.086166,Controlled drugs,1
2566,Person and Vehicle search,2020-09-29T01:44:43+00:00,51.516767,-0.098572,Controlled drugs,1
2570,Person search,2020-09-29T02:50:40+00:00,51.516814,-0.08162,Controlled drugs,1
2580,Person search,2020-09-30T05:41:48+00:00,51.514203,-0.094628,Stolen goods,1
2584,Person and Vehicle search,2020-09-30T08:46:12+00:00,51.513389,-0.080034,Controlled drugs,1
2585,Person and Vehicle search,2020-09-30T09:56:35+00:00,51.513389,-0.080034,Controlled drugs,1
2586,Person search,2020-09-30T10:53:35+00:00,51.514203,-0.094628,Article for use in theft,1
2593,Person search,2020-10-02T07:35:19+00:00,51.512598,-0.084967,Controlled drugs,1
2594,Person and Vehicle search,2020-10-02T08:47:43+00:00,51.510795,-0.077578,Controlled drugs,1
2596,Person search,2020-10-02T09:12:33+00:00,51.513377,-0.096363,Article for use in theft,1
2599,Person and Vehicle search,2020-10-03T00:33:17+00:00,51.512678,-0.079444,Controlled drugs,1
2602,Person and Vehicle search,2020-10-03T06:53:52+00:00,51.516347,-0.104887,Controlled drugs,1
2603,Person search,2020-10-03T07:28:23+00:00,51.517244,-0.080376,Offensive weapons,1
2604,Person and Vehicle search,2020-10-03T08:20:26+00:00,51.51265,-0.101452,Controlled drugs,1
2613,Person search,2020-10-04T05:51:24+00:00,51.516814,-0.08162,Controlled drugs,1
2615,Person and Vehicle search,2020-10-04T06:12:31+00:00,51.516814,-0.08162,Controlled drugs,1
2621,Person search,2020-10-07T00:18:32+00:00,51.513928,-0.108231,Article for use in theft,1
2623,Person search,2020-10-07T04:20:50+00:00,51.514203,-0.094628,Controlled drugs,1
2625,Person search,2020-10-07T05:22:44+00:00,51.517244,-0.080376,Article for use in theft,1
2628,Person search,2020-10-07T09:58:13+00:00,51.517244,-0.080376,Article for use in theft,1
2634,Person and Vehicle search,2020-10-08T09:06:01+00:00,51.516347,-0.104887,Controlled drugs,1
2635,Person search,2020-10-08T10:25:13+00:00,51.517231,-0.079613,Controlled drugs,1
2636,Person search,2020-10-08T11:07:53+00:00,51.516814,-0.08162,Stolen goods,1
2637,Person search,2020-10-09T01:27:08+00:00,51.51953,-0.087084,Article for use in theft,1
2638,Person search,2020-10-09T01:30:40+00:00,51.51953,-0.087084,Article for use in theft,1
2639,Person search,2020-10-09T02:22:41+00:00,51.506255,-0.074901,Controlled drugs,1
2644,Person search,2020-10-09T07:40:52+00:00,51.511812,-0.089698,Controlled drugs,1
2646,Person search,2020-10-09T11:23:22+00:00,51.513447,-0.093493,Stolen goods,1
2649,Person and Vehicle search,2020-10-10T00:06:07+00:00,51.509313,-0.07385,Controlled drugs,1
2651,Person and Vehicle search,2020-10-10T01:15:33+00:00,51.506255,-0.074901,Controlled drugs,1
2656,Person search,2020-10-10T05:02:34+00:00,51.506255,-0.074901,Controlled drugs,1
2658,Person search,2020-10-10T05:47:43+00:00,51.506255,-0.074901,Controlled drugs,1
2674,Person search,2020-10-13T03:51:04+00:00,51.514457,-0.073849,Controlled drugs,1
2675,Person search,2020-10-13T05:03:38+00:00,51.512952,-0.096814,Controlled drugs,1
2676,Person search,2020-10-13T05:04:28+00:00,51.512952,-0.096814,Controlled drugs,1
2677,Person search,2020-10-13T06:02:57+00:00,51.513885,-0.102741,Controlled drugs,1
2679,Person search,2020-10-13T09:17:35+00:00,51.516814,-0.08162,Controlled drugs,1
2685,Person and Vehicle search,2020-10-14T07:56:02+00:00,51.515033,-0.07825,Controlled drugs,1
2688,Person search,2020-10-15T02:01:32+00:00,51.523156,-0.09721,Controlled drugs,1
2690,Person and Vehicle search,2020-10-15T02:12:33+00:00,51.523156,-0.09721,Controlled drugs,1
2701,Person search,2020-10-16T01:11:18+00:00,51.514203,-0.094628,Evidence of offences under the Act,1
2703,Person search,2020-10-16T01:37:09+00:00,51.512598,-0.084967,Article for use in theft,1
2709,Person search,2020-10-16T01:56:23+00:00,51.518046,-0.077777,Controlled drugs,1
2714,Person search,2020-10-16T08:39:37+00:00,51.516814,-0.08162,Controlled drugs,1
2716,Person and Vehicle search,2020-10-16T08:58:57+00:00,51.516347,-0.104887,Controlled drugs,1
2725,Person and Vehicle search,2020-10-19T00:23:35+00:00,51.518709,-0.101345,Controlled drugs,1
2726,Person and Vehicle search,2020-10-19T00:36:26+00:00,51.506255,-0.074901,Controlled drugs,1
2732,Person search,2020-10-20T08:34:25+00:00,51.513454,-0.09172,Stolen goods,1
2737,Person search,2020-10-21T07:44:27+00:00,51.513454,-0.09172,Article for use in theft,1
2740,Person search,2020-10-21T09:10:45+00:00,51.516814,-0.08162,Controlled drugs,1
2743,Person search,2020-10-22T03:58:25+00:00,51.509775,-0.085014,Offensive weapons,1
2744,Person search,2020-10-22T04:02:51+00:00,51.513552,-0.101055,Article for use in theft,1
2745,Person search,2020-10-22T04:10:35+00:00,51.513552,-0.101055,Article for use in theft,1
2746,Person and Vehicle search,2020-10-22T04:55:31+00:00,51.509848,-0.104494,Controlled drugs,1
2748,Person search,2020-10-22T08:29:13+00:00,51.511625,-0.081549,Stolen goods,1
2749,Person and Vehicle search,2020-10-22T10:53:15+00:00,51.509757,-0.083386,Controlled drugs,1
2752,Person search,2020-10-23T03:15:14+00:00,51.516047,-0.075411,Controlled drugs,1
2753,Person and Vehicle search,2020-10-23T03:21:06+00:00,51.516047,-0.075411,Controlled drugs,1
2756,Person search,2020-10-23T04:17:52+00:00,51.51539,-0.070437,Articles for use in criminal damage,1
2763,Person search,2020-10-24T03:53:34+00:00,51.52108,-0.091732,Stolen goods,1
2764,Person search,2020-10-24T03:54:55+00:00,51.52108,-0.091732,Article for use in theft,1
2775,Person and Vehicle search,2020-10-26T06:00:13+00:00,51.51265,-0.101452,Controlled drugs,1
2778,Person search,2020-10-26T11:49:44+00:00,51.512598,-0.084967,Stolen goods,1
2779,Person search,2020-10-26T12:13:11+00:00,51.517431,-0.082458,Controlled drugs,1
2782,Person search,2020-10-27T01:44:07+00:00,51.518262,-0.088203,Article for use in theft,1
2797,Person search,2020-10-30T02:47:30+00:00,51.518511,-0.08531,Controlled drugs,1
2798,Person search,2020-10-30T03:03:53+00:00,51.518511,-0.08531,Controlled drugs,1
2801,Person search,2020-10-30T06:37:55+00:00,51.518433,-0.078856,Article for use in theft,1
2809,Person search,2020-10-30T08:38:26+00:00,51.517431,-0.082458,Controlled drugs,1
2812,Person search,2020-10-30T10:17:31+00:00,51.517431,-0.082458,Controlled drugs,1
2813,Person search,2020-10-30T10:36:55+00:00,51.518189,-0.082628,Controlled drugs,1
2814,Person search,2020-10-30T10:40:20+00:00,51.518619,-0.088621,Controlled drugs,1
2817,Person search,2020-10-30T11:21:08+00:00,51.517431,-0.082458,Evidence of offences under the Act,1
2818,Person and Vehicle search,2020-10-30T12:15:36+00:00,51.510626,-0.039135,Controlled drugs,1
2821,Person search,2020-10-31T09:18:38+00:00,51.518189,-0.082628,Controlled drugs,1
2827,Person search,2020-11-02T09:31:06+00:00,51.514203,-0.094628,Article for use in theft,1
2832,Person search,2020-11-03T04:14:48+00:00,51.50932,-0.084701,Controlled drugs,1
2835,Person and Vehicle search,2020-11-03T10:01:12+00:00,51.513171,-0.077694,Controlled drugs,1
2839,Person search,2020-11-04T11:28:38+00:00,51.51392,-0.093257,Stolen goods,1
2840,Person search,2020-11-05T02:06:35+00:00,51.51868,-0.085173,Controlled drugs,1
2841,Person search,2020-11-05T03:24:15+00:00,51.517678,-0.107672,Article for use in theft,1
2844,Person and Vehicle search,2020-11-05T05:51:13+00:00,51.516351,-0.082965,Controlled drugs,1
2848,Person and Vehicle search,2020-11-05T10:17:59+00:00,51.517149,-0.08776,Controlled drugs,1
2853,Person and Vehicle search,2020-11-06T04:34:22+00:00,51.510182,-0.092865,Controlled drugs,1
2858,Person search,2020-11-06T08:06:32+00:00,51.512598,-0.084967,Article for use in theft,1
2860,Person and Vehicle search,2020-11-06T10:07:14+00:00,51.51768,-0.078484,Controlled drugs,1
2861,Person search,2020-11-06T10:36:27+00:00,51.51265,-0.101452,Controlled drugs,1
2862,Person search,2020-11-06T10:39:26+00:00,51.516814,-0.08162,Stolen goods,1
2865,Person and Vehicle search,2020-11-06T12:36:44+00:00,51.510182,-0.092865,Controlled drugs,1
2866,Person search,2020-11-07T05:10:59+00:00,51.517244,-0.080376,Article for use in theft,1
2868,Person search,2020-11-07T06:59:04+00:00,51.516814,-0.08162,Article for use in theft,1
2875,Person search,2020-11-08T03:56:22+00:00,51.518433,-0.078856,Article for use in theft,1
2882,Person search,2020-11-09T03:46:21+00:00,51.510182,-0.092865,Controlled drugs,1
2885,Person search,2020-11-09T08:43:24+00:00,51.517244,-0.080376,Stolen goods,1
2887,Person search,2020-11-09T11:08:59+00:00,51.516814,-0.08162,Crossbows,1
2896,Person search,2020-11-11T04:43:51+00:00,51.516814,-0.08162,Article for use in theft,1
2905,Person search,2020-11-11T08:28:31+00:00,51.517431,-0.082458,Controlled drugs,1
2916,Person and Vehicle search,2020-11-12T04:12:11+00:00,51.51713,-0.107147,Controlled drugs,1
2917,Person search,2020-11-12T04:46:36+00:00,51.525044,-0.094392,Controlled drugs,1
2930,Person search,2020-11-13T05:13:25+00:00,51.514753,-0.082571,Stolen goods,1
2932,Person search,2020-11-13T07:19:32+00:00,51.518189,-0.082628,Controlled drugs,1
2933,Person and Vehicle search,2020-11-13T08:07:31+00:00,51.51792,-0.092628,Controlled drugs,1
2948,Person search,2020-11-14T07:39:35+00:00,51.51862,-0.094747,Controlled drugs,1
2957,Person search,2020-11-17T01:28:52+00:00,51.512598,-0.084967,Stolen goods,1
2959,Person search,2020-11-17T04:12:26+00:00,51.520059,-0.084251,Article for use in theft,1
2967,Person and Vehicle search,2020-11-17T10:56:05+00:00,51.51118,-0.073065,Controlled drugs,1
2968,Person and Vehicle search,2020-11-18T05:11:51+00:00,51.509848,-0.104494,Controlled drugs,1
2971,Person and Vehicle search,2020-11-18T07:19:46+00:00,51.516834,-0.076199,Controlled drugs,1
2972,Person search,2020-11-18T08:24:25+00:00,51.508971,-0.078779,Controlled drugs,1
2974,Person search,2020-11-19T02:48:58+00:00,51.518029,-0.082722,Offensive weapons,1
2975,Person search,2020-11-19T03:46:29+00:00,51.514203,-0.094628,Article for use in theft,1
2985,Person search,2020-11-20T08:12:26+00:00,51.510148,-0.077029,Controlled drugs,1
2986,Person search,2020-11-20T09:21:56+00:00,51.512147,-0.092077,Controlled drugs,1
2988,Person search,2020-11-20T11:00:18+00:00,51.51868,-0.085173,Controlled drugs,1
3003,Person search,2020-11-22T12:03:53+00:00,51.5169,-0.084095,Controlled drugs,1
3004,Person search,2020-11-22T12:38:41+00:00,51.520206,-0.097736,Controlled drugs,1
3006,Person search,2020-11-23T01:59:19+00:00,51.511445,-0.07608,Controlled drugs,1
3008,Person search,2020-11-23T05:01:47+00:00,51.512462,-0.076095,Controlled drugs,1
3010,Person and Vehicle search,2020-11-23T05:52:36+00:00,51.525851,-0.055882,Controlled drugs,1
3018,Person search,2020-11-24T02:44:12+00:00,51.512598,-0.084967,Stolen goods,1
3019,Person and Vehicle search,2020-11-24T04:40:03+00:00,51.509532,-0.088843,Controlled drugs,1
3025,Person search,2020-11-25T02:29:15+00:00,51.509876,-0.086278,Controlled drugs,1
3030,Person and Vehicle search,2020-11-25T04:49:22+00:00,51.546265,-0.071727,Controlled drugs,1
3037,Person and Vehicle search,2020-11-25T11:16:40+00:00,51.528493,-0.091394,Controlled drugs,1
3042,Person search,2020-11-26T04:05:13+00:00,51.512856,-0.073254,Controlled drugs,1
3044,Person and Vehicle search,2020-11-26T04:25:22+00:00,51.512856,-0.073254,Controlled drugs,1
3047,Person search,2020-11-26T05:00:51+00:00,51.518864,-0.097562,Article for use in theft,1
3055,Person and Vehicle search,2020-11-26T10:20:42+00:00,51.513377,-0.096363,Controlled drugs,1
3056,Person search,2020-11-26T11:43:25+00:00,51.513377,-0.096363,Controlled drugs,1
3066,Person search,2020-11-27T05:11:12+00:00,51.516814,-0.08162,Controlled drugs,1
3083,Person search,2020-11-27T12:45:20+00:00,51.513377,-0.096363,Controlled drugs,1
3086,Person and Vehicle search,2020-11-28T02:30:02+00:00,51.506255,-0.074901,Controlled drugs,1
3087,Person and Vehicle search,2020-11-28T02:36:40+00:00,51.506255,-0.074901,Controlled drugs,1
3091,Person and Vehicle search,2020-11-28T06:51:06+00:00,51.516814,-0.08162,Controlled drugs,1
3092,Person search,2020-11-28T09:38:16+00:00,51.517058,-0.083296,Controlled drugs,1
3093,Person search,2020-11-28T11:51:43+00:00,51.517149,-0.08776,Controlled drugs,1
3094,Person search,2020-11-28T12:45:24+00:00,51.506255,-0.074901,Controlled drugs,1
3095,Person search,2020-11-29T03:43:02+00:00,51.508066,-0.08778,Controlled drugs,1
3100,Person search,2020-11-29T12:13:39+00:00,51.516814,-0.08162,Stolen goods,1
3103,Person search,2020-11-30T04:22:25+00:00,51.514804,-0.080782,Controlled drugs,1
3104,Person search,2020-11-30T04:28:02+00:00,51.509547,-0.076031,Controlled drugs,1
3105,Person and Vehicle search,2020-11-30T05:34:43+00:00,51.516934,-0.073543,Controlled drugs,1
3106,Person search,2020-11-30T05:37:23+00:00,51.516934,-0.073543,Controlled drugs,1
3107,Person search,2020-11-30T05:40:10+00:00,51.516934,-0.073543,Controlled drugs,1
3108,Person search,2020-11-30T05:42:30+00:00,51.516934,-0.073543,Controlled drugs,1
3112,Person search,2020-11-30T08:37:21+00:00,51.511053,-0.075722,Controlled drugs,1
3120,Person search,2020-12-02T01:06:59+00:00,51.534382,-0.057321,Controlled drugs,1
3122,Person search,2020-12-02T06:10:18+00:00,51.517149,-0.08776,Controlled drugs,1
3123,Person search,2020-12-02T08:55:23+00:00,51.52051,-0.08158,Controlled drugs,1
3132,Person search,2020-12-03T10:08:42+00:00,51.510004,-0.07323,Controlled drugs,1
3141,Person search,2020-12-05T02:15:48+00:00,51.515728,-0.078393,Controlled drugs,1
3149,Person search,2020-12-05T04:17:47+00:00,51.515546,-0.070056,Stolen goods,1
3154,Person and Vehicle search,2020-12-05T07:36:44+00:00,51.513606,-0.083959,Controlled drugs,1
3155,Person and Vehicle search,2020-12-05T07:58:50+00:00,51.522615,-0.077253,Controlled drugs,1
3156,Person and Vehicle search,2020-12-05T09:48:21+00:00,51.522615,-0.077253,Controlled drugs,1
3167,Person search,2020-12-06T02:26:16+00:00,51.51494,-0.079162,Offensive weapons,1
3168,Person and Vehicle search,2020-12-06T05:56:23+00:00,51.522615,-0.077253,Controlled drugs,1
3176,Person and Vehicle search,2020-12-07T07:35:20+00:00,51.51265,-0.101452,Controlled drugs,1
3178,Person search,2020-12-07T08:35:02+00:00,51.514158,-0.100179,Controlled drugs,1
3179,Person search,2020-12-07T09:04:01+00:00,51.514158,-0.100179,Controlled drugs,1
3189,Person and Vehicle search,2020-12-08T12:55:29+00:00,51.506255,-0.074901,Controlled drugs,1
3193,Person and Vehicle search,2020-12-09T02:45:00+00:00,51.506255,-0.074901,Controlled drugs,1
3195,Person and Vehicle search,2020-12-09T05:37:54+00:00,51.50993,-0.068161,Controlled drugs,1
3199,Person and Vehicle search,2020-12-09T07:58:59+00:00,51.507339,-0.108388,Controlled drugs,1
3201,Person search,2020-12-09T08:04:27+00:00,51.513114,-0.086272,Controlled drugs,1
3206,Person search,2020-12-09T10:45:25+00:00,51.513454,-0.09172,Article for use in theft,1
3215,Person search,2020-12-10T12:09:50+00:00,51.517431,-0.082458,Controlled drugs,1
