,Date,Latitude,Longitude,Object of search,Outcome linked to object of search
257,2019-12-28 11:18:50,51.512856,-0.073254,Controlled drugs,1
258,2019-12-29 01:40:03,51.5112,-0.085257,Stolen goods,1
259,2019-12-29 03:10:01,51.512856,-0.073254,Controlled drugs,1
260,2019-12-29 03:27:48,51.516814,-0.08162,Article for use in theft,1
261,2019-12-29 04:44:55,51.516814,-0.08162,Offensive weapons,1
262,2019-12-29 04:45:12,51.513268,-0.100202,Offensive weapons,1
268,2019-12-29 11:59:04,51.518262,-0.088203,Controlled drugs,1
279,2019-12-30 05:51:51,51.518226,-0.111497,Offensive weapons,1
281,2019-12-30 06:15:02,51.512598,-0.084967,Article for use in theft,1
282,2019-12-30 06:28:01,51.512598,-0.084967,Stolen goods,1
303,2020-01-01 07:59:46,51.516814,-0.08162,Offensive weapons,1
304,2020-01-01 08:12:36,51.517577,-0.098062,Controlled drugs,1
306,2020-01-01 08:40:07,51.513885,-0.102741,Controlled drugs,1
311,2020-01-02 02:07:16,51.516814,-0.08162,Controlled drugs,1
315,2020-01-02 07:41:52,51.51265,-0.101452,Controlled drugs,1
317,2020-01-02 08:30:34,51.517244,-0.080376,Article for use in theft,1
324,2020-01-03 01:29:09,51.513389,-0.080034,Controlled drugs,1
326,2020-01-03 04:05:21,51.516966,-0.1059,Controlled drugs,1
328,2020-01-03 04:36:47,51.513268,-0.100202,Controlled drugs,1
339,2020-01-04 02:34:26,51.508066,-0.08778,Controlled drugs,1
344,2020-01-04 06:33:03,51.519312,-0.103597,Article for use in theft,1
345,2020-01-04 09:17:55,51.519912,-0.102332,Stolen goods,1
353,2020-01-05 08:01:21,51.516814,-0.08162,Stolen goods,1
363,2020-01-06 03:22:13,51.514858,0.004717,Controlled drugs,1
365,2020-01-06 05:29:36,51.513454,-0.09172,Stolen goods,1
367,2020-01-06 06:59:58,51.513721,-0.102647,Evidence of offences under the Act,1
369,2020-01-06 09:13:01,51.518433,-0.078856,Article for use in theft,1
373,2020-01-06 12:31:44,51.520846,-0.100593,Article for use in theft,1
379,2020-01-07 04:16:57,51.517184,-0.076747,Controlled drugs,1
384,2020-01-07 09:22:17,51.517231,-0.079613,Stolen goods,1
407,2020-01-09 06:44:58,51.51768,-0.078484,Controlled drugs,1
408,2020-01-09 10:44:20,51.512147,-0.092077,Article for use in theft,1
421,2020-01-11 05:58:57,51.516351,-0.082965,Controlled drugs,1
422,2020-01-11 07:32:57,51.516351,-0.082965,Controlled drugs,1
429,2020-01-11 11:09:39,51.516351,-0.082965,Controlled drugs,1
430,2020-01-11 12:07:55,51.514461,-0.092268,Controlled drugs,1
442,2020-01-12 08:56:11,51.520846,-0.100593,Evidence of offences under the Act,1
446,2020-01-12 10:35:05,51.509848,-0.104494,Controlled drugs,1
450,2020-01-13 02:13:49,51.513377,-0.096363,Controlled drugs,1
452,2020-01-13 03:47:58,51.513377,-0.096363,Offensive weapons,1
462,2020-01-14 01:40:39,51.515739,-0.100632,Controlled drugs,1
464,2020-01-14 02:28:53,51.515739,-0.100632,Offensive weapons,1
468,2020-01-14 06:53:01,51.516814,-0.08162,Controlled drugs,1
483,2020-01-15 07:31:08,51.514151,-0.074958,Controlled drugs,1
488,2020-01-16 05:56:30,51.517058,-0.083296,Controlled drugs,1
490,2020-01-16 07:35:45,51.514203,-0.094628,Stolen goods,1
497,2020-01-17 03:54:50,51.51539,-0.070437,Article for use in theft,1
498,2020-01-17 04:54:51,51.513171,-0.077694,Controlled drugs,1
499,2020-01-17 06:56:31,51.522003,-0.117684,Controlled drugs,1
502,2020-01-17 08:53:41,51.516834,-0.076199,Controlled drugs,1
503,2020-01-17 09:30:37,51.515196,-0.071772,Controlled drugs,1
508,2020-01-18 03:55:41,51.517058,-0.083296,Stolen goods,1
516,2020-01-19 04:06:06,51.517576,-0.079786,Controlled drugs,1
517,2020-01-20 02:14:12,51.512652,-0.092719,Article for use in theft,1
519,2020-01-20 04:18:57,51.516814,-0.08162,Stolen goods,1
525,2020-01-21 03:09:44,51.519015,-0.086976,Article for use in theft,1
526,2020-01-21 03:12:50,51.519015,-0.086976,Article for use in theft,1
530,2020-01-21 07:42:34,51.513389,-0.080034,Controlled drugs,1
543,2020-01-22 08:14:18,51.514203,-0.094628,Article for use in theft,1
546,2020-01-22 09:59:02,51.517184,-0.076747,Controlled drugs,1
550,2020-01-22 11:14:51,51.516814,-0.08162,Controlled drugs,1
551,2020-01-23 01:53:11,51.516814,-0.08162,Controlled drugs,1
553,2020-01-23 02:39:06,51.51265,-0.101452,Controlled drugs,1
554,2020-01-23 03:35:25,51.51265,-0.101452,Controlled drugs,1
564,2020-01-23 08:46:19,51.511625,-0.081549,Stolen goods,1
565,2020-01-23 08:47:42,51.511625,-0.081549,Stolen goods,1
570,2020-01-23 09:48:09,51.52029,-0.078591,Controlled drugs,1
579,2020-01-24 04:21:28,51.509547,-0.076031,Controlled drugs,1
581,2020-01-24 06:14:40,51.508066,-0.08778,Controlled drugs,1
586,2020-01-25 02:29:38,51.514203,-0.094628,Article for use in theft,1
591,2020-01-25 05:48:08,51.510651,-0.080322,Controlled drugs,1
594,2020-01-25 07:12:51,51.516026,-0.091151,Stolen goods,1
597,2020-01-25 09:28:28,51.51265,-0.101452,Controlled drugs,1
599,2020-01-25 11:21:45,51.514151,-0.074958,Controlled drugs,1
605,2020-01-26 05:58:15,51.511625,-0.081549,Controlled drugs,1
607,2020-01-26 12:49:32,51.516886,-0.090985,Controlled drugs,1
611,2020-01-27 03:45:53,51.51905,-0.076437,Controlled drugs,1
613,2020-01-27 08:45:43,51.514766,-0.096075,Stolen goods,1
614,2020-01-27 08:50:59,51.514766,-0.096075,Stolen goods,1
615,2020-01-27 09:26:15,51.514203,-0.094628,Stolen goods,1
616,2020-01-27 10:53:54,51.513928,-0.108231,Stolen goods,1
621,2020-01-28 07:01:27,51.50995,-0.078665,Stolen goods,1
622,2020-01-29 03:15:52,51.516814,-0.08162,Controlled drugs,1
625,2020-01-30 03:07:00,51.513194,-0.092321,Controlled drugs,1
630,2020-01-30 05:06:48,51.508066,-0.08778,Controlled drugs,1
635,2020-01-30 09:47:53,51.516814,-0.08162,Article for use in theft,1
642,2020-01-31 08:43:35,51.517196,-0.085149,Article for use in theft,1
644,2020-02-01 02:30:37,51.516006,-0.080573,Controlled drugs,1
647,2020-02-01 05:32:48,51.516814,-0.08162,Offensive weapons,1
649,2020-02-01 09:31:00,51.508066,-0.08778,Stolen goods,1
650,2020-02-01 09:32:04,51.508066,-0.08778,Stolen goods,1
657,2020-02-02 05:20:11,51.515606,-0.094094,Controlled drugs,1
659,2020-02-02 06:27:50,51.516497,-0.094115,Controlled drugs,1
661,2020-02-03 02:33:05,51.510913,-0.101395,Controlled drugs,1
668,2020-02-04 03:00:51,51.516814,-0.08162,Controlled drugs,1
669,2020-02-04 03:12:48,51.516814,-0.08162,Controlled drugs,1
674,2020-02-04 04:03:21,51.516508,-0.079398,Controlled drugs,1
678,2020-02-04 08:07:43,51.512598,-0.084967,Article for use in theft,1
680,2020-02-05 04:28:09,51.511616,-0.086551,Stolen goods,1
682,2020-02-05 10:03:11,51.511616,-0.086551,Article for use in theft,1
684,2020-02-06 03:15:46,51.517576,-0.079786,Stolen goods,1
685,2020-02-06 03:48:30,51.513377,-0.096363,Stolen goods,1
687,2020-02-06 09:15:29,51.517576,-0.079786,Stolen goods,1
698,2020-02-07 04:11:29,51.51142,-0.097699,Stolen goods,1
700,2020-02-07 05:55:34,51.518864,-0.097562,Controlled drugs,1
704,2020-02-07 12:04:57,51.519017,-0.099818,Article for use in theft,1
709,2020-02-08 04:23:48,51.515739,-0.100632,Stolen goods,1
711,2020-02-08 04:35:27,51.518226,-0.111497,Controlled drugs,1
715,2020-02-08 08:41:54,51.516508,-0.079398,Controlled drugs,1
722,2020-02-09 05:30:35,51.511616,-0.086551,Article for use in theft,1
724,2020-02-09 05:43:13,51.517576,-0.079786,Article for use in theft,1
735,2020-02-10 08:27:47,51.516966,-0.1059,Stolen goods,1
747,2020-02-12 08:38:47,51.516508,-0.079398,Controlled drugs,1
757,2020-02-13 04:44:04,51.516814,-0.08162,Stolen goods,1
759,2020-02-13 05:45:20,51.516476,-0.111181,Articles for use in criminal damage,1
774,2020-02-16 02:30:01,51.516497,-0.094115,Controlled drugs,1
789,2020-02-19 04:39:24,51.51265,-0.101452,Controlled drugs,1
792,2020-02-19 07:14:10,51.51265,-0.101452,Controlled drugs,1
794,2020-02-19 07:27:26,51.512682,-0.084618,Stolen goods,1
798,2020-02-19 12:17:50,51.514203,-0.094628,Stolen goods,1
800,2020-02-20 03:13:52,51.51265,-0.101452,Controlled drugs,1
803,2020-02-20 10:56:24,51.511749,-0.108018,Controlled drugs,1
804,2020-02-20 11:32:56,51.51265,-0.101452,Stolen goods,1
805,2020-02-21 02:38:29,51.513885,-0.102741,Stolen goods,1
806,2020-02-21 02:39:08,51.513885,-0.102741,Stolen goods,1
817,2020-02-22 07:49:58,51.512598,-0.084967,Stolen goods,1
826,2020-02-24 02:22:03,51.51144,-0.083993,Stolen goods,1
831,2020-02-24 12:04:12,51.514203,-0.094628,Article for use in theft,1
835,2020-02-25 05:28:32,51.504439,-0.090915,Controlled drugs,1
838,2020-02-25 09:14:08,51.513037,-0.091506,Article for use in theft,1
840,2020-02-25 10:06:52,51.516814,-0.08162,Stolen goods,1
845,2020-02-26 06:46:02,51.517032,-0.089451,Controlled drugs,1
847,2020-02-26 08:55:33,51.513037,-0.091506,Evidence of offences under the Act,1
849,2020-02-26 09:22:39,51.55269,-0.109594,Controlled drugs,1
851,2020-02-26 12:41:26,51.513171,-0.077694,Controlled drugs,1
860,2020-02-28 08:51:30,51.513928,-0.108231,Article for use in theft,1
861,2020-02-28 10:52:45,51.518262,-0.088203,Stolen goods,1
866,2020-02-29 06:18:24,51.515331,-0.089364,Article for use in theft,1
870,2020-02-29 08:23:08,51.513928,-0.108231,Article for use in theft,1
871,2020-02-29 09:48:42,51.509848,-0.104494,Controlled drugs,1
872,2020-02-29 10:07:26,51.509848,-0.104494,Controlled drugs,1
877,2020-02-29 12:52:29,51.518864,-0.097562,Controlled drugs,1
878,2020-02-29 12:54:02,51.505103,-0.099677,Controlled drugs,1
889,2020-03-02 01:26:22,51.516814,-0.08162,Stolen goods,1
890,2020-03-02 02:08:32,51.516814,-0.08162,Article for use in theft,1
892,2020-03-03 03:49:33,51.513952,-0.085833,Controlled drugs,1
897,2020-03-04 04:49:44,51.514151,-0.074958,Controlled drugs,1
898,2020-03-04 04:50:02,51.516814,-0.08162,Controlled drugs,1
900,2020-03-04 07:34:50,51.51121,-0.094206,Controlled drugs,1
905,2020-03-06 02:58:13,51.516814,-0.08162,Controlled drugs,1
914,2020-03-06 10:57:35,51.512147,-0.092077,Controlled drugs,1
915,2020-03-07 03:28:30,51.516814,-0.08162,Article for use in theft,1
919,2020-03-07 11:33:57,51.517149,-0.08776,Controlled drugs,1
929,2020-03-09 04:16:00,51.511625,-0.081549,Controlled drugs,1
933,2020-03-10 05:01:31,51.512598,-0.084967,Article for use in theft,1
936,2020-03-10 10:57:11,51.511118,-0.090203,Article for use in theft,1
937,2020-03-10 11:42:19,51.509775,-0.085014,Controlled drugs,1
939,2020-03-11 08:55:55,51.516814,-0.08162,Stolen goods,1
940,2020-03-11 09:04:45,51.512598,-0.084967,Article for use in theft,1
943,2020-03-12 01:20:54,51.508066,-0.08778,Controlled drugs,1
944,2020-03-12 03:53:40,51.512526,-0.098777,Stolen goods,1
948,2020-03-13 04:31:51,51.516147,-0.082066,Controlled drugs,1
949,2020-03-13 07:41:51,51.514203,-0.094628,Controlled drugs,1
953,2020-03-13 10:08:40,51.511828,-0.080244,Stolen goods,1
954,2020-03-13 11:06:28,51.516966,-0.1059,Controlled drugs,1
957,2020-03-14 03:37:19,51.514461,-0.092268,Controlled drugs,1
962,2020-03-15 04:18:49,51.511916,-0.076853,Controlled drugs,1
970,2020-03-16 06:05:04,51.516814,-0.08162,Stolen goods,1
973,2020-03-16 09:30:05,51.513914,-0.11071,Article for use in theft,1
979,2020-03-18 07:38:06,51.515142,-0.097645,Stolen goods,1
983,2020-03-19 01:49:53,51.517678,-0.107672,Offensive weapons,1
987,2020-03-19 03:08:50,51.511625,-0.081549,Stolen goods,1
988,2020-03-19 07:38:13,51.509344,-0.080665,Offensive weapons,1
994,2020-03-20 09:03:49,51.512598,-0.084967,Stolen goods,1
1004,2020-03-23 05:35:02,51.512598,-0.084967,Article for use in theft,1
1005,2020-03-23 05:58:51,51.512147,-0.092077,Controlled drugs,1
1011,2020-03-24 02:49:43,51.514203,-0.094628,Article for use in theft,1
1017,2020-03-25 03:43:06,51.511014,-0.076113,Stolen goods,1
1022,2020-03-26 08:22:06,51.511122,-0.087666,Controlled drugs,1
1023,2020-03-26 08:46:41,51.510671,-0.084284,Offensive weapons,1
1024,2020-03-26 09:47:16,51.509848,-0.104494,Controlled drugs,1
1027,2020-03-26 11:39:52,51.517728,-0.10238,Controlled drugs,1
1028,2020-03-26 11:48:11,51.512147,-0.092077,Controlled drugs,1
1032,2020-03-27 05:29:11,51.516867,-0.022004,Controlled drugs,1
1046,2020-03-30 02:37:15,51.512135,-0.078127,Stolen goods,1
1049,2020-03-31 06:37:28,51.513869,-0.105134,Stolen goods,1
1051,2020-04-01 05:26:18,51.51283,-0.108175,Stolen goods,1
1053,2020-04-02 00:54:17,51.516351,-0.082965,Controlled drugs,1
1058,2020-04-03 09:22:46,51.515546,-0.070056,Controlled drugs,1
1059,2020-04-03 11:03:08,51.516047,-0.075411,Controlled drugs,1
1062,2020-04-06 05:59:12,51.520699,-0.097601,Stolen goods,1
1063,2020-04-06 08:08:22,51.510651,-0.080322,Stolen goods,1
1064,2020-04-07 03:04:30,51.514367,-0.076592,Stolen goods,1
1067,2020-04-07 10:53:17,51.51962,-0.088766,Controlled drugs,1
1071,2020-04-10 02:32:27,51.522615,-0.077253,Controlled drugs,1
1074,2020-04-10 11:20:30,51.509848,-0.104494,Controlled drugs,1
1079,2020-04-12 02:34:10,51.513928,-0.108231,Article for use in theft,1
1080,2020-04-12 05:55:21,51.515307,-0.097277,Stolen goods,1
1084,2020-04-13 04:04:06,51.518864,-0.097562,Controlled drugs,1
1087,2020-04-14 07:01:17,51.51265,-0.101452,Stolen goods,1
1088,2020-04-14 08:10:19,51.512147,-0.092077,Stolen goods,1
1089,2020-04-15 02:31:57,51.508066,-0.08778,Offensive weapons,1
1101,2020-04-16 07:32:25,51.583366,-0.072178,Controlled drugs,1
1102,2020-04-16 08:23:26,51.589418,-0.076556,Controlled drugs,1
1109,2020-04-17 06:19:51,51.515142,-0.097645,Evidence of offences under the Act,1
1116,2020-04-17 08:17:19,51.506895,-0.058634,Controlled drugs,1
1119,2020-04-17 09:26:01,51.516814,-0.08162,Stolen goods,1
1130,2020-04-19 04:54:19,51.509027,-0.06304,Controlled drugs,1
1133,2020-04-20 03:11:36,51.514203,-0.094628,Article for use in theft,1
1136,2020-04-20 07:04:03,51.517244,-0.080376,Article for use in theft,1
1139,2020-04-21 04:39:48,51.514158,-0.100179,Evidence of offences under the Act,1
1147,2020-04-22 02:44:41,51.513928,-0.108231,Article for use in theft,1
1148,2020-04-22 02:50:24,51.512692,-0.104621,Article for use in theft,1
1151,2020-04-22 07:01:05,51.513454,-0.09172,Article for use in theft,1
1164,2020-04-24 07:22:58,51.516814,-0.08162,Controlled drugs,1
1167,2020-04-24 10:35:11,51.51768,-0.078484,Controlled drugs,1
1174,2020-04-26 02:01:02,51.51265,-0.076044,Controlled drugs,1
1178,2020-04-27 00:41:56,51.516814,-0.08162,Stolen goods,1
1183,2020-04-28 11:33:26,51.514109,-0.10328,Articles for use in criminal damage,1
1184,2020-04-28 11:53:27,51.514151,-0.074958,Article for use in theft,1
1187,2020-04-29 01:11:49,51.516966,-0.1059,Controlled drugs,1
1188,2020-04-29 01:19:08,51.516966,-0.1059,Controlled drugs,1
1204,2020-05-02 00:41:25,51.512147,-0.092077,Controlled drugs,1
1209,2020-05-03 06:20:32,51.516767,-0.098572,Stolen goods,1
1223,2020-05-06 01:43:07,51.51265,-0.101452,Controlled drugs,1
1229,2020-05-06 11:57:36,51.51265,-0.101452,Controlled drugs,1
1232,2020-05-07 03:02:19,51.508181,-0.019397,Controlled drugs,1
1238,2020-05-08 02:06:54,51.550005,-0.065684,Article for use in theft,1
1239,2020-05-08 02:15:35,51.509547,-0.076031,Articles for use in criminal damage,1
1242,2020-05-08 08:49:13,51.519888,-0.102506,Stolen goods,1
1257,2020-05-10 01:09:50,51.518231,-0.112939,Controlled drugs,1
1258,2020-05-10 01:10:44,51.518231,-0.112939,Controlled drugs,1
1259,2020-05-10 01:13:28,51.518231,-0.112939,Controlled drugs,1
1260,2020-05-10 04:09:10,51.516078,-0.08498,Article for use in theft,1
1263,2020-05-10 05:21:14,51.516078,-0.08498,Article for use in theft,1
1267,2020-05-11 10:15:53,51.518864,-0.097562,Article for use in theft,1
1268,2020-05-11 10:18:41,51.518864,-0.097562,Article for use in theft,1
1270,2020-05-11 10:53:58,51.515728,-0.078393,Controlled drugs,1
1271,2020-05-12 02:34:38,51.511625,-0.081549,Stolen goods,1
1272,2020-05-12 02:41:20,51.511625,-0.081549,Stolen goods,1
1283,2020-05-13 00:50:09,51.506255,-0.074901,Controlled drugs,1
1285,2020-05-13 01:25:34,51.506255,-0.074901,Controlled drugs,1
1293,2020-05-13 11:42:54,51.511711,-0.07421,Controlled drugs,1
1314,2020-05-16 04:28:07,51.513447,-0.093493,Article for use in theft,1
1315,2020-05-16 09:57:55,51.513952,-0.085833,Controlled drugs,1
1317,2020-05-17 03:57:55,51.512147,-0.092077,Article for use in theft,1
1323,2020-05-19 03:18:54,51.515484,-0.088233,Controlled drugs,1
1329,2020-05-19 09:36:46,51.540568,0.002083,Controlled drugs,1
1331,2020-05-19 10:24:49,51.51283,-0.108175,Stolen goods,1
1334,2020-05-20 00:46:03,51.513928,-0.108231,Controlled drugs,1
1335,2020-05-20 00:46:34,51.513928,-0.108231,Controlled drugs,1
1336,2020-05-20 00:53:22,51.51121,-0.094206,Controlled drugs,1
1343,2020-05-20 04:20:26,51.592365,-0.082452,Controlled drugs,1
1347,2020-05-21 01:29:37,51.517032,-0.089451,Controlled drugs,1
1357,2020-05-22 00:30:51,51.519358,-0.090348,Article for use in theft,1
1358,2020-05-22 00:34:10,51.583366,-0.072178,Offensive weapons,1
1359,2020-05-22 02:09:37,51.520744,-0.089858,Article for use in theft,1
1389,2020-05-24 08:30:36,51.516351,-0.082965,Controlled drugs,1
1396,2020-05-25 02:31:17,51.575664,-0.072432,Offensive weapons,1
1399,2020-05-25 04:12:56,51.512147,-0.092077,Controlled drugs,1
1407,2020-05-26 00:31:44,51.512791,-0.101274,Controlled drugs,1
1439,2020-05-30 05:58:57,51.506338,-0.088227,Controlled drugs,1
1440,2020-05-30 06:00:35,51.506338,-0.088227,Controlled drugs,1
1450,2020-06-02 03:06:55,51.506255,-0.074901,Controlled drugs,1
1456,2020-06-02 06:41:19,51.514513,-0.096561,Controlled drugs,1
1465,2020-06-03 02:42:33,51.510913,-0.101395,Controlled drugs,1
1466,2020-06-03 03:20:09,51.510913,-0.101395,Controlled drugs,1
1468,2020-06-03 08:36:28,51.517032,-0.089451,Controlled drugs,1
1469,2020-06-03 10:57:38,51.517032,-0.089451,Controlled drugs,1
1479,2020-06-04 11:28:49,51.51768,-0.078484,Controlled drugs,1
1483,2020-06-05 02:59:45,51.513051,-0.104001,Controlled drugs,1
1484,2020-06-05 03:02:46,51.513051,-0.104001,Controlled drugs,1
1503,2020-06-09 09:37:36,51.517032,-0.089451,Stolen goods,1
1504,2020-06-10 00:49:48,51.51972,-0.099933,Controlled drugs,1
1506,2020-06-10 08:20:09,51.516351,-0.082965,Controlled drugs,1
1507,2020-06-11 03:36:36,51.506255,-0.074901,Controlled drugs,1
1508,2020-06-11 03:50:12,51.506255,-0.074901,Controlled drugs,1
1509,2020-06-11 04:50:40,51.512598,-0.084967,Article for use in theft,1
1510,2020-06-12 01:18:03,51.5169,-0.084095,Controlled drugs,1
1511,2020-06-12 04:17:19,51.5169,-0.084095,Controlled drugs,1
1514,2020-06-14 04:22:40,51.515504,-0.07627,Controlled drugs,1
1518,2020-06-14 07:19:24,51.512598,-0.084967,Controlled drugs,1
1519,2020-06-15 00:57:49,51.509547,-0.076031,Controlled drugs,1
1521,2020-06-15 01:10:53,51.509547,-0.076031,Controlled drugs,1
1525,2020-06-17 01:06:57,51.513355,-0.089475,Article for use in theft,1
1527,2020-06-17 01:35:18,51.518029,-0.082722,Stolen goods,1
1528,2020-06-17 03:06:39,51.517032,-0.089451,Controlled drugs,1
1535,2020-06-18 05:21:41,51.514203,-0.094628,Controlled drugs,1
1536,2020-06-18 06:35:10,51.515196,-0.071772,Controlled drugs,1
1539,2020-06-18 09:12:24,51.51992,-0.056696,Controlled drugs,1
1545,2020-06-19 05:06:37,51.516894,-0.076067,Controlled drugs,1
1550,2020-06-19 07:40:45,51.511625,-0.081549,Article for use in theft,1
1553,2020-06-20 08:12:33,51.510868,-0.0969,Firearms,1
1554,2020-06-20 11:19:59,51.513114,-0.086272,Controlled drugs,1
1557,2020-06-21 03:08:22,51.515033,-0.07825,Controlled drugs,1
1558,2020-06-21 03:35:16,51.516814,-0.08162,Offensive weapons,1
1559,2020-06-21 05:15:38,51.518799,-0.077601,Controlled drugs,1
1561,2020-06-21 10:34:56,51.506255,-0.074901,Controlled drugs,1
1564,2020-06-22 01:35:51,51.51121,-0.094206,Controlled drugs,1
1570,2020-06-22 03:39:05,51.51142,-0.097699,Controlled drugs,1
1571,2020-06-22 04:11:23,51.51142,-0.097699,Controlled drugs,1
1574,2020-06-22 07:00:29,51.516814,-0.08162,Controlled drugs,1
1575,2020-06-22 09:51:21,51.516814,-0.08162,Controlled drugs,1
1576,2020-06-23 01:00:50,51.509848,-0.104494,Article for use in theft,1
1579,2020-06-23 04:26:52,51.51868,-0.085173,Article for use in theft,1
1580,2020-06-23 05:13:34,51.51768,-0.078484,Controlled drugs,1
1583,2020-06-24 04:59:43,51.519017,-0.099818,Stolen goods,1
1586,2020-06-24 08:56:12,51.515307,-0.097277,Stolen goods,1
1587,2020-06-25 00:23:16,51.516347,-0.104887,Controlled drugs,1
1590,2020-06-26 08:22:20,51.514151,-0.074958,Controlled drugs,1
1597,2020-06-27 05:02:13,51.51265,-0.101452,Evidence of offences under the Act,1
1598,2020-06-27 05:07:39,51.51265,-0.101452,Evidence of offences under the Act,1
1599,2020-06-27 11:02:15,51.517576,-0.079786,Article for use in theft,1
1600,2020-06-27 11:02:44,51.517576,-0.079786,Article for use in theft,1
1607,2020-06-29 05:50:13,51.511625,-0.081549,Article for use in theft,1
1608,2020-06-29 06:14:16,51.516006,-0.080573,Stolen goods,1
1609,2020-06-29 06:29:55,51.514158,-0.100179,Stolen goods,1
1610,2020-06-29 08:00:50,51.514804,-0.080782,Article for use in theft,1
1611,2020-06-29 08:13:02,51.516006,-0.080573,Stolen goods,1
1615,2020-07-01 03:10:05,51.512117,-0.102411,Controlled drugs,1
1616,2020-07-01 03:10:05,51.512117,-0.102411,Controlled drugs,1
1617,2020-07-01 03:16:33,51.512117,-0.102411,Controlled drugs,1
1618,2020-07-01 03:16:33,51.512117,-0.102411,Controlled drugs,1
1643,2020-07-03 03:28:28,51.518864,-0.097562,Controlled drugs,1
1644,2020-07-03 03:28:28,51.518864,-0.097562,Controlled drugs,1
1655,2020-07-03 09:19:37,51.517244,-0.080376,Article for use in theft,1
1656,2020-07-03 09:19:37,51.517244,-0.080376,Article for use in theft,1
1667,2020-07-04 06:04:21,51.514151,-0.074958,Controlled drugs,1
1668,2020-07-04 06:04:21,51.514151,-0.074958,Controlled drugs,1
1669,2020-07-04 10:54:43,51.522233,-0.107382,Controlled drugs,1
1670,2020-07-04 10:54:43,51.522233,-0.107382,Controlled drugs,1
1673,2020-07-05 01:20:53,51.516767,-0.098572,Stolen goods,1
1674,2020-07-05 01:20:53,51.516767,-0.098572,Stolen goods,1
1675,2020-07-05 01:23:29,51.515504,-0.07627,Controlled drugs,1
1676,2020-07-05 01:23:29,51.515504,-0.07627,Controlled drugs,1
1677,2020-07-05 01:23:54,51.516767,-0.098572,Stolen goods,1
1678,2020-07-05 01:23:54,51.516767,-0.098572,Stolen goods,1
1679,2020-07-05 01:27:31,51.516767,-0.098572,Stolen goods,1
1680,2020-07-05 01:27:31,51.516767,-0.098572,Stolen goods,1
1681,2020-07-05 01:58:37,51.515504,-0.07627,Controlled drugs,1
1682,2020-07-05 01:58:37,51.515504,-0.07627,Controlled drugs,1
1691,2020-07-05 10:31:07,51.514457,-0.073849,Controlled drugs,1
1692,2020-07-05 10:31:07,51.514457,-0.073849,Controlled drugs,1
1693,2020-07-06 00:41:18,51.510014,-0.081516,Stolen goods,1
1694,2020-07-06 00:41:18,51.510014,-0.081516,Stolen goods,1
1719,2020-07-08 06:40:19,51.518864,-0.097562,Stolen goods,1
1720,2020-07-08 06:40:19,51.518864,-0.097562,Stolen goods,1
1737,2020-07-09 06:10:44,51.521667,-0.067145,Controlled drugs,1
1738,2020-07-09 06:10:44,51.521667,-0.067145,Controlled drugs,1
1743,2020-07-09 08:07:41,51.513928,-0.108231,Controlled drugs,1
1744,2020-07-09 08:07:41,51.513928,-0.108231,Controlled drugs,1
1745,2020-07-09 10:00:11,51.515307,-0.097277,Controlled drugs,1
1746,2020-07-09 10:00:11,51.515307,-0.097277,Controlled drugs,1
1749,2020-07-09 11:26:21,51.515142,-0.097645,Controlled drugs,1
1750,2020-07-09 11:26:21,51.515142,-0.097645,Controlled drugs,1
1757,2020-07-10 01:33:03,51.514158,-0.100179,Article for use in theft,1
1758,2020-07-10 01:33:03,51.514158,-0.100179,Article for use in theft,1
1761,2020-07-10 03:47:21,51.51121,-0.094206,Controlled drugs,1
1762,2020-07-10 03:47:21,51.51121,-0.094206,Controlled drugs,1
1763,2020-07-10 06:24:11,51.516814,-0.08162,Article for use in theft,1
1764,2020-07-10 06:24:11,51.516814,-0.08162,Article for use in theft,1
1769,2020-07-11 02:26:19,51.516814,-0.08162,Controlled drugs,1
1770,2020-07-11 02:26:19,51.516814,-0.08162,Controlled drugs,1
1781,2020-07-12 03:42:12,51.513377,-0.096363,Offensive weapons,1
1782,2020-07-12 03:42:12,51.513377,-0.096363,Offensive weapons,1
1783,2020-07-13 03:34:06,51.51768,-0.078484,Controlled drugs,1
1784,2020-07-13 03:34:06,51.51768,-0.078484,Controlled drugs,1
1789,2020-07-13 03:42:20,51.508587,-0.078924,Controlled drugs,1
1790,2020-07-13 03:42:20,51.508587,-0.078924,Controlled drugs,1
1795,2020-07-13 04:42:33,51.508587,-0.078924,Controlled drugs,1
1796,2020-07-13 04:42:33,51.508587,-0.078924,Controlled drugs,1
1801,2020-07-13 10:50:11,51.516508,-0.079398,Controlled drugs,1
1802,2020-07-13 10:50:11,51.516508,-0.079398,Controlled drugs,1
1803,2020-07-14 01:03:17,51.51265,-0.101452,Article for use in theft,1
1804,2020-07-14 01:03:17,51.51265,-0.101452,Article for use in theft,1
1805,2020-07-14 02:25:20,51.513952,-0.085833,Controlled drugs,1
1806,2020-07-14 02:25:20,51.513952,-0.085833,Controlled drugs,1
1825,2020-07-14 09:58:31,51.511386,-0.092296,Controlled drugs,1
1826,2020-07-14 09:58:31,51.511386,-0.092296,Controlled drugs,1
1831,2020-07-15 08:29:50,51.511625,-0.081549,Article for use in theft,1
1832,2020-07-15 08:29:50,51.511625,-0.081549,Article for use in theft,1
1833,2020-07-15 08:30:46,51.514753,-0.082571,Controlled drugs,1
1834,2020-07-15 08:30:46,51.514753,-0.082571,Controlled drugs,1
