,Date,Latitude,Longitude,Object of search,Outcome linked to object of search
3275,2020-12-18 06:50:37,51.50932,-0.084701,Controlled drugs,1
3278,2020-12-18 11:47:22,51.517244,-0.080376,Stolen goods,1
3283,2020-12-19 07:27:50,51.511445,-0.07608,Controlled drugs,1
3293,2020-12-20 12:58:37,51.516814,-0.08162,Article for use in theft,1
3301,2020-12-22 08:08:22,51.521567,-0.097334,Controlled drugs,1
3302,2020-12-23 01:07:45,51.516814,-0.08162,Stolen goods,1
3316,2020-12-27 09:04:02,51.514501,-0.089716,Controlled drugs,1
3319,2020-12-27 12:48:23,51.511053,-0.075722,Controlled drugs,1
3326,2020-12-30 11:36:08,51.513171,-0.077694,Controlled drugs,1
3330,2020-12-31 02:26:02,51.509532,-0.088843,Controlled drugs,1
3335,2020-12-31 12:16:22,51.513171,-0.077694,Controlled drugs,1
3336,2020-12-31 12:24:26,51.509532,-0.088843,Controlled drugs,1
3338,2020-12-31 12:49:17,51.513171,-0.077694,Controlled drugs,1
3339,2021-01-01 01:41:28,51.51768,-0.078484,Controlled drugs,1
3349,2021-01-01 06:54:55,51.510868,-0.0969,Controlled drugs,1
3350,2021-01-01 12:15:28,51.513928,-0.108231,Controlled drugs,1
3353,2021-01-03 03:30:33,51.514151,-0.074958,Controlled drugs,1
3355,2021-01-03 05:08:15,51.510671,-0.084284,Stolen goods,1
3368,2021-01-09 04:55:15,51.51768,-0.078484,Controlled drugs,1
3369,2021-01-09 11:43:23,51.517678,-0.107672,Article for use in theft,1
3370,2021-01-09 12:11:28,51.51768,-0.078484,Controlled drugs,1
3372,2021-01-10 01:19:09,51.51768,-0.078484,Controlled drugs,1
3377,2021-01-10 03:39:44,51.511749,-0.108018,Controlled drugs,1
3383,2021-01-10 11:08:49,51.516508,-0.079398,Controlled drugs,1
3388,2021-01-11 07:40:51,51.517032,-0.089451,Controlled drugs,1
3389,2021-01-11 08:22:02,51.517149,-0.08776,Controlled drugs,1
3392,2021-01-13 04:12:35,51.513114,-0.086272,Stolen goods,1
3393,2021-01-15 07:49:58,51.520658,-0.094546,Article for use in theft,1
3395,2021-01-16 07:41:25,51.510004,-0.07323,Controlled drugs,1
3397,2021-01-17 02:20:15,51.516814,-0.08162,Controlled drugs,1
3405,2021-01-17 07:39:20,51.512598,-0.084967,Stolen goods,1
3411,2021-01-17 08:48:18,51.516814,-0.08162,Controlled drugs,1
3414,2021-01-18 04:13:12,51.51142,-0.097699,Evidence of offences under the Act,1
3418,2021-01-20 08:23:15,51.516814,-0.08162,Stolen goods,1
3430,2021-01-25 07:31:20,51.512856,-0.073254,Stolen goods,1
3433,2021-01-26 06:21:02,51.527648,-0.118676,Controlled drugs,1
3434,2021-01-26 09:16:08,51.510873,-0.105561,Article for use in theft,1
3443,2021-01-27 08:30:39,51.509344,-0.080665,Controlled drugs,1
3446,2021-01-27 08:42:50,51.509344,-0.080665,Controlled drugs,1
3456,2021-01-28 06:08:53,51.510315,-0.053373,Controlled drugs,1
3457,2021-01-28 06:19:14,51.510315,-0.053373,Controlled drugs,1
3463,2021-01-30 01:19:45,51.51792,-0.092628,Evidence of offences under the Act,1
3464,2021-01-30 01:19:45,51.517032,-0.089451,Evidence of offences under the Act,1
3465,2021-01-30 01:41:20,51.516814,-0.08162,Controlled drugs,1
3475,2021-02-02 04:21:13,51.517244,-0.080376,Article for use in theft,1
3476,2021-02-02 07:48:41,51.510182,-0.092865,Controlled drugs,1
3478,2021-02-02 08:35:26,51.51121,-0.094206,Controlled drugs,1
3484,2021-02-04 05:47:43,51.510182,-0.092865,Controlled drugs,1
3485,2021-02-04 07:16:59,51.511554,-0.079448,Article for use in theft,1
3486,2021-02-04 08:46:43,51.511554,-0.079448,Stolen goods,1
3490,2021-02-05 04:21:06,51.518511,-0.08531,Controlled drugs,1
3493,2021-02-05 09:23:48,51.509532,-0.088843,Controlled drugs,1
3495,2021-02-06 10:01:15,51.513581,-0.108418,Article for use in theft,1
3501,2021-02-08 11:03:14,51.520699,-0.097601,Controlled drugs,1
3515,2021-02-12 07:05:46,51.506255,-0.074901,Stolen goods,1
3529,2021-02-17 06:20:17,51.510868,-0.0969,Controlled drugs,1
3532,2021-02-17 09:27:51,51.517244,-0.080376,Stolen goods,1
3540,2021-02-18 05:06:12,51.506255,-0.074901,Controlled drugs,1
3542,2021-02-18 08:09:30,51.516078,-0.08498,Controlled drugs,1
3543,2021-02-18 08:22:33,51.516078,-0.08498,Controlled drugs,1
3545,2021-02-18 08:57:36,51.516078,-0.08498,Controlled drugs,1
3546,2021-02-18 09:33:01,51.516078,-0.08498,Controlled drugs,1
3547,2021-02-18 09:39:03,51.516078,-0.08498,Controlled drugs,1
3548,2021-02-18 12:42:59,51.510671,-0.084284,Controlled drugs,1
3553,2021-02-19 08:30:47,51.517032,-0.089451,Controlled drugs,1
3557,2021-02-19 10:25:07,51.517032,-0.089451,Controlled drugs,1
3563,2021-02-21 05:27:03,51.516814,-0.08162,Controlled drugs,1
3568,2021-02-22 06:49:36,51.51862,-0.094747,Controlled drugs,1
3569,2021-02-22 06:52:50,51.51862,-0.094747,Controlled drugs,1
3574,2021-02-23 03:46:54,51.517032,-0.089451,Controlled drugs,1
3580,2021-02-23 05:36:01,51.516814,-0.08162,Controlled drugs,1
3584,2021-02-23 10:28:59,51.510786,-0.068816,Controlled drugs,1
3589,2021-02-24 10:12:32,51.511625,-0.081549,Article for use in theft,1
3597,2021-02-26 02:24:53,51.509848,-0.104494,Controlled drugs,1
3598,2021-02-26 03:04:09,51.522734,-0.102748,Controlled drugs,1
3600,2021-02-26 08:22:33,51.509848,-0.104494,Controlled drugs,1
3609,2021-02-27 06:15:08,51.506255,-0.074901,Controlled drugs,1
3611,2021-02-27 07:07:12,51.508066,-0.08778,Controlled drugs,1
3617,2021-02-28 02:15:09,51.525655,-0.090517,Controlled drugs,1
3618,2021-02-28 03:42:52,51.511224,-0.074115,Controlled drugs,1
3619,2021-02-28 04:56:34,51.511625,-0.081549,Offensive weapons,1
3625,2021-02-28 12:02:10,51.516738,-0.111242,Article for use in theft,1
3626,2021-03-01 03:11:45,51.525655,-0.090517,Controlled drugs,1
3631,2021-03-02 01:52:58,51.515033,-0.07825,Stolen goods,1
3633,2021-03-02 02:57:35,51.512882,-0.084768,Controlled drugs,1
3635,2021-03-02 09:03:39,51.513627,-0.076435,Controlled drugs,1
3639,2021-03-03 03:59:49,51.517678,-0.107672,Article for use in theft,1
3645,2021-03-04 06:58:04,51.512462,-0.076095,Controlled drugs,1
3647,2021-03-04 07:06:42,51.512462,-0.076095,Controlled drugs,1
3648,2021-03-04 07:59:31,51.513051,-0.104001,Controlled drugs,1
3649,2021-03-04 08:49:11,51.512462,-0.076095,Controlled drugs,1
3651,2021-03-04 12:25:15,51.517938,-0.098148,Controlled drugs,1
3653,2021-03-05 04:28:46,51.514409,-0.079674,Controlled drugs,1
3654,2021-03-05 05:55:48,51.522017,-0.109582,Article for use in theft,1
3660,2021-03-05 09:48:31,51.517032,-0.089451,Controlled drugs,1
3661,2021-03-06 02:12:33,51.514457,-0.073849,Controlled drugs,1
3668,2021-03-06 12:16:20,51.516814,-0.08162,Controlled drugs,1
3682,2021-03-08 04:46:37,51.517032,-0.089451,Controlled drugs,1
3683,2021-03-08 07:13:26,51.517032,-0.089451,Controlled drugs,1
3685,2021-03-08 10:12:26,51.507808,-0.07913,Controlled drugs,1
3686,2021-03-08 10:19:25,51.507808,-0.07913,Controlled drugs,1
3687,2021-03-08 10:31:14,51.507808,-0.07913,Controlled drugs,1
3691,2021-03-09 02:55:21,51.510671,-0.084284,Article for use in theft,1
3700,2021-03-09 10:01:55,51.516814,-0.08162,Article for use in theft,1
3705,2021-03-10 07:49:49,51.510014,-0.081516,Controlled drugs,1
3706,2021-03-10 07:59:45,51.510014,-0.081516,Controlled drugs,1
3707,2021-03-10 12:15:40,51.515037,-0.102794,Controlled drugs,1
3713,2021-03-11 06:22:44,51.512598,-0.084967,Stolen goods,1
3715,2021-03-11 08:42:23,51.512598,-0.084967,Stolen goods,1
3722,2021-03-12 04:55:32,51.510671,-0.084284,Controlled drugs,1
3728,2021-03-12 11:55:28,51.518017,-0.075991,Offensive weapons,1
3729,2021-03-12 12:35:06,51.513885,-0.102741,Controlled drugs,1
3731,2021-03-13 02:08:25,51.511053,-0.075722,Controlled drugs,1
3736,2021-03-13 12:09:41,51.518017,-0.075991,Offensive weapons,1
3738,2021-03-13 12:22:21,51.51992,-0.056696,Controlled drugs,1
3747,2021-03-15 12:37:18,51.518262,-0.088203,Controlled drugs,1
3754,2021-03-16 08:26:28,51.516966,-0.1059,Controlled drugs,1
3761,2021-03-17 05:14:06,51.516191,-0.086416,Controlled drugs,1
3765,2021-03-18 02:53:22,51.508066,-0.08778,Controlled drugs,1
3773,2021-03-18 11:23:19,51.5151,-0.085669,Controlled drugs,1
3776,2021-03-19 02:07:20,51.52181,-0.097929,Controlled drugs,1
3781,2021-03-19 06:30:05,51.512598,-0.084967,Article for use in theft,1
3786,2021-03-20 01:41:38,51.510182,-0.092865,Controlled drugs,1
3787,2021-03-20 02:18:21,51.510182,-0.092865,Controlled drugs,1
3792,2021-03-21 02:37:22,51.506255,-0.074901,Controlled drugs,1
3793,2021-03-21 02:45:56,51.506255,-0.074901,Controlled drugs,1
3797,2021-03-21 06:16:53,51.517526,-0.108283,Stolen goods,1
3798,2021-03-21 06:42:48,51.509876,-0.086278,Controlled drugs,1
3802,2021-03-22 01:48:50,51.518262,-0.088203,Controlled drugs,1
3803,2021-03-22 02:12:38,51.506255,-0.074901,Controlled drugs,1
3808,2021-03-22 08:47:01,51.512791,-0.101274,Controlled drugs,1
3809,2021-03-22 08:54:51,51.512791,-0.101274,Controlled drugs,1
3813,2021-03-23 05:54:40,51.509848,-0.104494,Controlled drugs,1
3824,2021-03-24 06:22:20,51.517032,-0.089451,Controlled drugs,1
3826,2021-03-24 07:17:23,51.517032,-0.089451,Controlled drugs,1
3827,2021-03-24 07:59:20,51.515606,-0.094094,Controlled drugs,1
3828,2021-03-24 08:16:14,51.505458,-0.114389,Controlled drugs,1
3831,2021-03-24 10:45:19,51.513676,-0.078307,Stolen goods,1
3832,2021-03-25 02:00:49,51.525044,-0.094392,Article for use in theft,1
3835,2021-03-26 02:18:18,51.510671,-0.084284,Article for use in theft,1
3839,2021-03-26 05:16:18,51.511828,-0.080244,Controlled drugs,1
3842,2021-03-26 08:06:20,51.516814,-0.08162,Controlled drugs,1
3847,2021-03-27 02:16:18,51.515739,-0.100632,Controlled drugs,1
3850,2021-03-27 05:26:51,51.50932,-0.084701,Controlled drugs,1
3852,2021-03-27 09:03:55,51.513569,-0.086051,Controlled drugs,1
3857,2021-03-28 01:51:36,51.511053,-0.075722,Controlled drugs,1
3858,2021-03-28 01:53:00,51.525655,-0.090517,Controlled drugs,1
3862,2021-03-28 02:55:13,51.506255,-0.074901,Controlled drugs,1
3865,2021-03-28 07:22:28,51.51768,-0.078484,Controlled drugs,1
3867,2021-03-28 07:43:17,51.514933,-0.074896,Controlled drugs,1
3869,2021-03-29 02:14:59,51.506255,-0.074901,Controlled drugs,1
3875,2021-03-29 06:31:42,51.517244,-0.080376,Stolen goods,1
3876,2021-03-29 06:45:17,51.517244,-0.080376,Stolen goods,1
3883,2021-03-30 03:22:07,51.513524,-0.090506,Stolen goods,1
3885,2021-03-30 03:46:20,51.513524,-0.090506,Article for use in theft,1
3888,2021-03-30 05:57:21,51.509614,-0.079011,Controlled drugs,1
3890,2021-03-30 07:39:13,51.513524,-0.090506,Stolen goods,1
3894,2021-03-30 09:58:16,51.514921,-0.103419,Controlled drugs,1
3896,2021-03-30 11:35:31,51.516165,-0.102502,Controlled drugs,1
3903,2021-03-31 03:37:05,51.51333,-0.105157,Article for use in theft,1
3911,2021-03-31 06:38:36,51.50932,-0.084701,Controlled drugs,1
3914,2021-03-31 07:11:29,51.516351,-0.082965,Controlled drugs,1
3915,2021-03-31 11:13:59,51.513377,-0.096363,Controlled drugs,1
3916,2021-03-31 11:42:28,51.510148,-0.077029,Controlled drugs,1
3921,2021-04-01 01:52:11,51.514276,-0.087549,Articles for use in criminal damage,1
3928,2021-04-02 01:18:15,51.524477,-0.100456,Offensive weapons,1
3945,2021-04-04 04:38:11,51.511879,-0.107148,Offensive weapons,1
3951,2021-04-05 10:39:30,51.513051,-0.104001,Article for use in theft,1
3953,2021-04-06 03:16:34,51.518226,-0.111497,Controlled drugs,1
3958,2021-04-06 08:42:10,51.517032,-0.089451,Controlled drugs,1
3961,2021-04-06 11:05:21,51.513051,-0.104001,Stolen goods,1
3964,2021-04-07 02:02:11,51.513377,-0.096363,Controlled drugs,1
3967,2021-04-07 06:29:46,51.516078,-0.08498,Controlled drugs,1
3968,2021-04-07 08:47:40,51.50932,-0.084701,Controlled drugs,1
3974,2021-04-07 09:57:47,51.514203,-0.094628,Article for use in theft,1
3975,2021-04-08 00:39:08,51.506255,-0.074901,Controlled drugs,1
3976,2021-04-08 00:45:02,51.506255,-0.074901,Controlled drugs,1
3977,2021-04-08 01:09:37,51.506255,-0.074901,Controlled drugs,1
3980,2021-04-08 03:03:43,51.506255,-0.074901,Controlled drugs,1
3982,2021-04-08 03:16:30,51.506255,-0.074901,Controlled drugs,1
3985,2021-04-08 04:02:47,51.516078,-0.08498,Controlled drugs,1
3988,2021-04-08 07:08:08,51.518433,-0.078856,Stolen goods,1
3992,2021-04-09 00:02:47,51.516047,-0.075411,Controlled drugs,1
3994,2021-04-09 01:04:44,51.51768,-0.078484,Controlled drugs,1
3997,2021-04-09 03:20:46,51.516814,-0.08162,Stolen goods,1
4003,2021-04-09 09:53:56,51.518864,-0.097562,Controlled drugs,1
4018,2021-04-11 08:09:57,51.513171,-0.077694,Controlled drugs,1
4019,2021-04-12 00:21:07,51.507808,-0.07913,Controlled drugs,1
4026,2021-04-13 00:35:06,51.512462,-0.076095,Controlled drugs,1
4029,2021-04-13 02:01:25,51.516922,-0.092093,Controlled drugs,1
4041,2021-04-13 09:13:35,51.512856,-0.073254,Controlled drugs,1
4042,2021-04-13 10:16:42,51.523977,-0.075841,Controlled drugs,1
4044,2021-04-13 11:31:55,51.516814,-0.08162,Controlled drugs,1
4046,2021-04-13 11:48:03,51.516814,-0.08162,Controlled drugs,1
4047,2021-04-14 01:01:29,51.515546,-0.070056,Controlled drugs,1
4051,2021-04-14 07:15:09,51.511625,-0.081549,Controlled drugs,1
4058,2021-04-15 02:44:09,51.517032,-0.092723,Controlled drugs,1
4060,2021-04-15 07:12:06,51.504245,-0.07624,Controlled drugs,1
4068,2021-04-16 03:42:38,51.513952,-0.085833,Controlled drugs,1
4071,2021-04-16 04:08:55,51.517912,-0.104909,Stolen goods,1
4074,2021-04-16 09:52:37,51.508066,-0.08778,Evidence of offences under the Act,1
4085,2021-04-17 08:17:01,51.503468,-0.095292,Controlled drugs,1
4088,2021-04-17 11:23:04,51.518864,-0.097562,Controlled drugs,1
4089,2021-04-17 11:52:04,51.508066,-0.08778,Offensive weapons,1
4090,2021-04-17 11:54:21,51.516814,-0.08162,Controlled drugs,1
4093,2021-04-18 01:35:06,51.511053,-0.075722,Controlled drugs,1
4095,2021-04-18 03:10:31,51.523637,-0.076532,Controlled drugs,1
4100,2021-04-18 11:54:07,51.512206,-0.073152,Controlled drugs,1
4102,2021-04-20 05:19:36,51.512856,-0.073254,Controlled drugs,1
4104,2021-04-20 05:35:04,51.51265,-0.101452,Controlled drugs,1
4111,2021-04-20 07:04:22,51.51265,-0.101452,Controlled drugs,1
4112,2021-04-20 07:26:44,51.503468,-0.095292,Controlled drugs,1
4116,2021-04-21 04:20:08,51.514203,-0.094628,Controlled drugs,1
4119,2021-04-21 08:10:56,51.511749,-0.108018,Controlled drugs,1
4128,2021-04-22 04:01:33,51.514151,-0.074958,Controlled drugs,1
4129,2021-04-22 04:11:32,51.510795,-0.077578,Controlled drugs,1
4131,2021-04-22 04:24:18,51.510795,-0.077578,Controlled drugs,1
4132,2021-04-22 04:42:59,51.50995,-0.078665,Controlled drugs,1
4134,2021-04-22 08:30:11,51.514151,-0.074958,Controlled drugs,1
4135,2021-04-23 00:10:59,51.519635,-0.097962,Controlled drugs,1
4139,2021-04-23 09:22:08,51.516814,-0.08162,Offensive weapons,1
4140,2021-04-24 04:12:55,51.518098,-0.116966,Controlled drugs,1
4141,2021-04-24 04:21:35,51.518098,-0.116966,Controlled drugs,1
4144,2021-04-25 04:21:57,51.514203,-0.094628,Controlled drugs,1
4145,2021-04-25 04:32:00,51.514203,-0.094628,Controlled drugs,1
4149,2021-04-27 03:54:10,51.508066,-0.08778,Controlled drugs,1
4150,2021-04-27 03:57:04,51.508066,-0.08778,Controlled drugs,1
4151,2021-04-27 04:05:44,51.508066,-0.08778,Controlled drugs,1
4152,2021-04-27 04:09:39,51.508066,-0.08778,Controlled drugs,1
4153,2021-04-27 04:12:05,51.508066,-0.08778,Controlled drugs,1
4154,2021-04-27 05:10:21,51.514203,-0.094628,Controlled drugs,1
4164,2021-04-28 08:42:53,51.509757,-0.083386,Controlled drugs,1
4168,2021-04-30 02:21:05,51.537541,-0.061815,Controlled drugs,1
4174,2021-04-30 09:08:18,51.517032,-0.089451,Controlled drugs,1
4178,2021-05-01 04:52:18,51.514158,-0.100179,Controlled drugs,1
4179,2021-05-01 06:06:39,51.512462,-0.076095,Controlled drugs,1
4198,2021-05-05 01:25:04,51.508066,-0.08778,Article for use in theft,1
4200,2021-05-05 05:55:28,51.510961,-0.10269,Controlled drugs,1
4202,2021-05-05 07:22:15,51.517431,-0.082458,Stolen goods,1
4205,2021-05-06 00:35:35,51.509757,-0.083386,Controlled drugs,1
4207,2021-05-06 00:51:10,51.511053,-0.075722,Controlled drugs,1
4226,2021-05-09 00:48:09,51.51265,-0.101452,Controlled drugs,1
4227,2021-05-09 00:55:10,51.51265,-0.101452,Controlled drugs,1
4230,2021-05-10 01:37:43,51.514457,-0.073849,Offensive weapons,1
4231,2021-05-10 01:47:11,51.518143,-0.063979,Offensive weapons,1
4235,2021-05-11 04:49:53,51.522276,-0.070867,Article for use in theft,1
4236,2021-05-11 06:30:46,51.519946,-0.108356,Controlled drugs,1
4239,2021-05-12 05:02:17,51.511775,-0.075389,Evidence of offences under the Act,1
4240,2021-05-12 05:33:08,51.512462,-0.076095,Evidence of offences under the Act,1
4244,2021-05-13 04:16:39,51.518864,-0.097562,Controlled drugs,1
4256,2021-05-14 02:28:45,51.517149,-0.08776,Controlled drugs,1
4257,2021-05-14 03:08:07,51.516814,-0.08162,Controlled drugs,1
4262,2021-05-14 06:52:55,51.509848,-0.104494,Controlled drugs,1
4264,2021-05-14 09:14:02,51.508066,-0.08778,Controlled drugs,1
4266,2021-05-15 01:14:43,51.512856,-0.073254,Controlled drugs,1
4279,2021-05-16 01:39:00,51.51539,-0.070437,Controlled drugs,1
4281,2021-05-16 02:39:23,51.507808,-0.07913,Controlled drugs,1
4285,2021-05-16 07:19:40,51.514457,-0.073849,Controlled drugs,1
4286,2021-05-16 07:20:00,51.514457,-0.073849,Controlled drugs,1
4287,2021-05-16 08:13:15,51.516814,-0.08162,Controlled drugs,1
4288,2021-05-16 08:33:00,51.516814,-0.08162,Controlled drugs,1
4291,2021-05-17 01:32:00,51.522862,-0.115198,Controlled drugs,1
4294,2021-05-17 06:42:35,51.512882,-0.084768,Article for use in theft,1
4296,2021-05-17 07:07:11,51.509532,-0.088843,Controlled drugs,1
4300,2021-05-18 04:27:40,51.503196,-0.127032,Controlled drugs,1
4301,2021-05-18 04:29:35,51.514276,-0.087549,Controlled drugs,1
4304,2021-05-18 05:14:45,51.506255,-0.074901,Controlled drugs,1
4306,2021-05-18 05:57:27,51.508066,-0.08778,Controlled drugs,1
4307,2021-05-18 06:02:40,51.506255,-0.074901,Controlled drugs,1
4311,2021-05-18 09:03:10,51.512598,-0.084967,Stolen goods,1
4315,2021-05-18 09:33:59,51.512598,-0.084967,Stolen goods,1
4316,2021-05-18 11:25:10,51.514276,-0.087549,Controlled drugs,1
4334,2021-05-20 07:03:02,51.514753,-0.082571,Article for use in theft,1
4336,2021-05-20 07:37:20,51.525993,-0.073233,Controlled drugs,1
4340,2021-05-20 08:49:12,51.517244,-0.080376,Stolen goods,1
4341,2021-05-20 10:36:07,51.514367,-0.076592,Controlled drugs,1
4345,2021-05-21 03:53:44,51.509547,-0.076031,Article for use in theft,1
4346,2021-05-21 05:20:39,51.518189,-0.082628,Article for use in theft,1
4351,2021-05-22 08:26:46,51.519812,-0.093933,Controlled drugs,1
4353,2021-05-22 11:01:43,51.513061,-0.076459,Controlled drugs,1
4355,2021-05-23 02:37:42,51.518262,-0.097053,Controlled drugs,1
4358,2021-05-24 02:23:35,51.512598,-0.084967,Stolen goods,1
4359,2021-05-24 02:25:06,51.512598,-0.084967,Article for use in theft,1
4362,2021-05-24 11:32:33,51.512462,-0.076095,Controlled drugs,1
4363,2021-05-24 11:37:30,51.512462,-0.076095,Controlled drugs,1
4365,2021-05-25 03:58:27,51.512598,-0.084967,Stolen goods,1
4366,2021-05-25 06:34:45,51.513394,-0.084199,Stolen goods,1
4369,2021-05-25 10:13:29,51.512598,-0.084967,Article for use in theft,1
4371,2021-05-26 10:38:16,51.519812,-0.093933,Controlled drugs,1
4377,2021-05-27 03:11:46,51.511053,-0.075722,Controlled drugs,1
4379,2021-05-27 09:52:46,51.514457,-0.073849,Controlled drugs,1
4382,2021-05-28 01:58:04,51.515196,-0.071772,Controlled drugs,1
4392,2021-05-28 09:01:08,51.516351,-0.082965,Controlled drugs,1
4403,2021-05-31 02:18:33,51.513524,-0.090506,Controlled drugs,1
4410,2021-06-03 04:17:37,51.511386,-0.092296,Controlled drugs,1
4411,2021-06-03 06:21:20,51.517231,-0.079613,Controlled drugs,1
4412,2021-06-03 06:21:20,51.516814,-0.08162,Controlled drugs,1
4414,2021-06-03 10:13:16,51.516233,-0.077392,Controlled drugs,1
4415,2021-06-03 10:18:12,51.512462,-0.076095,Controlled drugs,1
4420,2021-06-04 05:52:44,51.518262,-0.088203,Stolen goods,1
4423,2021-06-04 09:26:01,51.513377,-0.096363,Controlled drugs,1
4425,2021-06-04 11:31:57,51.516233,-0.077392,Controlled drugs,1
4426,2021-06-04 11:56:56,51.511014,-0.076113,Firearms,1
4427,2021-06-05 01:19:54,51.514513,-0.096561,Controlled drugs,1
4429,2021-06-05 05:35:37,51.507808,-0.07913,Controlled drugs,1
4431,2021-06-05 09:06:57,51.509414,-0.093791,Controlled drugs,1
4433,2021-06-06 00:57:26,51.509547,-0.076031,Controlled drugs,1
4436,2021-06-06 06:51:33,51.516347,-0.104887,Controlled drugs,1
4439,2021-06-06 08:42:41,51.51768,-0.078484,Controlled drugs,1
4445,2021-06-07 03:01:58,51.513627,-0.076435,Stolen goods,1
4454,2021-06-08 00:36:01,51.51891,-0.087153,Evidence of offences under the Act,1
4458,2021-06-08 09:17:23,51.515523,-0.077451,Stolen goods,1
4460,2021-06-08 11:38:26,51.517244,-0.080376,Stolen goods,1
4461,2021-06-09 00:12:21,51.516351,-0.082965,Controlled drugs,1
4465,2021-06-10 01:01:06,51.515504,-0.07627,Controlled drugs,1
4466,2021-06-10 01:17:21,51.515504,-0.07627,Controlled drugs,1
4470,2021-06-10 10:07:17,51.517431,-0.082458,Stolen goods,1
4473,2021-06-11 03:30:59,51.509547,-0.076031,Controlled drugs,1
4477,2021-06-13 05:03:56,51.50932,-0.084701,Controlled drugs,1
4480,2021-06-14 01:03:42,51.518262,-0.088203,Stolen goods,1
4481,2021-06-14 03:48:32,51.514203,-0.094628,Stolen goods,1
4487,2021-06-15 06:06:38,51.514409,-0.079674,Controlled drugs,1
4495,2021-06-16 04:19:36,51.512598,-0.084967,Controlled drugs,1
4500,2021-06-17 00:58:18,51.509848,-0.104494,Controlled drugs,1
4501,2021-06-17 04:22:08,51.509848,-0.104494,Controlled drugs,1
4505,2021-06-17 06:46:42,51.515142,-0.097645,Controlled drugs,1
4512,2021-06-17 11:33:21,51.509848,-0.104494,Controlled drugs,1
4520,2021-06-18 11:35:59,51.517042,-0.102812,Controlled drugs,1
4523,2021-06-19 05:23:00,51.510795,-0.077578,Controlled drugs,1
4529,2021-06-19 09:29:27,51.513915,-0.07318,Controlled drugs,1
4530,2021-06-19 09:38:21,51.513915,-0.07318,Controlled drugs,1
4540,2021-06-21 08:12:04,51.513647,-0.07433,Offensive weapons,1
4544,2021-06-22 04:53:36,51.510414,-0.073515,Controlled drugs,1
4549,2021-06-22 10:02:54,51.52051,-0.08158,Article for use in theft,1
4550,2021-06-23 05:53:54,51.516814,-0.08162,Controlled drugs,1
4554,2021-06-23 09:57:05,51.514203,-0.094628,Controlled drugs,1
4556,2021-06-24 01:31:57,51.51972,-0.099933,Stolen goods,1
4558,2021-06-24 03:36:57,51.511794,-0.088042,Controlled drugs,1
4560,2021-06-24 07:34:17,51.537964,-0.056981,Controlled drugs,1
4564,2021-06-25 00:51:43,51.510795,-0.077578,Controlled drugs,1
4565,2021-06-25 01:34:27,51.506255,-0.074901,Controlled drugs,1
4566,2021-06-25 02:54:19,51.511223,-0.089435,Stolen goods,1
4568,2021-06-25 09:12:11,51.517032,-0.089451,Controlled drugs,1
4569,2021-06-25 09:51:13,51.516814,-0.08162,Controlled drugs,1
4571,2021-06-26 01:16:38,51.516814,-0.08162,Controlled drugs,1
4573,2021-06-26 02:49:56,51.510182,-0.092865,Controlled drugs,1
4576,2021-06-26 05:02:18,51.517032,-0.089451,Controlled drugs,1
4578,2021-06-26 05:18:23,51.516814,-0.08162,Controlled drugs,1
4584,2021-06-27 03:18:59,51.512598,-0.084967,Evidence of offences under the Act,1
4590,2021-06-28 03:05:46,51.517244,-0.080376,Stolen goods,1
4597,2021-06-29 02:14:32,51.514158,-0.100179,Stolen goods,1
4610,2021-06-30 06:22:37,51.516814,-0.08162,Article for use in theft,1
4611,2021-06-30 07:09:07,51.508066,-0.08778,Articles for use in criminal damage,1
4614,2021-06-30 08:40:54,51.516814,-0.08162,Stolen goods,1
4631,2021-07-02 01:30:13,51.512856,-0.073254,Controlled drugs,1
4644,2021-07-03 05:20:52,51.517431,-0.082458,Stolen goods,1
4645,2021-07-03 10:19:36,51.518743,-0.089596,Controlled drugs,1
4647,2021-07-04 01:01:45,51.513435,-0.075146,Controlled drugs,1
4648,2021-07-04 01:08:04,51.513435,-0.075146,Controlled drugs,1
4649,2021-07-04 03:41:02,51.512243,-0.07978,Stolen goods,1
4651,2021-07-04 06:00:27,51.513051,-0.104001,Controlled drugs,1
4652,2021-07-05 03:10:53,51.511749,-0.108018,Controlled drugs,1
4655,2021-07-05 08:15:13,51.516386,-0.108965,Controlled drugs,1
4656,2021-07-05 11:00:58,51.511625,-0.081549,Stolen goods,1
4665,2021-07-06 08:34:43,51.509344,-0.080665,Controlled drugs,1
4666,2021-07-06 09:00:06,51.514203,-0.094628,Controlled drugs,1
4668,2021-07-06 11:15:34,51.514763,-0.075508,Controlled drugs,1
4671,2021-07-07 02:57:06,51.51144,-0.083993,Article for use in theft,1
4677,2021-07-08 03:59:34,51.516508,-0.079398,Controlled drugs,1
4681,2021-07-08 08:57:05,51.51972,-0.099933,Controlled drugs,1
4694,2021-07-09 05:11:11,51.509344,-0.080665,Controlled drugs,1
4697,2021-07-09 05:36:15,51.512462,-0.076095,Controlled drugs,1
4699,2021-07-10 04:39:20,51.512027,-0.082527,Article for use in theft,1
4702,2021-07-11 03:36:49,51.514933,-0.074896,Controlled drugs,1
4703,2021-07-11 03:50:21,51.51768,-0.078484,Controlled drugs,1
4705,2021-07-11 08:02:44,51.512388,-0.088075,Offensive weapons,1
4708,2021-07-12 00:24:06,51.511625,-0.081549,Controlled drugs,1
