,Date,Latitude,Longitude,Outcome linked to object of search,Object of search_Article for use in theft,Object of search_Articles for use in criminal damage,Object of search_Controlled drugs,Object of search_Crossbows,Object of search_Evidence of offences under the Act,Object of search_Firearms,Object of search_Offensive weapons,Object of search_Stolen goods
220,2020-03-07 03:28:30,51.516814,-0.08162,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,2020-03-07 11:33:57,51.517149,-0.08776,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
222,2020-03-09 04:16:00,51.511625,-0.081549,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
223,2020-03-10 05:01:31,51.512598,-0.084967,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,2020-03-10 10:57:11,51.511118,-0.090203,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,2020-03-10 11:42:19,51.509775,-0.085014,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
226,2020-03-11 08:55:55,51.516814,-0.08162,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
227,2020-03-11 09:04:45,51.512598,-0.084967,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,2020-03-12 01:20:54,51.508066,-0.08778,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
229,2020-03-12 03:53:40,51.512526,-0.098777,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
230,2020-03-13 04:31:51,51.516147,-0.082066,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
231,2020-03-13 07:41:51,51.514203,-0.094628,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
232,2020-03-13 10:08:40,51.511828,-0.080244,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
233,2020-03-13 11:06:28,51.516966,-0.1059,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
234,2020-03-14 03:37:19,51.514461,-0.092268,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
235,2020-03-15 04:18:49,51.511916,-0.076853,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
236,2020-03-16 06:05:04,51.516814,-0.08162,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
237,2020-03-16 09:30:05,51.513914,-0.11071,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,2020-03-18 07:38:06,51.515142,-0.097645,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
239,2020-03-19 01:49:53,51.517678,-0.107672,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
240,2020-03-19 03:08:50,51.511625,-0.081549,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
241,2020-03-19 07:38:13,51.509344,-0.080665,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
242,2020-03-20 09:03:49,51.512598,-0.084967,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
243,2020-03-23 05:35:02,51.512598,-0.084967,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,2020-03-23 05:58:51,51.512147,-0.092077,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
245,2020-03-24 02:49:43,51.514203,-0.094628,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,2020-03-25 03:43:06,51.511014,-0.076113,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
247,2020-03-26 08:22:06,51.511122,-0.087666,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
248,2020-03-26 08:46:41,51.510671,-0.084284,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
249,2020-03-26 09:47:16,51.509848,-0.104494,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
250,2020-03-26 11:39:52,51.517728,-0.10238,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
251,2020-03-26 11:48:11,51.512147,-0.092077,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
252,2020-03-27 05:29:11,51.516867,-0.022004,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
253,2020-03-30 02:37:15,51.512135,-0.078127,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
254,2020-03-31 06:37:28,51.513869,-0.105134,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
255,2020-04-01 05:26:18,51.51283,-0.108175,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
256,2020-04-02 00:54:17,51.516351,-0.082965,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
257,2020-04-03 09:22:46,51.515546,-0.070056,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
258,2020-04-03 11:03:08,51.516047,-0.075411,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
259,2020-04-06 05:59:12,51.520699,-0.097601,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
260,2020-04-06 08:08:22,51.510651,-0.080322,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
261,2020-04-07 03:04:30,51.514367,-0.076592,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
262,2020-04-07 10:53:17,51.51962,-0.088766,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
263,2020-04-10 02:32:27,51.522615,-0.077253,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
264,2020-04-10 11:20:30,51.509848,-0.104494,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
265,2020-04-12 02:34:10,51.513928,-0.108231,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,2020-04-12 05:55:21,51.515307,-0.097277,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
267,2020-04-13 04:04:06,51.518864,-0.097562,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
268,2020-04-14 07:01:17,51.51265,-0.101452,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
269,2020-04-14 08:10:19,51.512147,-0.092077,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
270,2020-04-15 02:31:57,51.508066,-0.08778,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
271,2020-04-16 07:32:25,51.583366,-0.072178,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
272,2020-04-16 08:23:26,51.589418,-0.076556,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
273,2020-04-17 06:19:51,51.515142,-0.097645,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
274,2020-04-17 08:17:19,51.506895,-0.058634,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
275,2020-04-17 09:26:01,51.516814,-0.08162,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
276,2020-04-19 04:54:19,51.509027,-0.06304,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
277,2020-04-20 03:11:36,51.514203,-0.094628,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,2020-04-20 07:04:03,51.517244,-0.080376,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,2020-04-21 04:39:48,51.514158,-0.100179,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
280,2020-04-22 02:44:41,51.513928,-0.108231,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,2020-04-22 02:50:24,51.512692,-0.104621,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,2020-04-22 07:01:05,51.513454,-0.09172,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,2020-04-24 07:22:58,51.516814,-0.08162,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
284,2020-04-24 10:35:11,51.51768,-0.078484,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
285,2020-04-26 02:01:02,51.51265,-0.076044,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
286,2020-04-27 00:41:56,51.516814,-0.08162,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
287,2020-04-28 11:33:26,51.514109,-0.10328,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
288,2020-04-28 11:53:27,51.514151,-0.074958,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,2020-04-29 01:11:49,51.516966,-0.1059,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
290,2020-04-29 01:19:08,51.516966,-0.1059,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
291,2020-05-02 00:41:25,51.512147,-0.092077,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
292,2020-05-03 06:20:32,51.516767,-0.098572,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
293,2020-05-06 01:43:07,51.51265,-0.101452,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
294,2020-05-06 11:57:36,51.51265,-0.101452,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
295,2020-05-07 03:02:19,51.508181,-0.019397,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
296,2020-05-08 02:06:54,51.550005,-0.065684,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,2020-05-08 02:15:35,51.509547,-0.076031,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
298,2020-05-08 08:49:13,51.519888,-0.102506,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
299,2020-05-10 01:09:50,51.518231,-0.112939,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
300,2020-05-10 01:10:44,51.518231,-0.112939,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
301,2020-05-10 01:13:28,51.518231,-0.112939,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
302,2020-05-10 04:09:10,51.516078,-0.08498,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,2020-05-10 05:21:14,51.516078,-0.08498,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,2020-05-11 10:15:53,51.518864,-0.097562,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,2020-05-11 10:18:41,51.518864,-0.097562,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,2020-05-11 10:53:58,51.515728,-0.078393,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
307,2020-05-12 02:34:38,51.511625,-0.081549,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
308,2020-05-12 02:41:20,51.511625,-0.081549,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
309,2020-05-13 00:50:09,51.506255,-0.074901,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
310,2020-05-13 01:25:34,51.506255,-0.074901,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
311,2020-05-13 11:42:54,51.511711,-0.07421,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
312,2020-05-16 04:28:07,51.513447,-0.093493,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,2020-05-16 09:57:55,51.513952,-0.085833,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
314,2020-05-17 03:57:55,51.512147,-0.092077,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,2020-05-19 03:18:54,51.515484,-0.088233,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
316,2020-05-19 09:36:46,51.540568,0.002083,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
317,2020-05-19 10:24:49,51.51283,-0.108175,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
318,2020-05-20 00:46:03,51.513928,-0.108231,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
319,2020-05-20 00:46:34,51.513928,-0.108231,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
320,2020-05-20 00:53:22,51.51121,-0.094206,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
321,2020-05-20 04:20:26,51.592365,-0.082452,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
322,2020-05-21 01:29:37,51.517032,-0.089451,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
323,2020-05-22 00:30:51,51.519358,-0.090348,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,2020-05-22 00:34:10,51.583366,-0.072178,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
325,2020-05-22 02:09:37,51.520744,-0.089858,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,2020-05-24 08:30:36,51.516351,-0.082965,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
327,2020-05-25 02:31:17,51.575664,-0.072432,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
328,2020-05-25 04:12:56,51.512147,-0.092077,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
329,2020-05-26 00:31:44,51.512791,-0.101274,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
330,2020-05-30 05:58:57,51.506338,-0.088227,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
331,2020-05-30 06:00:35,51.506338,-0.088227,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
332,2020-06-02 03:06:55,51.506255,-0.074901,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
333,2020-06-02 06:41:19,51.514513,-0.096561,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
334,2020-06-03 02:42:33,51.510913,-0.101395,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
335,2020-06-03 03:20:09,51.510913,-0.101395,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
336,2020-06-03 08:36:28,51.517032,-0.089451,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
337,2020-06-03 10:57:38,51.517032,-0.089451,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
338,2020-06-04 11:28:49,51.51768,-0.078484,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
339,2020-06-05 02:59:45,51.513051,-0.104001,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
340,2020-06-05 03:02:46,51.513051,-0.104001,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
341,2020-06-09 09:37:36,51.517032,-0.089451,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
342,2020-06-10 00:49:48,51.51972,-0.099933,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
343,2020-06-10 08:20:09,51.516351,-0.082965,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
344,2020-06-11 03:36:36,51.506255,-0.074901,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
345,2020-06-11 03:50:12,51.506255,-0.074901,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
346,2020-06-11 04:50:40,51.512598,-0.084967,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,2020-06-12 01:18:03,51.5169,-0.084095,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
348,2020-06-12 04:17:19,51.5169,-0.084095,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
349,2020-06-14 04:22:40,51.515504,-0.07627,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
350,2020-06-14 07:19:24,51.512598,-0.084967,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
351,2020-06-15 00:57:49,51.509547,-0.076031,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
352,2020-06-15 01:10:53,51.509547,-0.076031,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
353,2020-06-17 01:06:57,51.513355,-0.089475,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,2020-06-17 01:35:18,51.518029,-0.082722,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
355,2020-06-17 03:06:39,51.517032,-0.089451,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
356,2020-06-18 05:21:41,51.514203,-0.094628,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
357,2020-06-18 06:35:10,51.515196,-0.071772,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
358,2020-06-18 09:12:24,51.51992,-0.056696,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
359,2020-06-19 05:06:37,51.516894,-0.076067,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
360,2020-06-19 07:40:45,51.511625,-0.081549,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,2020-06-20 08:12:33,51.510868,-0.0969,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
362,2020-06-20 11:19:59,51.513114,-0.086272,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
363,2020-06-21 03:08:22,51.515033,-0.07825,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
364,2020-06-21 03:35:16,51.516814,-0.08162,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
365,2020-06-21 05:15:38,51.518799,-0.077601,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
366,2020-06-21 10:34:56,51.506255,-0.074901,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
367,2020-06-22 01:35:51,51.51121,-0.094206,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
368,2020-06-22 03:39:05,51.51142,-0.097699,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
369,2020-06-22 04:11:23,51.51142,-0.097699,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
370,2020-06-22 07:00:29,51.516814,-0.08162,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
371,2020-06-22 09:51:21,51.516814,-0.08162,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
372,2020-06-23 01:00:50,51.509848,-0.104494,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,2020-06-23 04:26:52,51.51868,-0.085173,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,2020-06-23 05:13:34,51.51768,-0.078484,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
375,2020-06-24 04:59:43,51.519017,-0.099818,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
376,2020-06-24 08:56:12,51.515307,-0.097277,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
377,2020-06-25 00:23:16,51.516347,-0.104887,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
378,2020-06-26 08:22:20,51.514151,-0.074958,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
379,2020-06-27 05:02:13,51.51265,-0.101452,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
380,2020-06-27 05:07:39,51.51265,-0.101452,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
381,2020-06-27 11:02:15,51.517576,-0.079786,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,2020-06-27 11:02:44,51.517576,-0.079786,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,2020-06-29 05:50:13,51.511625,-0.081549,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,2020-06-29 06:14:16,51.516006,-0.080573,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
385,2020-06-29 06:29:55,51.514158,-0.100179,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
386,2020-06-29 08:00:50,51.514804,-0.080782,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,2020-06-29 08:13:02,51.516006,-0.080573,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
388,2020-07-01 03:10:05,51.512117,-0.102411,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
389,2020-07-01 03:10:05,51.512117,-0.102411,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
390,2020-07-01 03:16:33,51.512117,-0.102411,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
391,2020-07-01 03:16:33,51.512117,-0.102411,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
392,2020-07-03 03:28:28,51.518864,-0.097562,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
393,2020-07-03 03:28:28,51.518864,-0.097562,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
394,2020-07-03 09:19:37,51.517244,-0.080376,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,2020-07-03 09:19:37,51.517244,-0.080376,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,2020-07-04 06:04:21,51.514151,-0.074958,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
397,2020-07-04 06:04:21,51.514151,-0.074958,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
398,2020-07-04 10:54:43,51.522233,-0.107382,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
399,2020-07-04 10:54:43,51.522233,-0.107382,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
400,2020-07-05 01:20:53,51.516767,-0.098572,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
401,2020-07-05 01:20:53,51.516767,-0.098572,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
402,2020-07-05 01:23:29,51.515504,-0.07627,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
403,2020-07-05 01:23:29,51.515504,-0.07627,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
404,2020-07-05 01:23:54,51.516767,-0.098572,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
405,2020-07-05 01:23:54,51.516767,-0.098572,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
406,2020-07-05 01:27:31,51.516767,-0.098572,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
407,2020-07-05 01:27:31,51.516767,-0.098572,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
408,2020-07-05 01:58:37,51.515504,-0.07627,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
409,2020-07-05 01:58:37,51.515504,-0.07627,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
410,2020-07-05 10:31:07,51.514457,-0.073849,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
411,2020-07-05 10:31:07,51.514457,-0.073849,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
412,2020-07-06 00:41:18,51.510014,-0.081516,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
413,2020-07-06 00:41:18,51.510014,-0.081516,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
414,2020-07-08 06:40:19,51.518864,-0.097562,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
415,2020-07-08 06:40:19,51.518864,-0.097562,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
416,2020-07-09 06:10:44,51.521667,-0.067145,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
417,2020-07-09 06:10:44,51.521667,-0.067145,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
418,2020-07-09 08:07:41,51.513928,-0.108231,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
419,2020-07-09 08:07:41,51.513928,-0.108231,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
420,2020-07-09 10:00:11,51.515307,-0.097277,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
421,2020-07-09 10:00:11,51.515307,-0.097277,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
422,2020-07-09 11:26:21,51.515142,-0.097645,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
423,2020-07-09 11:26:21,51.515142,-0.097645,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
424,2020-07-10 01:33:03,51.514158,-0.100179,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,2020-07-10 01:33:03,51.514158,-0.100179,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,2020-07-10 03:47:21,51.51121,-0.094206,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
427,2020-07-10 03:47:21,51.51121,-0.094206,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
428,2020-07-10 06:24:11,51.516814,-0.08162,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,2020-07-10 06:24:11,51.516814,-0.08162,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,2020-07-11 02:26:19,51.516814,-0.08162,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
431,2020-07-11 02:26:19,51.516814,-0.08162,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
432,2020-07-12 03:42:12,51.513377,-0.096363,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
433,2020-07-12 03:42:12,51.513377,-0.096363,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
434,2020-07-13 03:34:06,51.51768,-0.078484,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
435,2020-07-13 03:34:06,51.51768,-0.078484,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
436,2020-07-13 03:42:20,51.508587,-0.078924,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
437,2020-07-13 03:42:20,51.508587,-0.078924,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
438,2020-07-13 04:42:33,51.508587,-0.078924,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
439,2020-07-13 04:42:33,51.508587,-0.078924,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
440,2020-07-13 10:50:11,51.516508,-0.079398,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
441,2020-07-13 10:50:11,51.516508,-0.079398,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
442,2020-07-14 01:03:17,51.51265,-0.101452,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,2020-07-14 01:03:17,51.51265,-0.101452,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,2020-07-14 02:25:20,51.513952,-0.085833,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
445,2020-07-14 02:25:20,51.513952,-0.085833,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
446,2020-07-14 09:58:31,51.511386,-0.092296,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
447,2020-07-14 09:58:31,51.511386,-0.092296,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
448,2020-07-15 08:29:50,51.511625,-0.081549,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,2020-07-15 08:29:50,51.511625,-0.081549,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,2020-07-15 08:30:46,51.514753,-0.082571,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
